packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload,worker,work_state,source_file
25,2026-07-27T13:57:28.955,1.178204,0.0831,0.66,0.81,-0.15,-28.87,-21.3,-48.28,1.0555567251455509,60.15085452427089,"0.66,0.81,-0.15,-28.87,-21.30,-48.28",ziqian,near_miss,ziqian_near_miss_ die.csv
26,2026-07-27T13:57:29.072,1.29444,116.2357,0.68,0.75,-0.12,-26.06,-19.59,-36.13,1.019460641712077,48.66486001212785,"0.68,0.75,-0.12,-26.06,-19.59,-36.13",ziqian,near_miss,ziqian_near_miss_ die.csv
27,2026-07-27T13:57:29.072,1.294652,0.2118,0.67,0.72,-0.09,-26.18,-17.27,-20.63,0.9876234100101111,37.53987480000433,"0.67,0.72,-0.09,-26.18,-17.27,-20.63",ziqian,near_miss,ziqian_near_miss_ die.csv
28,2026-07-27T13:57:29.072,1.294678,0.0263,0.65,0.72,-0.04,-24.66,-13.18,-2.26,0.97082439194738,28.052372448689614,"0.65,0.72,-0.04,-24.66,-13.18,-2.26",ziqian,near_miss,ziqian_near_miss_ die.csv
29,2026-07-27T13:57:29.249,1.471909,177.2311,0.63,0.75,-0.05,-8.0,-1.95,32.17,0.9807650075323854,33.20709863869471,"0.63,0.75,-0.05,-8.00,-1.95,32.17",ziqian,near_miss,ziqian_near_miss_ die.csv
30,2026-07-27T13:57:29.251,1.473804,1.8949,0.61,0.79,-0.06,-2.5,0.85,44.74,0.9998999949995,44.817854701000584,"0.61,0.79,-0.06,-2.50,0.85,44.74",ziqian,near_miss,ziqian_near_miss_ die.csv
31,2026-07-27T13:57:29.252,1.474582,0.7782,0.59,0.84,-0.06,-2.5,0.85,44.74,1.0282509421342632,44.817854701000584,"0.59,0.84,-0.06,-2.50,0.85,44.74",ziqian,near_miss,ziqian_near_miss_ die.csv
32,2026-07-27T13:57:29.308,1.531306,56.7232,0.54,0.9,-0.06,-6.53,-0.61,61.58,1.051284928076114,61.928260107966864,"0.54,0.90,-0.06,-6.53,-0.61,61.58",ziqian,near_miss,ziqian_near_miss_ die.csv
33,2026-07-27T13:57:29.366,1.58854,57.2346,0.53,0.92,-0.06,-6.16,-0.18,64.45,1.063437821407533,64.74396110835357,"0.53,0.92,-0.06,-6.16,-0.18,64.45",ziqian,near_miss,ziqian_near_miss_ die.csv
34,2026-07-27T13:57:29.366,1.588992,0.4515,0.51,0.92,-0.05,-4.39,0.67,61.22,1.0530906893520615,61.38085532150884,"0.51,0.92,-0.05,-4.39,0.67,61.22",ziqian,near_miss,ziqian_near_miss_ die.csv
35,2026-07-27T13:57:29.667,1.889903,300.9111,0.49,0.92,-0.03,-2.93,0.79,52.61,1.0427847332982967,52.69744870484718,"0.49,0.92,-0.03,-2.93,0.79,52.61",ziqian,near_miss,ziqian_near_miss_ die.csv
36,2026-07-27T13:57:29.667,1.89003,0.1269,0.45,0.93,0.0,-5.55,-1.53,26.18,1.0331505214633538,26.80551808863242,"0.45,0.93,0.00,-5.55,-1.53,26.18",ziqian,near_miss,ziqian_near_miss_ die.csv
37,2026-07-27T13:57:29.667,1.890157,0.1275,0.45,0.91,0.01,-3.6,-0.12,12.39,1.0152339631828715,12.902964775585493,"0.45,0.91,0.01,-3.60,-0.12,12.39",ziqian,near_miss,ziqian_near_miss_ die.csv
38,2026-07-27T13:57:29.667,1.890267,0.1099,0.48,0.89,-0.01,6.53,3.23,0.55,1.011236866416568,7.305908567727905,"0.48,0.89,-0.01,6.53,3.23,0.55",ziqian,near_miss,ziqian_near_miss_ die.csv
39,2026-07-27T13:57:29.667,1.89029,0.0226,0.53,0.86,-0.03,15.32,5.98,-9.95,1.010643359449811,19.22148017193265,"0.53,0.86,-0.03,15.32,5.98,-9.95",ziqian,near_miss,ziqian_near_miss_ die.csv
40,2026-07-27T13:57:29.669,1.89176,1.47,0.57,0.83,-0.04,9.16,6.96,-27.04,1.007670581092849,29.385520243820764,"0.57,0.83,-0.04,9.16,6.96,-27.04",ziqian,near_miss,ziqian_near_miss_ die.csv
41,2026-07-27T13:57:30.385,2.608111,716.3508,0.62,0.8,-0.04,6.84,4.82,-29.97,1.012916580968048,31.116216029588173,"0.62,0.80,-0.04,6.84,4.82,-29.97",ziqian,near_miss,ziqian_near_miss_ die.csv
42,2026-07-27T13:57:30.386,2.608438,0.3279,0.64,0.8,-0.04,5.55,2.38,-30.58,1.0252804494381038,31.170551807755984,"0.64,0.80,-0.04,5.55,2.38,-30.58",ziqian,near_miss,ziqian_near_miss_ die.csv
43,2026-07-27T13:57:30.386,2.608896,0.4571,0.66,0.78,-0.04,2.44,1.46,-30.15,1.0225458424931373,30.283786090910098,"0.66,0.78,-0.04,2.44,1.46,-30.15",ziqian,near_miss,ziqian_near_miss_ die.csv
44,2026-07-27T13:57:30.387,2.609391,0.4957,0.69,0.77,-0.04,0.85,3.91,-21.91,1.0346980235798269,22.272375266235077,"0.69,0.77,-0.04,0.85,3.91,-21.91",ziqian,near_miss,ziqian_near_miss_ die.csv
45,2026-07-27T13:57:30.387,2.610042,0.6503,0.73,0.74,-0.04,0.85,3.91,-21.91,1.0402403568406677,22.272375266235077,"0.73,0.74,-0.04,0.85,3.91,-21.91",ziqian,near_miss,ziqian_near_miss_ die.csv
46,2026-07-27T13:57:30.388,2.610502,0.4604,0.77,0.69,-0.06,5.62,6.77,-10.31,1.0356640381899913,13.554091633156387,"0.77,0.69,-0.06,5.62,6.77,-10.31",ziqian,near_miss,ziqian_near_miss_ die.csv
47,2026-07-27T13:57:30.388,2.611036,0.5345,0.79,0.66,-0.07,9.58,10.44,8.36,1.0317945531936095,16.45173547076417,"0.79,0.66,-0.07,9.58,10.44,8.36",ziqian,near_miss,ziqian_near_miss_ die.csv
48,2026-07-27T13:57:30.389,2.611628,0.592,0.76,0.69,-0.06,9.28,10.86,29.05,1.0282509421342632,32.37221802719116,"0.76,0.69,-0.06,9.28,10.86,29.05",ziqian,near_miss,ziqian_near_miss_ die.csv
49,2026-07-27T13:57:30.389,2.612112,0.4838,0.69,0.76,-0.05,4.27,3.23,43.88,1.0277159140540735,44.20543179293694,"0.69,0.76,-0.05,4.27,3.23,43.88",ziqian,near_miss,ziqian_near_miss_ die.csv
50,2026-07-27T13:57:30.390,2.612751,0.6387,0.61,0.84,-0.03,-2.69,-8.73,49.32,1.0385566907973776,50.158861629825694,"0.61,0.84,-0.03,-2.69,-8.73,49.32",ziqian,near_miss,ziqian_near_miss_ die.csv
51,2026-07-27T13:57:30.390,2.613281,0.5297,0.55,0.89,-0.01,-8.48,-15.56,46.75,1.046279121458514,49.99586482900361,"0.55,0.89,-0.01,-8.48,-15.56,46.75",ziqian,near_miss,ziqian_near_miss_ die.csv
52,2026-07-27T13:57:30.391,2.61391,0.6292,0.51,0.9,-0.01,-8.91,-13.43,39.49,1.0345047124107265,42.65223440805886,"0.51,0.90,-0.01,-8.91,-13.43,39.49",ziqian,near_miss,ziqian_near_miss_ die.csv
53,2026-07-27T13:57:30.391,2.614348,0.4377,0.5,0.88,-0.02,-5.07,-4.39,29.11,1.012324058787501,29.872547598087444,"0.50,0.88,-0.02,-5.07,-4.39,29.11",ziqian,near_miss,ziqian_near_miss_ die.csv
54,2026-07-27T13:57:30.392,2.614892,0.5446,0.51,0.86,-0.03,-2.75,4.39,16.05,1.000299955013495,16.86526311683278,"0.51,0.86,-0.03,-2.75,4.39,16.05",ziqian,near_miss,ziqian_near_miss_ die.csv
55,2026-07-27T13:57:30.393,2.615422,0.5303,0.52,0.84,-0.04,-3.85,7.57,1.65,0.988736567544662,8.651583670057176,"0.52,0.84,-0.04,-3.85,7.57,1.65",ziqian,near_miss,ziqian_near_miss_ die.csv
56,2026-07-27T13:57:30.393,2.61596,0.5375,0.54,0.83,-0.04,-7.2,6.47,-12.33,0.9910095862301231,15.67577111340938,"0.54,0.83,-0.04,-7.20,6.47,-12.33",ziqian,near_miss,ziqian_near_miss_ die.csv
57,2026-07-27T13:57:30.394,2.616682,0.7217,0.56,0.82,-0.05,-9.89,4.82,-23.44,0.9942333730065592,25.893591871349173,"0.56,0.82,-0.05,-9.89,4.82,-23.44",ziqian,near_miss,ziqian_near_miss_ die.csv
58,2026-07-27T13:57:30.445,2.668161,51.4792,0.59,0.81,-0.05,-7.81,5.62,-29.6,1.0033444074693394,31.124596382925194,"0.59,0.81,-0.05,-7.81,5.62,-29.60",ziqian,near_miss,ziqian_near_miss_ die.csv
59,2026-07-27T13:57:30.505,2.728135,59.9738,0.63,0.79,-0.05,-0.98,9.95,-30.76,1.0116817681464858,32.344095288012,"0.63,0.79,-0.05,-0.98,9.95,-30.76",ziqian,near_miss,ziqian_near_miss_ die.csv
60,2026-07-27T13:57:30.506,2.728529,0.3947,0.66,0.77,-0.04,7.57,13.92,-28.14,1.0149384217774002,32.29444069805204,"0.66,0.77,-0.04,7.57,13.92,-28.14",ziqian,near_miss,ziqian_near_miss_ die.csv
61,2026-07-27T13:57:30.866,3.088987,360.4579,0.67,0.77,-0.03,12.02,11.54,-24.23,1.0211268285575499,29.40654518980426,"0.67,0.77,-0.03,12.02,11.54,-24.23",ziqian,near_miss,ziqian_near_miss_ die.csv
62,2026-07-27T13:57:30.866,3.089088,0.1006,0.67,0.77,-0.01,8.12,2.81,-21.55,1.0207350292803712,23.19984913744053,"0.67,0.77,-0.01,8.12,2.81,-21.55",ziqian,near_miss,ziqian_near_miss_ die.csv
63,2026-07-27T13:57:30.866,3.089176,0.0878,0.65,0.79,0.0,1.28,-4.64,-18.74,1.0230347012687302,19.348271240604415,"0.65,0.79,0.00,1.28,-4.64,-18.74",ziqian,near_miss,ziqian_near_miss_ die.csv
64,2026-07-27T13:57:30.867,3.089613,0.437,0.64,0.79,0.0,-0.98,-5.86,-13.85,1.0167103815738285,15.070583930292814,"0.64,0.79,0.00,-0.98,-5.86,-13.85",ziqian,near_miss,ziqian_near_miss_ die.csv
65,2026-07-27T13:57:30.867,3.090108,0.4949,0.64,0.78,0.0,0.79,-3.3,-7.81,1.0089598604503551,8.515292126521556,"0.64,0.78,0.00,0.79,-3.30,-7.81",ziqian,near_miss,ziqian_near_miss_ die.csv
66,2026-07-27T13:57:30.868,3.090614,0.5062,0.63,0.78,-0.0,2.5,-0.98,-2.14,1.0026464980241043,3.433656942677879,"0.63,0.78,-0.00,2.50,-0.98,-2.14",ziqian,near_miss,ziqian_near_miss_ die.csv
67,2026-07-27T13:57:30.868,3.09125,0.6366,0.61,0.8,-0.01,2.08,-0.24,2.5,1.0060815076324583,3.260981447355995,"0.61,0.80,-0.01,2.08,-0.24,2.50",ziqian,near_miss,ziqian_near_miss_ die.csv
68,2026-07-27T13:57:30.869,3.091937,0.687,0.59,0.82,-0.02,0.61,-0.37,5.62,1.0103959619871803,5.665103706023395,"0.59,0.82,-0.02,0.61,-0.37,5.62",ziqian,near_miss,ziqian_near_miss_ die.csv
69,2026-07-27T13:57:30.870,3.092974,1.0367,0.58,0.83,-0.03,-0.55,0.0,6.84,1.0130153009703258,6.862076945065539,"0.58,0.83,-0.03,-0.55,0.00,6.84",ziqian,near_miss,ziqian_near_miss_ die.csv
70,2026-07-27T13:57:31.166,3.38839,295.416,0.57,0.83,-0.04,-0.55,1.34,6.77,1.007670581092849,6.9232217933560385,"0.57,0.83,-0.04,-0.55,1.34,6.77",ziqian,near_miss,ziqian_near_miss_ die.csv
71,2026-07-27T13:57:31.166,3.388519,0.129,0.57,0.83,-0.04,1.1,2.56,6.29,1.007670581092849,6.879513064163771,"0.57,0.83,-0.04,1.10,2.56,6.29",ziqian,near_miss,ziqian_near_miss_ die.csv
72,2026-07-27T13:57:31.166,3.389174,0.6547,0.56,0.83,-0.05,2.26,2.81,5.55,1.002496882788171,6.6186252348958385,"0.56,0.83,-0.05,2.26,2.81,5.55",ziqian,near_miss,ziqian_near_miss_ die.csv
73,2026-07-27T13:57:31.167,3.390118,0.9446,0.56,0.83,-0.05,2.26,2.08,4.21,1.002496882788171,5.211343396860353,"0.56,0.83,-0.05,2.26,2.08,4.21",ziqian,near_miss,ziqian_near_miss_ die.csv
74,2026-07-27T13:57:31.168,3.390571,0.4529,0.56,0.83,-0.04,2.2,1.4,2.5,1.0020479030465559,3.6124783736376886,"0.56,0.83,-0.04,2.20,1.40,2.50",ziqian,near_miss,ziqian_near_miss_ die.csv
75,2026-07-27T13:57:31.168,3.391099,0.5281,0.56,0.83,-0.04,2.5,1.04,0.67,1.0020479030465559,2.7893547640986793,"0.56,0.83,-0.04,2.50,1.04,0.67",ziqian,near_miss,ziqian_near_miss_ die.csv
76,2026-07-27T13:57:31.169,3.392084,0.9846,0.57,0.83,-0.04,2.38,0.55,-1.16,1.007670581092849,2.704163456597992,"0.57,0.83,-0.04,2.38,0.55,-1.16",ziqian,near_miss,ziqian_near_miss_ die.csv
77,2026-07-27T13:57:31.473,3.696027,303.9427,0.58,0.83,-0.03,1.22,-0.12,-3.17,1.0130153009703258,3.3987791925925404,"0.58,0.83,-0.03,1.22,-0.12,-3.17",ziqian,near_miss,ziqian_near_miss_ die.csv
78,2026-07-27T13:57:31.473,3.696247,0.2206,0.58,0.83,-0.03,0.12,-0.37,-4.76,1.0130153009703258,4.775866413542154,"0.58,0.83,-0.03,0.12,-0.37,-4.76",ziqian,near_miss,ziqian_near_miss_ die.csv
79,2026-07-27T13:57:31.473,3.696327,0.0795,0.58,0.84,-0.02,-0.18,-0.31,-5.49,1.0209799214480173,5.501690649245921,"0.58,0.84,-0.02,-0.18,-0.31,-5.49",ziqian,near_miss,ziqian_near_miss_ die.csv
80,2026-07-27T13:57:31.474,3.696398,0.0712,0.57,0.85,-0.01,-1.77,0.37,-6.35,1.023474474522936,6.60244651625441,"0.57,0.85,-0.01,-1.77,0.37,-6.35",ziqian,near_miss,ziqian_near_miss_ die.csv
81,2026-07-27T13:57:31.477,3.699439,3.0412,0.54,0.87,-0.0,-5.25,0.98,-9.46,1.0239628899525608,10.86344788729619,"0.54,0.87,-0.00,-5.25,0.98,-9.46",ziqian,near_miss,ziqian_near_miss_ die.csv
82,2026-07-27T13:57:31.477,3.699633,0.1934,0.51,0.88,0.01,-5.86,2.5,-13.37,1.017152889196113,14.810351109950094,"0.51,0.88,0.01,-5.86,2.50,-13.37",ziqian,near_miss,ziqian_near_miss_ die.csv
83,2026-07-27T13:57:31.477,3.699762,0.1298,0.51,0.86,0.01,-4.64,3.05,-16.48,0.9998999949994999,17.39029901985587,"0.51,0.86,0.01,-4.64,3.05,-16.48",ziqian,near_miss,ziqian_near_miss_ die.csv
