packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload
32,2026-07-27T13:57:29.308,1.531306,56.723200,0.5400,0.9000,-0.0600,-6.5300,-0.6100,61.5800,1.051285,61.928260,"0.54,0.90,-0.06,-6.53,-0.61,61.58"
33,2026-07-27T13:57:29.366,1.588540,57.234600,0.5300,0.9200,-0.0600,-6.1600,-0.1800,64.4500,1.063438,64.743961,"0.53,0.92,-0.06,-6.16,-0.18,64.45"
34,2026-07-27T13:57:29.366,1.588992,0.451500,0.5100,0.9200,-0.0500,-4.3900,0.6700,61.2200,1.053091,61.380855,"0.51,0.92,-0.05,-4.39,0.67,61.22"
35,2026-07-27T13:57:29.667,1.889903,300.911100,0.4900,0.9200,-0.0300,-2.9300,0.7900,52.6100,1.042785,52.697449,"0.49,0.92,-0.03,-2.93,0.79,52.61"
36,2026-07-27T13:57:29.667,1.890030,0.126900,0.4500,0.9300,0.0000,-5.5500,-1.5300,26.1800,1.033151,26.805518,"0.45,0.93,0.00,-5.55,-1.53,26.18"
37,2026-07-27T13:57:29.667,1.890157,0.127500,0.4500,0.9100,0.0100,-3.6000,-0.1200,12.3900,1.015234,12.902965,"0.45,0.91,0.01,-3.60,-0.12,12.39"
38,2026-07-27T13:57:29.667,1.890267,0.109900,0.4800,0.8900,-0.0100,6.5300,3.2300,0.5500,1.011237,7.305909,"0.48,0.89,-0.01,6.53,3.23,0.55"
39,2026-07-27T13:57:29.667,1.890290,0.022600,0.5300,0.8600,-0.0300,15.3200,5.9800,-9.9500,1.010643,19.221480,"0.53,0.86,-0.03,15.32,5.98,-9.95"
40,2026-07-27T13:57:29.669,1.891760,1.470000,0.5700,0.8300,-0.0400,9.1600,6.9600,-27.0400,1.007671,29.385520,"0.57,0.83,-0.04,9.16,6.96,-27.04"
41,2026-07-27T13:57:30.385,2.608111,716.350800,0.6200,0.8000,-0.0400,6.8400,4.8200,-29.9700,1.012917,31.116216,"0.62,0.80,-0.04,6.84,4.82,-29.97"
42,2026-07-27T13:57:30.386,2.608438,0.327900,0.6400,0.8000,-0.0400,5.5500,2.3800,-30.5800,1.025280,31.170552,"0.64,0.80,-0.04,5.55,2.38,-30.58"
43,2026-07-27T13:57:30.386,2.608896,0.457100,0.6600,0.7800,-0.0400,2.4400,1.4600,-30.1500,1.022546,30.283786,"0.66,0.78,-0.04,2.44,1.46,-30.15"
44,2026-07-27T13:57:30.387,2.609391,0.495700,0.6900,0.7700,-0.0400,0.8500,3.9100,-21.9100,1.034698,22.272375,"0.69,0.77,-0.04,0.85,3.91,-21.91"
45,2026-07-27T13:57:30.387,2.610042,0.650300,0.7300,0.7400,-0.0400,0.8500,3.9100,-21.9100,1.040240,22.272375,"0.73,0.74,-0.04,0.85,3.91,-21.91"
46,2026-07-27T13:57:30.388,2.610502,0.460400,0.7700,0.6900,-0.0600,5.6200,6.7700,-10.3100,1.035664,13.554092,"0.77,0.69,-0.06,5.62,6.77,-10.31"
