packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload,worker,work_state,source_file
1,2026-07-27T13:47:09.443,0.029033,,-0.05,-0.24,2.1,205.69,-156.62,-4.76,2.114261100242825,258.5746663925142,"-0.05,-0.24,2.10,205.69,-156.62,-4.76",pierre,normal_work,(normal) P motion_data.csv
2,2026-07-27T13:47:09.471,0.056889,27.8552,0.04,0.05,2.09,189.82,-140.44,-86.73,2.0909806311871946,251.54943629433956,"0.04,0.05,2.09,189.82,-140.44,-86.73",pierre,normal_work,(normal) P motion_data.csv
3,2026-07-27T13:47:09.516,0.101999,45.1103,0.06,0.56,1.86,195.19,-99.61,-102.91,1.9433990840792328,242.0986499342778,"0.06,0.56,1.86,195.19,-99.61,-102.91",pierre,normal_work,(normal) P motion_data.csv
4,2026-07-27T13:47:09.561,0.147554,45.5553,-0.23,1.03,1.48,163.21,-39.12,-37.41,1.817745856823775,171.95169845046604,"-0.23,1.03,1.48,163.21,-39.12,-37.41",pierre,normal_work,(normal) P motion_data.csv
5,2026-07-27T13:47:09.606,0.192613,45.0585,-0.51,1.31,1.01,99.37,25.82,81.24,1.730982380037417,130.92366821931014,"-0.51,1.31,1.01,99.37,25.82,81.24",pierre,normal_work,(normal) P motion_data.csv
6,2026-07-27T13:47:09.636,0.22198,29.3675,-0.13,1.28,0.76,44.49,44.8,216.25,1.4942891286494726,225.2786332522461,"-0.13,1.28,0.76,44.49,44.80,216.25",pierre,normal_work,(normal) P motion_data.csv
7,2026-07-27T13:47:09.683,0.269202,47.2216,0.45,0.88,0.68,-1.34,-52.0,323.36,1.1997082978791136,327.5171525279249,"0.45,0.88,0.68,-1.34,-52.00,323.36",pierre,normal_work,(normal) P motion_data.csv
8,2026-07-27T13:47:09.726,0.312166,42.9644,0.75,0.31,0.56,-41.81,-138.49,354.0,0.9860020283954795,382.418038538979,"0.75,0.31,0.56,-41.81,-138.49,354.00",pierre,normal_work,(normal) P motion_data.csv
9,2026-07-27T13:47:09.756,0.342201,30.0347,0.68,-0.01,0.36,-48.28,-96.07,293.7,0.7694803441284255,312.76203941655064,"0.68,-0.01,0.36,-48.28,-96.07,293.70",pierre,normal_work,(normal) P motion_data.csv
10,2026-07-27T13:47:09.801,0.387134,44.9333,0.45,0.07,0.16,-19.29,13.67,194.03,0.4827007354458868,195.4651219527412,"0.45,0.07,0.16,-19.29,13.67,194.03",pierre,normal_work,(normal) P motion_data.csv
11,2026-07-27T13:47:09.846,0.432364,45.2301,0.43,0.13,0.28,21.3,94.6,127.69,0.5293392107146419,160.33585406888878,"0.43,0.13,0.28,21.30,94.60,127.69",pierre,normal_work,(normal) P motion_data.csv
12,2026-07-27T13:47:09.876,0.462092,29.7278,0.64,0.07,0.66,45.41,103.94,112.67,0.9220086767487604,159.8753283030249,"0.64,0.07,0.66,45.41,103.94,112.67",pierre,normal_work,(normal) P motion_data.csv
13,2026-07-27T13:47:09.921,0.507047,44.9554,0.9,-0.09,0.76,11.6,39.98,129.64,1.1813974775662932,136.15979582828405,"0.90,-0.09,0.76,11.60,39.98,129.64",pierre,normal_work,(normal) P motion_data.csv
14,2026-07-27T13:47:09.966,0.552554,45.5066,0.98,-0.07,0.47,-19.23,-31.68,133.54,1.0891280916402808,138.58696511577125,"0.98,-0.07,0.47,-19.23,-31.68,133.54",pierre,normal_work,(normal) P motion_data.csv
15,2026-07-27T13:47:09.996,0.582381,29.8265,0.75,0.19,0.34,66.96,-2.2,134.28,0.8451035439518639,150.06531911137895,"0.75,0.19,0.34,66.96,-2.20,134.28",pierre,normal_work,(normal) P motion_data.csv
16,2026-07-27T13:47:10.041,0.627427,45.0465,0.5,0.41,0.49,170.17,105.59,144.9,0.8112952606788726,247.19038613991444,"0.50,0.41,0.49,170.17,105.59,144.90",pierre,normal_work,(normal) P motion_data.csv
17,2026-07-27T13:47:10.087,0.672976,45.5488,0.42,0.59,0.63,159.3,143.8,124.27,0.9598958276813166,247.98782812872088,"0.42,0.59,0.63,159.30,143.80,124.27",pierre,normal_work,(normal) P motion_data.csv
18,2026-07-27T13:47:10.116,0.702247,29.2708,0.43,0.69,0.85,89.66,70.68,56.15,1.176222768016331,127.22971547559163,"0.43,0.69,0.85,89.66,70.68,56.15",pierre,normal_work,(normal) P motion_data.csv
19,2026-07-27T13:47:10.177,0.763139,60.8919,0.46,0.7,1.05,-1.34,-23.62,-51.76,1.3431678971744374,56.91043489554442,"0.46,0.70,1.05,-1.34,-23.62,-51.76",pierre,normal_work,(normal) P motion_data.csv
20,2026-07-27T13:47:10.221,0.806907,43.7688,0.53,0.66,1.0,-96.62,-57.68,-149.17,1.3101526628603248,186.85313939027088,"0.53,0.66,1.00,-96.62,-57.68,-149.17",pierre,normal_work,(normal) P motion_data.csv
21,2026-07-27T13:47:10.236,0.822141,15.2338,0.8,0.6,0.83,-116.94,-36.99,-172.73,1.299576854210631,211.8463513964779,"0.80,0.60,0.83,-116.94,-36.99,-172.73",pierre,normal_work,(normal) P motion_data.csv
22,2026-07-27T13:47:10.282,0.868305,46.1641,1.12,0.42,0.79,-45.78,-58.04,-109.5,1.4334922392534952,132.11623670086882,"1.12,0.42,0.79,-45.78,-58.04,-109.50",pierre,normal_work,(normal) P motion_data.csv
23,2026-07-27T13:47:10.326,0.912147,43.8414,1.24,0.12,0.94,55.48,-135.68,3.72,1.5606408939919523,146.63195831741456,"1.24,0.12,0.94,55.48,-135.68,3.72",pierre,normal_work,(normal) P motion_data.csv
24,2026-07-27T13:47:10.356,0.942107,29.9598,1.03,-0.16,0.9,106.51,-175.17,112.67,1.3771347065556079,233.93041251620105,"1.03,-0.16,0.90,106.51,-175.17,112.67",pierre,normal_work,(normal) P motion_data.csv
25,2026-07-27T13:47:10.402,0.987734,45.6277,0.76,-0.35,0.5,55.66,-165.22,169.74,0.9747307320486002,243.32560818787653,"0.76,-0.35,0.50,55.66,-165.22,169.74",pierre,normal_work,(normal) P motion_data.csv
26,2026-07-27T13:47:10.446,1.032142,44.4079,0.5,-0.3,0.14,-30.46,-144.84,165.22,0.5996665740225979,221.81993959065088,"0.50,-0.30,0.14,-30.46,-144.84,165.22",pierre,normal_work,(normal) P motion_data.csv
27,2026-07-27T13:47:10.491,1.077368,45.2256,0.34,-0.01,0.09,-42.6,-84.41,103.27,0.35185224171518364,140.0160740772287,"0.34,-0.01,0.09,-42.60,-84.41,103.27",pierre,normal_work,(normal) P motion_data.csv
28,2026-07-27T13:47:10.536,1.122281,44.9133,0.52,0.17,0.2,15.87,6.29,13.18,0.582494635168428,21.56695156947314,"0.52,0.17,0.20,15.87,6.29,13.18",pierre,normal_work,(normal) P motion_data.csv
29,2026-07-27T13:47:10.566,1.152119,29.8376,0.85,0.12,0.23,73.12,62.32,-54.26,0.8887069258197552,110.33795539160585,"0.85,0.12,0.23,73.12,62.32,-54.26",pierre,normal_work,(normal) P motion_data.csv
30,2026-07-27T13:47:10.597,1.183108,30.9892,1.04,-0.01,0.25,106.81,51.82,-69.27,1.0696728471827264,137.44824989791613,"1.04,-0.01,0.25,106.81,51.82,-69.27",pierre,normal_work,(normal) P motion_data.csv
31,2026-07-27T13:47:10.731,1.317093,133.9852,1.03,0.04,0.36,106.14,-0.49,-40.16,1.091833320612629,113.48464786040445,"1.03,0.04,0.36,106.14,-0.49,-40.16",pierre,normal_work,(normal) P motion_data.csv
32,2026-07-27T13:47:10.732,1.317722,0.6286,1.01,0.22,0.47,64.09,-25.21,-11.78,1.1355175031676086,69.87016960048115,"1.01,0.22,0.47,64.09,-25.21,-11.78",pierre,normal_work,(normal) P motion_data.csv
33,2026-07-27T13:47:10.732,1.318355,0.6335,1.12,0.23,0.4,8.12,-8.06,-10.99,1.2113215923114722,15.864365729520989,"1.12,0.23,0.40,8.12,-8.06,-10.99",pierre,normal_work,(normal) P motion_data.csv
34,2026-07-27T13:47:10.792,1.377816,59.461,1.14,0.09,0.3,-40.83,3.72,-23.8,1.1822436297142818,47.40640568530797,"1.14,0.09,0.30,-40.83,3.72,-23.80",pierre,normal_work,(normal) P motion_data.csv
35,2026-07-27T13:47:10.792,1.378426,0.6102,0.99,-0.07,0.33,-73.97,1.59,-41.75,1.0458967444255671,84.95381980817578,"0.99,-0.07,0.33,-73.97,1.59,-41.75",pierre,normal_work,(normal) P motion_data.csv
36,2026-07-27T13:47:10.914,1.500274,121.8478,0.85,-0.18,0.35,-110.53,-1.22,-70.98,0.9366963221877194,131.3641111567387,"0.85,-0.18,0.35,-110.53,-1.22,-70.98",pierre,normal_work,(normal) P motion_data.csv
37,2026-07-27T13:47:10.915,1.501358,1.0844,0.8,-0.17,0.41,-156.43,-7.75,-103.03,0.9148770409186144,187.47156664411807,"0.80,-0.17,0.41,-156.43,-7.75,-103.03",pierre,normal_work,(normal) P motion_data.csv
38,2026-07-27T13:47:10.916,1.501902,0.543,0.86,-0.01,0.56,-173.22,-5.07,-132.32,1.0263040485158381,218.0354459715209,"0.86,-0.01,0.56,-173.22,-5.07,-132.32",pierre,normal_work,(normal) P motion_data.csv
39,2026-07-27T13:47:10.971,1.557347,55.4459,0.86,0.2,0.83,-166.38,18.74,-187.26,1.2118168178400561,251.19673485139094,"0.86,0.20,0.83,-166.38,18.74,-187.26",pierre,normal_work,(normal) P motion_data.csv
40,2026-07-27T13:47:11.091,1.6775,120.1525,0.76,0.52,0.9,-229.0,42.97,-330.75,1.2876334882255898,404.5775369444033,"0.76,0.52,0.90,-229.00,42.97,-330.75",pierre,normal_work,(normal) P motion_data.csv
41,2026-07-27T13:47:11.092,1.677806,0.3057,0.57,0.78,0.62,-333.86,59.27,-469.12,1.1479111463872107,578.8341791048625,"0.57,0.78,0.62,-333.86,59.27,-469.12",pierre,normal_work,(normal) P motion_data.csv
42,2026-07-27T13:47:11.092,1.678037,0.2315,0.24,0.69,0.56,-333.74,64.45,-455.99,0.9204890004774636,568.7381385136748,"0.24,0.69,0.56,-333.74,64.45,-455.99",pierre,normal_work,(normal) P motion_data.csv
43,2026-07-27T13:47:11.212,1.798021,119.9841,0.14,0.31,0.74,-294.19,48.58,-343.99,0.8144323176298937,455.23278946051323,"0.14,0.31,0.74,-294.19,48.58,-343.99",pierre,normal_work,(normal) P motion_data.csv
44,2026-07-27T13:47:11.212,1.798576,0.5543,0.34,-0.08,0.9,-267.4,39.67,-198.24,0.9654014708917736,335.2246507940608,"0.34,-0.08,0.90,-267.40,39.67,-198.24",pierre,normal_work,(normal) P motion_data.csv
45,2026-07-27T13:47:11.213,1.799222,0.6462,0.4,-0.2,0.95,-159.73,27.71,-88.68,1.05,184.78544152611155,"0.40,-0.20,0.95,-159.73,27.71,-88.68",pierre,normal_work,(normal) P motion_data.csv
46,2026-07-27T13:47:11.271,1.857641,58.4195,0.33,-0.06,0.96,-61.34,-31.37,-79.47,1.0169070754006975,105.17677215050858,"0.33,-0.06,0.96,-61.34,-31.37,-79.47",pierre,normal_work,(normal) P motion_data.csv
47,2026-07-27T13:47:11.272,1.857978,0.3371,0.35,0.07,0.99,-60.97,-90.33,-104.25,1.0523782589924593,150.81416478567257,"0.35,0.07,0.99,-60.97,-90.33,-104.25",pierre,normal_work,(normal) P motion_data.csv
48,2026-07-27T13:47:11.332,1.917734,59.7554,0.43,0.05,0.98,-89.48,-82.52,-116.58,1.071354283138869,168.54411054676459,"0.43,0.05,0.98,-89.48,-82.52,-116.58",pierre,normal_work,(normal) P motion_data.csv
49,2026-07-27T13:47:11.392,1.978201,60.4668,0.45,0.05,0.89,-111.69,-36.99,-130.19,0.9985489472229191,175.47749798763374,"0.45,0.05,0.89,-111.69,-36.99,-130.19",pierre,normal_work,(normal) P motion_data.csv
50,2026-07-27T13:47:11.392,1.978588,0.3872,0.45,0.16,0.75,-113.28,-11.11,-129.21,0.8891569040388766,172.19469968614018,"0.45,0.16,0.75,-113.28,-11.11,-129.21",pierre,normal_work,(normal) P motion_data.csv
51,2026-07-27T13:47:11.451,2.037494,58.9066,0.49,-0.02,0.69,-59.51,-26.92,-83.19,0.8465222974027323,105.7672094743924,"0.49,-0.02,0.69,-59.51,-26.92,-83.19",pierre,normal_work,(normal) P motion_data.csv
52,2026-07-27T13:47:11.512,2.098022,60.5272,0.52,-0.21,0.67,63.05,-15.32,5.62,0.8737276463521113,65.12748498138093,"0.52,-0.21,0.67,63.05,-15.32,5.62",pierre,normal_work,(normal) P motion_data.csv
53,2026-07-27T13:47:11.512,2.09851,0.4886,0.38,-0.04,0.75,234.13,110.11,143.13,0.8417244204607587,295.68102052718905,"0.38,-0.04,0.75,234.13,110.11,143.13",pierre,normal_work,(normal) P motion_data.csv
54,2026-07-27T13:47:11.751,2.336943,238.4325,0.0,0.19,1.0,369.2,198.3,250.79,1.0178899744078433,488.3924181434433,"0.00,0.19,1.00,369.20,198.30,250.79",pierre,normal_work,(normal) P motion_data.csv
55,2026-07-27T13:47:11.751,2.33728,0.3372,-0.21,0.46,1.28,318.18,91.49,198.55,1.376263056250512,386.0453794568717,"-0.21,0.46,1.28,318.18,91.49,198.55",pierre,normal_work,(normal) P motion_data.csv
56,2026-07-27T13:47:11.751,2.33765,0.3704,-0.05,0.62,1.32,119.93,-68.12,57.07,1.459212116177768,149.26662118504592,"-0.05,0.62,1.32,119.93,-68.12,57.07",pierre,normal_work,(normal) P motion_data.csv
57,2026-07-27T13:47:11.752,2.338586,0.9358,-0.01,0.52,0.93,-20.26,-166.08,-1.77,1.065551500397799,167.32055133784374,"-0.01,0.52,0.93,-20.26,-166.08,-1.77",pierre,normal_work,(normal) P motion_data.csv
58,2026-07-27T13:47:11.753,2.339047,0.4605,0.13,0.22,0.39,-12.15,-350.1,89.54,0.4662617290749907,361.57301351179404,"0.13,0.22,0.39,-12.15,-350.10,89.54",pierre,normal_work,(normal) P motion_data.csv
59,2026-07-27T13:47:11.754,2.339821,0.7749,0.49,-0.04,0.0,137.82,-673.4,183.35,0.49162994213127414,711.3923916517522,"0.49,-0.04,0.00,137.82,-673.40,183.35",pierre,normal_work,(normal) P motion_data.csv
60,2026-07-27T13:47:11.811,2.397217,57.3953,0.56,-0.12,-0.56,306.03,-955.69,137.63,0.8009993757800316,1012.886841606702,"0.56,-0.12,-0.56,306.03,-955.69,137.63",pierre,normal_work,(normal) P motion_data.csv
61,2026-07-27T13:47:11.932,2.51823,121.0131,0.41,-0.11,-1.2,331.42,-861.82,106.45,1.2728707711311467,929.4646476870437,"0.41,-0.11,-1.20,331.42,-861.82,106.45",pierre,normal_work,(normal) P motion_data.csv
62,2026-07-27T13:47:11.933,2.518815,0.5847,0.56,0.08,-1.41,361.69,-274.17,150.21,1.5192432326655267,478.0710084286643,"0.56,0.08,-1.41,361.69,-274.17,150.21",pierre,normal_work,(normal) P motion_data.csv
63,2026-07-27T13:47:11.933,2.519344,0.5296,0.99,0.06,-1.09,313.35,140.14,1.04,1.4737028194313806,343.2615965994449,"0.99,0.06,-1.09,313.35,140.14,1.04",pierre,normal_work,(normal) P motion_data.csv
64,2026-07-27T13:47:12.111,2.697324,177.9797,1.17,-0.35,-0.63,100.77,1.4,48.28,1.3741542853697324,111.74753375354643,"1.17,-0.35,-0.63,100.77,1.40,48.28",pierre,normal_work,(normal) P motion_data.csv
65,2026-07-27T13:47:12.112,2.697961,0.6367,0.98,-0.59,-0.5,-16.24,-4.88,106.26,1.248398974687179,107.60455194832606,"0.98,-0.59,-0.50,-16.24,-4.88,106.26",pierre,normal_work,(normal) P motion_data.csv
66,2026-07-27T13:47:12.112,2.698412,0.4511,0.72,-0.65,-0.58,-29.42,14.71,53.53,1.13017697729161,62.82818953304321,"0.72,-0.65,-0.58,-29.42,14.71,53.53",pierre,normal_work,(normal) P motion_data.csv
67,2026-07-27T13:47:12.113,2.699019,0.6069,0.72,-0.65,-0.58,-29.42,14.71,53.53,1.13017697729161,62.82818953304321,"0.72,-0.65,-0.58,-29.42,14.71,53.53",pierre,normal_work,(normal) P motion_data.csv
68,2026-07-27T13:47:12.113,2.699479,0.4604,0.52,-0.65,-0.5,3.66,-3.97,-138.67,0.9710303805751909,138.7750892631671,"0.52,-0.65,-0.50,3.66,-3.97,-138.67",pierre,normal_work,(normal) P motion_data.csv
69,2026-07-27T13:47:12.171,2.756885,57.4057,0.41,-0.71,-0.5,29.54,-2.81,-139.22,0.9603124491539199,142.34716751660358,"0.41,-0.71,-0.50,29.54,-2.81,-139.22",pierre,normal_work,(normal) P motion_data.csv
70,2026-07-27T13:47:12.292,2.87799,121.1053,0.31,-0.74,-0.53,41.69,23.62,-88.38,0.9615612304996495,100.53350138138032,"0.31,-0.74,-0.53,41.69,23.62,-88.38",pierre,normal_work,(normal) P motion_data.csv
71,2026-07-27T13:47:12.292,2.878355,0.3651,0.38,-0.76,-0.56,30.88,55.42,-39.61,1.0176443386566842,74.79239867794053,"0.38,-0.76,-0.56,30.88,55.42,-39.61",pierre,normal_work,(normal) P motion_data.csv
72,2026-07-27T13:47:12.293,2.878886,0.5308,0.49,-0.79,-0.57,7.14,59.69,-14.53,1.0904586191139947,61.84655689688796,"0.49,-0.79,-0.57,7.14,59.69,-14.53",pierre,normal_work,(normal) P motion_data.csv
73,2026-07-27T13:47:12.351,2.93738,58.4946,0.51,-0.45,-0.6,-11.29,33.39,0.67,0.9069729874698584,35.25344096680493,"0.51,-0.45,-0.60,-11.29,33.39,0.67",pierre,normal_work,(normal) P motion_data.csv
74,2026-07-27T13:47:12.352,2.937752,0.3714,1.06,-0.31,-0.85,1.34,17.27,27.1,1.393628357920432,32.162998927338855,"1.06,-0.31,-0.85,1.34,17.27,27.10",pierre,normal_work,(normal) P motion_data.csv
75,2026-07-27T13:47:12.411,2.997427,59.6755,1.53,-0.42,-0.87,25.33,39.31,50.17,1.8094750620000266,68.58508511331017,"1.53,-0.42,-0.87,25.33,39.31,50.17",pierre,normal_work,(normal) P motion_data.csv
76,2026-07-27T13:47:12.471,3.056908,59.4806,1.39,-0.51,-0.44,8.79,67.99,51.88,1.5446035089951078,85.97347614235451,"1.39,-0.51,-0.44,8.79,67.99,51.88",pierre,normal_work,(normal) P motion_data.csv
77,2026-07-27T13:47:12.472,3.05774,0.8318,1.1,-0.53,-0.13,3.48,57.74,51.03,1.2279250791477467,77.13675453375,"1.10,-0.53,-0.13,3.48,57.74,51.03",pierre,normal_work,(normal) P motion_data.csv
78,2026-07-27T13:47:12.531,3.116892,59.152,0.54,-0.45,-0.16,67.08,15.26,48.71,0.7209022125087424,84.29269304038162,"0.54,-0.45,-0.16,67.08,15.26,48.71",pierre,normal_work,(normal) P motion_data.csv
79,2026-07-27T13:47:12.591,3.177167,60.2751,0.03,-0.36,-0.32,164.67,-8.36,35.46,0.48259714048054614,168.65203852903764,"0.03,-0.36,-0.32,164.67,-8.36,35.46",pierre,normal_work,(normal) P motion_data.csv
80,2026-07-27T13:47:12.593,3.179657,2.4898,-0.02,-0.42,-0.35,172.61,-1.16,42.18,0.5470831746635971,177.69274070709812,"-0.02,-0.42,-0.35,172.61,-1.16,42.18",pierre,normal_work,(normal) P motion_data.csv
81,2026-07-27T13:47:12.651,3.236896,57.2394,0.25,-0.65,-0.16,69.58,18.07,81.05,0.7145628033979938,108.33745335755313,"0.25,-0.65,-0.16,69.58,18.07,81.05",pierre,normal_work,(normal) P motion_data.csv
82,2026-07-27T13:47:12.771,3.357264,120.368,0.51,-0.92,0.03,-2.01,20.39,111.69,1.0523307464861036,113.5537242894305,"0.51,-0.92,0.03,-2.01,20.39,111.69",pierre,normal_work,(normal) P motion_data.csv
83,2026-07-27T13:47:12.771,3.357677,0.4131,0.67,-1.19,0.04,-8.54,1.16,118.1,1.366235704408284,118.41404984206899,"0.67,-1.19,0.04,-8.54,1.16,118.10",pierre,normal_work,(normal) P motion_data.csv
84,2026-07-27T13:47:12.772,3.357954,0.2766,0.79,-1.24,-0.03,-3.17,-1.59,106.63,1.4705781176122539,106.68895866021,"0.79,-1.24,-0.03,-3.17,-1.59,106.63",pierre,normal_work,(normal) P motion_data.csv
85,2026-07-27T13:47:12.832,3.418439,60.485,0.74,-0.92,-0.06,-3.72,24.11,74.1,1.182201336490532,78.01243811085511,"0.74,-0.92,-0.06,-3.72,24.11,74.10",pierre,normal_work,(normal) P motion_data.csv
86,2026-07-27T13:47:12.833,3.418951,0.5125,0.48,-0.62,-0.09,-17.15,70.07,34.42,0.7892401408950257,79.9291173478101,"0.48,-0.62,-0.09,-17.15,70.07,34.42",pierre,normal_work,(normal) P motion_data.csv
87,2026-07-27T13:47:12.891,3.476888,57.9364,0.29,-0.55,-0.12,-44.62,114.44,13.73,0.6332456079595026,123.59599872164146,"0.29,-0.55,-0.12,-44.62,114.44,13.73",pierre,normal_work,(normal) P motion_data.csv
88,2026-07-27T13:47:13.011,3.596804,119.9161,0.27,-0.62,-0.14,-60.49,129.21,5.43,0.6905794668247819,142.77166770756727,"0.27,-0.62,-0.14,-60.49,129.21,5.43",pierre,normal_work,(normal) P motion_data.csv
89,2026-07-27T13:47:13.011,3.597061,0.2569,0.36,-0.75,-0.11,-50.54,112.49,-9.03,0.8391662528962899,123.65206265970657,"0.36,-0.75,-0.11,-50.54,112.49,-9.03",pierre,normal_work,(normal) P motion_data.csv
90,2026-07-27T13:47:13.011,3.59756,0.4991,0.57,-0.83,0.06,-28.08,103.21,-29.72,1.0086624807139402,111.01382301317254,"0.57,-0.83,0.06,-28.08,103.21,-29.72",pierre,normal_work,(normal) P motion_data.csv
91,2026-07-27T13:47:13.131,3.716989,119.4289,0.93,-0.87,0.17,-17.76,126.83,-42.36,1.2847957036042734,134.89120097322876,"0.93,-0.87,0.17,-17.76,126.83,-42.36",pierre,normal_work,(normal) P motion_data.csv
92,2026-07-27T13:47:13.131,3.717293,0.3048,1.22,-0.87,0.09,-50.84,160.83,-42.48,1.5011329055083698,173.94121104557138,"1.22,-0.87,0.09,-50.84,160.83,-42.48",pierre,normal_work,(normal) P motion_data.csv
93,2026-07-27T13:47:13.132,3.717959,0.6657,1.12,-0.82,0.11,-132.93,193.05,-34.79,1.3924438947404667,236.95786861803094,"1.12,-0.82,0.11,-132.93,193.05,-34.79",pierre,normal_work,(normal) P motion_data.csv
94,2026-07-27T13:47:13.191,3.777172,59.2133,0.81,-0.78,0.27,-158.39,196.47,-21.18,1.156460116043783,253.25174313319147,"0.81,-0.78,0.27,-158.39,196.47,-21.18",pierre,normal_work,(normal) P motion_data.csv
95,2026-07-27T13:47:13.192,3.777851,0.6788,0.56,-0.73,0.33,-94.24,163.09,-9.09,0.9774456506629922,188.5793037424839,"0.56,-0.73,0.33,-94.24,163.09,-9.09",pierre,normal_work,(normal) P motion_data.csv
96,2026-07-27T13:47:13.251,3.837351,59.4998,0.48,-0.65,0.24,-47.91,141.24,-4.76,0.8429116205154606,149.22051903139862,"0.48,-0.65,0.24,-47.91,141.24,-4.76",pierre,normal_work,(normal) P motion_data.csv
97,2026-07-27T13:47:13.311,3.897034,59.6825,0.58,-0.57,0.2,-58.65,151.37,-5.68,0.8374365647617735,162.4344846391923,"0.58,-0.57,0.20,-58.65,151.37,-5.68",pierre,normal_work,(normal) P motion_data.csv
98,2026-07-27T13:47:13.312,3.89788,0.8467,0.74,-0.59,0.2,-93.08,175.96,-6.16,0.9673158739522473,199.15760994749863,"0.74,-0.59,0.20,-93.08,175.96,-6.16",pierre,normal_work,(normal) P motion_data.csv
99,2026-07-27T13:47:13.430,4.016455,118.5743,0.83,-0.63,0.12,-112.06,186.89,1.1,1.0489041900955491,217.9140328202844,"0.83,-0.63,0.12,-112.06,186.89,1.10",pierre,normal_work,(normal) P motion_data.csv
100,2026-07-27T13:47:13.431,4.016723,0.2684,0.78,-0.68,0.03,-103.76,173.28,11.47,1.0352294431670692,202.2959636275524,"0.78,-0.68,0.03,-103.76,173.28,11.47",pierre,normal_work,(normal) P motion_data.csv
101,2026-07-27T13:47:13.431,4.017397,0.6746,0.68,-0.72,0.07,-87.65,156.01,12.63,0.9928242543370907,179.39107976708317,"0.68,-0.72,0.07,-87.65,156.01,12.63",pierre,normal_work,(normal) P motion_data.csv
102,2026-07-27T13:47:13.611,4.197443,180.0451,0.68,-0.68,0.19,-72.39,142.7,9.58,0.9802550688468794,160.29778070828053,"0.68,-0.68,0.19,-72.39,142.70,9.58",pierre,normal_work,(normal) P motion_data.csv
103,2026-07-27T13:47:13.612,4.197825,0.382,0.85,-0.54,0.22,-41.63,118.1,12.15,1.0307764064044151,125.81052976599375,"0.85,-0.54,0.22,-41.63,118.10,12.15",pierre,normal_work,(normal) P motion_data.csv
104,2026-07-27T13:47:13.612,4.198384,0.5591,1.0,-0.47,0.09,-23.56,103.09,13.92,1.1086027241532468,106.66015235316327,"1.00,-0.47,0.09,-23.56,103.09,13.92",pierre,normal_work,(normal) P motion_data.csv
105,2026-07-27T13:47:13.613,4.198736,0.3519,1.02,-0.59,-0.11,-36.74,108.34,6.96,1.183469475736489,114.61162593733675,"1.02,-0.59,-0.11,-36.74,108.34,6.96",pierre,normal_work,(normal) P motion_data.csv
106,2026-07-27T13:47:13.671,4.257542,58.8063,0.95,-0.73,-0.31,-42.11,94.24,-3.54,1.2375378782081783,103.28098227650625,"0.95,-0.73,-0.31,-42.11,94.24,-3.54",pierre,normal_work,(normal) P motion_data.csv
107,2026-07-27T13:47:14.065,4.650875,393.3327,0.91,-0.69,-0.38,-59.39,55.73,-14.83,1.2035779991342481,82.78244922687416,"0.91,-0.69,-0.38,-59.39,55.73,-14.83",pierre,normal_work,(normal) P motion_data.csv
108,2026-07-27T13:47:14.070,4.656076,5.201,0.97,-0.68,-0.21,-108.52,4.52,-38.94,1.2030793822520607,115.38346675325715,"0.97,-0.68,-0.21,-108.52,4.52,-38.94",pierre,normal_work,(normal) P motion_data.csv
109,2026-07-27T13:47:14.072,4.658312,2.2368,1.03,-1.03,0.15,-131.96,-48.58,-85.21,1.4643428560279181,164.4208079897432,"1.03,-1.03,0.15,-131.96,-48.58,-85.21",pierre,normal_work,(normal) P motion_data.csv
110,2026-07-27T13:47:14.073,4.658969,0.6568,0.91,-1.26,0.29,-143.86,-25.33,-125.31,1.5810755832660246,192.45753973279406,"0.91,-1.26,0.29,-143.86,-25.33,-125.31",pierre,normal_work,(normal) P motion_data.csv
111,2026-07-27T13:47:14.073,4.659259,0.2898,0.87,-0.93,0.15,-148.01,58.23,-136.9,1.2823026163897506,209.8554335727336,"0.87,-0.93,0.15,-148.01,58.23,-136.90",pierre,normal_work,(normal) P motion_data.csv
112,2026-07-27T13:47:14.074,4.659723,0.4638,0.9,-0.62,0.05,-80.14,46.63,-133.97,1.0940292500660118,162.92555784774837,"0.90,-0.62,0.05,-80.14,46.63,-133.97",pierre,normal_work,(normal) P motion_data.csv
113,2026-07-27T13:47:14.074,4.660346,0.6228,0.65,-0.68,0.03,19.04,-73.18,-127.08,0.9411694852681955,147.8754895173639,"0.65,-0.68,0.03,19.04,-73.18,-127.08",pierre,normal_work,(normal) P motion_data.csv
114,2026-07-27T13:47:14.074,4.660657,0.3116,0.28,-0.69,0.0,64.94,-152.89,-113.65,0.7446475676452585,201.26817483149193,"0.28,-0.69,0.00,64.94,-152.89,-113.65",pierre,normal_work,(normal) P motion_data.csv
115,2026-07-27T13:47:14.075,4.660998,0.3404,0.2,-0.55,-0.05,56.88,-129.15,-85.45,0.5873670062235365,164.97502659493648,"0.20,-0.55,-0.05,56.88,-129.15,-85.45",pierre,normal_work,(normal) P motion_data.csv
116,2026-07-27T13:47:14.076,4.662225,1.2274,0.31,-0.46,-0.11,47.49,-68.54,-40.1,0.5655086206239477,92.52589745579343,"0.31,-0.46,-0.11,47.49,-68.54,-40.10",pierre,normal_work,(normal) P motion_data.csv
