packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload,worker,work_state,source_file
1,2026-07-27T13:54:26.433,0.038939,,-0.28,0.26,1.02,-69.15,17.21,-10.44,1.0892199043352082,72.02013746168498,"-0.28,0.26,1.02,-69.15,17.21,-10.44",pierre,near_miss,(near miss) P.csv
2,2026-07-27T13:54:26.462,0.067637,28.6977,-0.47,0.09,0.96,-78.98,1.22,-9.09,1.07266024443903,79.51073449541263,"-0.47,0.09,0.96,-78.98,1.22,-9.09",pierre,near_miss,(near miss) P.csv
3,2026-07-27T13:54:26.492,0.097787,30.1501,-0.36,0.07,0.93,-77.09,-16.91,3.17,0.999699954986495,78.98648681894898,"-0.36,0.07,0.93,-77.09,-16.91,3.17",pierre,near_miss,(near miss) P.csv
4,2026-07-27T13:54:26.552,0.157728,59.9409,-0.16,0.13,0.93,-70.68,-8.36,20.02,0.9525754563287887,73.93478477685589,"-0.16,0.13,0.93,-70.68,-8.36,20.02",pierre,near_miss,(near miss) P.csv
5,2026-07-27T13:54:26.582,0.187411,29.6838,-0.22,0.04,0.93,-66.53,16.24,32.47,0.9565040512198577,75.79102453457138,"-0.22,0.04,0.93,-66.53,16.24,32.47",pierre,near_miss,(near miss) P.csv
6,2026-07-27T13:54:26.627,0.232411,44.9991,-0.31,-0.02,0.95,-58.84,34.97,31.74,0.999499874937461,75.44848639966213,"-0.31,-0.02,0.95,-58.84,34.97,31.74",pierre,near_miss,(near miss) P.csv
7,2026-07-27T13:54:26.673,0.278611,46.2007,-0.36,-0.02,0.96,-23.62,39.0,18.37,1.0254754994635416,49.15649804451086,"-0.36,-0.02,0.96,-23.62,39.00,18.37",pierre,near_miss,(near miss) P.csv
8,2026-07-27T13:54:26.702,0.307808,29.1967,-0.35,0.03,0.96,40.83,25.88,-7.26,1.0222524150130436,48.88323741324832,"-0.35,0.03,0.96,40.83,25.88,-7.26",pierre,near_miss,(near miss) P.csv
9,2026-07-27T13:54:26.732,0.337806,29.9978,-0.32,0.11,0.95,91.92,1.46,-42.6,1.0084641788382966,101.32214960214772,"-0.32,0.11,0.95,91.92,1.46,-42.60",pierre,near_miss,(near miss) P.csv
10,2026-07-27T13:54:26.777,0.382679,44.8735,-0.26,0.13,0.9,99.0,-21.97,-55.48,0.9457801012920498,115.59286872467523,"-0.26,0.13,0.90,99.00,-21.97,-55.48",pierre,near_miss,(near miss) P.csv
11,2026-07-27T13:54:26.822,0.428161,45.4822,-0.19,0.09,0.81,61.4,-23.99,-47.91,0.8368392916205597,81.49139954620978,"-0.19,0.09,0.81,61.40,-23.99,-47.91",pierre,near_miss,(near miss) P.csv
12,2026-07-27T13:54:26.852,0.457928,29.7669,-0.22,0.07,0.8,10.07,0.12,-46.75,0.8326463835266446,47.82239851784935,"-0.22,0.07,0.80,10.07,0.12,-46.75",pierre,near_miss,(near miss) P.csv
13,2026-07-27T13:54:26.912,0.517678,59.7496,-0.36,0.11,0.89,-11.72,20.02,-37.72,0.9663332758422427,44.28269639486737,"-0.36,0.11,0.89,-11.72,20.02,-37.72",pierre,near_miss,(near miss) P.csv
14,2026-07-27T13:54:26.973,0.578622,60.9441,-0.47,0.17,1.0,-8.06,15.56,-24.84,1.1179445424527998,30.399059195968547,"-0.47,0.17,1.00,-8.06,15.56,-24.84",pierre,near_miss,(near miss) P.csv
15,2026-07-27T13:54:26.974,0.579701,1.0789,-0.44,0.14,1.01,-0.24,0.85,-28.02,1.1105404089901456,28.0339169578566,"-0.44,0.14,1.01,-0.24,0.85,-28.02",pierre,near_miss,(near miss) P.csv
16,2026-07-27T13:54:27.032,0.637955,58.254,-0.33,0.1,0.93,12.51,13.06,-36.01,0.9918669265581952,40.2962008134762,"-0.33,0.10,0.93,12.51,13.06,-36.01",pierre,near_miss,(near miss) P.csv
17,2026-07-27T13:54:27.062,0.667736,29.7812,-0.33,0.13,0.89,28.99,55.85,-24.35,0.9580709785814411,67.47269892334232,"-0.33,0.13,0.89,28.99,55.85,-24.35",pierre,near_miss,(near miss) P.csv
18,2026-07-27T13:54:27.122,0.727809,60.0725,-0.42,0.13,0.9,38.7,73.67,-1.4,1.0016486409914407,83.22811363956292,"-0.42,0.13,0.90,38.70,73.67,-1.40",pierre,near_miss,(near miss) P.csv
19,2026-07-27T13:54:27.137,0.74265,14.8417,-0.41,0.15,0.92,42.79,43.33,18.98,1.0183319694480772,63.78646721680077,"-0.41,0.15,0.92,42.79,43.33,18.98",pierre,near_miss,(near miss) P.csv
20,2026-07-27T13:54:27.183,0.788183,45.5327,-0.35,0.25,0.91,51.45,7.14,44.07,1.0065286881157438,68.1193584820057,"-0.35,0.25,0.91,51.45,7.14,44.07",pierre,near_miss,(near miss) P.csv
21,2026-07-27T13:54:27.212,0.817533,29.3502,-0.34,0.35,0.89,63.05,-9.4,62.26,1.0149876846543509,89.10650986319686,"-0.34,0.35,0.89,63.05,-9.40,62.26",pierre,near_miss,(near miss) P.csv
22,2026-07-27T13:54:27.273,0.879171,61.638,-0.34,0.39,0.87,54.2,-19.47,68.66,1.0122252713699653,89.61538093430167,"-0.34,0.39,0.87,54.20,-19.47,68.66",pierre,near_miss,(near miss) P.csv
23,2026-07-27T13:54:27.317,0.922938,43.767,-0.33,0.44,0.92,42.11,-24.72,93.57,1.0718675291284834,105.54466068920776,"-0.33,0.44,0.92,42.11,-24.72,93.57",pierre,near_miss,(near miss) P.csv
24,2026-07-27T13:54:27.332,0.937681,14.7432,-0.42,0.48,0.99,47.91,-34.48,146.48,1.1776671855834313,157.92602350467766,"-0.42,0.48,0.99,47.91,-34.48,146.48",pierre,near_miss,(near miss) P.csv
25,2026-07-27T13:54:27.392,0.997569,59.8878,-0.51,0.5,1.0,35.03,-71.17,163.64,1.2288612614937457,181.85246602672177,"-0.51,0.50,1.00,35.03,-71.17,163.64",pierre,near_miss,(near miss) P.csv
26,2026-07-27T13:54:27.422,1.027696,30.1268,-0.43,0.47,1.02,0.06,-115.42,108.95,1.202580558632144,158.71950888280873,"-0.43,0.47,1.02,0.06,-115.42,108.95",pierre,near_miss,(near miss) P.csv
27,2026-07-27T13:54:27.453,1.058641,30.9447,-0.21,0.41,1.06,-38.27,-162.78,19.65,1.1557681428383464,168.36877323304344,"-0.21,0.41,1.06,-38.27,-162.78,19.65",pierre,near_miss,(near miss) P.csv
28,2026-07-27T13:54:27.497,1.102906,44.265,0.09,0.32,0.97,-69.76,-227.84,-45.78,1.025377979088687,242.63827315574105,"0.09,0.32,0.97,-69.76,-227.84,-45.78",pierre,near_miss,(near miss) P.csv
29,2026-07-27T13:54:27.557,1.162925,60.019,0.37,0.22,0.81,-76.29,-246.77,-51.57,0.9172785836374903,263.3914613270522,"0.37,0.22,0.81,-76.29,-246.77,-51.57",pierre,near_miss,(near miss) P.csv
30,2026-07-27T13:54:27.573,1.178567,15.6422,0.55,0.15,0.73,-57.01,-175.29,-15.56,0.9262289133902051,184.98334465567433,"0.55,0.15,0.73,-57.01,-175.29,-15.56",pierre,near_miss,(near miss) P.csv
31,2026-07-27T13:54:27.617,1.222498,43.9313,0.59,0.1,0.63,-21.67,-81.79,35.52,0.8689073598491384,91.76526249077045,"0.59,0.10,0.63,-21.67,-81.79,35.52",pierre,near_miss,(near miss) P.csv
32,2026-07-27T13:54:27.662,1.267583,45.0849,0.5,0.1,0.5,29.72,-8.73,83.8,0.714142842854285,89.34165489848506,"0.50,0.10,0.50,29.72,-8.73,83.80",pierre,near_miss,(near miss) P.csv
33,2026-07-27T13:54:27.723,1.328306,60.7232,0.37,0.17,0.43,76.17,45.41,104.06,0.5921992907797172,136.72022747201672,"0.37,0.17,0.43,76.17,45.41,104.06",pierre,near_miss,(near miss) P.csv
34,2026-07-27T13:54:27.842,1.448016,119.7092,0.3,0.29,0.43,92.04,52.12,89.72,0.5991660871578097,138.6994390760107,"0.30,0.29,0.43,92.04,52.12,89.72",pierre,near_miss,(near miss) P.csv
35,2026-07-27T13:54:27.843,1.448402,0.3867,0.31,0.4,0.43,88.2,12.82,58.72,0.6640783086353597,106.73158295462501,"0.31,0.40,0.43,88.20,12.82,58.72",pierre,near_miss,(near miss) P.csv
36,2026-07-27T13:54:27.843,1.448539,0.1368,0.38,0.5,0.42,82.34,-34.85,17.03,0.7555130707009641,91.0187837756581,"0.38,0.50,0.42,82.34,-34.85,17.03",pierre,near_miss,(near miss) P.csv
37,2026-07-27T13:54:27.903,1.508604,60.0653,0.48,0.59,0.38,78.92,-76.72,-28.99,0.8502352615599991,113.81891275179181,"0.48,0.59,0.38,78.92,-76.72,-28.99",pierre,near_miss,(near miss) P.csv
38,2026-07-27T13:54:27.904,1.509481,0.8766,0.59,0.67,0.33,79.1,-113.28,-66.65,0.9517877914745493,153.39944882560695,"0.59,0.67,0.33,79.10,-113.28,-66.65",pierre,near_miss,(near miss) P.csv
39,2026-07-27T13:54:27.963,1.568475,58.994,0.69,0.78,0.29,85.02,-131.77,-96.62,1.0810180387024075,184.1932618202957,"0.69,0.78,0.29,85.02,-131.77,-96.62",pierre,near_miss,(near miss) P.csv
40,2026-07-27T13:54:28.145,1.750263,181.7882,0.76,0.94,0.32,99.49,-121.95,-115.11,1.250439922587247,194.98813989573827,"0.76,0.94,0.32,99.49,-121.95,-115.11",pierre,near_miss,(near miss) P.csv
41,2026-07-27T13:54:28.145,1.750645,0.3814,0.71,1.09,0.37,125.79,-67.08,-104.0,1.352442235365341,176.4620369937965,"0.71,1.09,0.37,125.79,-67.08,-104.00",pierre,near_miss,(near miss) P.csv
42,2026-07-27T13:54:28.145,1.750765,0.1204,0.51,1.22,0.4,153.2,49.56,-86.06,1.3814847085653899,182.57260802212363,"0.51,1.22,0.40,153.20,49.56,-86.06",pierre,near_miss,(near miss) P.csv
43,2026-07-27T13:54:28.145,1.751005,0.2403,0.35,1.28,0.46,166.32,163.15,-91.25,1.404457190518814,250.21356358119357,"0.35,1.28,0.46,166.32,163.15,-91.25",pierre,near_miss,(near miss) P.csv
44,2026-07-27T13:54:28.146,1.75132,0.3143,0.32,1.19,0.51,153.93,170.9,-91.43,1.333641631023867,247.50898933170083,"0.32,1.19,0.51,153.93,170.90,-91.43",pierre,near_miss,(near miss) P.csv
45,2026-07-27T13:54:28.322,1.927995,176.6754,0.29,1.05,0.5,112.79,78.31,-58.35,1.19858249611781,149.1937086475164,"0.29,1.05,0.50,112.79,78.31,-58.35",pierre,near_miss,(near miss) P.csv
46,2026-07-27T13:54:28.323,1.928526,0.5314,0.23,0.98,0.44,61.22,-11.84,-14.53,1.0985900054160331,64.02495529088638,"0.23,0.98,0.44,61.22,-11.84,-14.53",pierre,near_miss,(near miss) P.csv
47,2026-07-27T13:54:28.323,1.928683,0.1567,0.18,1.02,0.38,21.79,-34.36,4.7,1.1032678731840242,40.95734000151865,"0.18,1.02,0.38,21.79,-34.36,4.70",pierre,near_miss,(near miss) P.csv
48,2026-07-27T13:54:28.324,1.929346,0.663,0.17,1.06,0.34,0.31,-10.5,0.67,1.1260994627474077,10.525920387310556,"0.17,1.06,0.34,0.31,-10.50,0.67",pierre,near_miss,(near miss) P.csv
49,2026-07-27T13:54:28.384,1.990104,60.7577,0.17,1.03,0.31,-10.01,17.27,-4.88,1.0889903580840374,20.5491459676552,"0.17,1.03,0.31,-10.01,17.27,-4.88",pierre,near_miss,(near miss) P.csv
50,2026-07-27T13:54:28.386,1.991664,1.5607,0.17,0.98,0.27,-14.71,40.53,-5.07,1.030630874755846,43.41393670240007,"0.17,0.98,0.27,-14.71,40.53,-5.07",pierre,near_miss,(near miss) P.csv
51,2026-07-27T13:54:28.442,2.047532,55.8678,0.19,0.96,0.23,-14.47,71.96,-3.91,1.0052860289489753,73.5044937401789,"0.19,0.96,0.23,-14.47,71.96,-3.91",pierre,near_miss,(near miss) P.csv
52,2026-07-27T13:54:28.504,2.109233,61.7004,0.21,0.95,0.2,-10.8,105.41,-1.1,0.9932774033471213,105.96753323542073,"0.21,0.95,0.20,-10.80,105.41,-1.10",pierre,near_miss,(near miss) P.csv
53,2026-07-27T13:54:28.504,2.109359,0.1265,0.22,0.9,0.17,-7.63,122.19,6.65,0.9419660291114538,122.60846422657777,"0.22,0.90,0.17,-7.63,122.19,6.65",pierre,near_miss,(near miss) P.csv
54,2026-07-27T13:54:28.562,2.167966,58.6064,0.22,0.85,0.14,-5.68,122.07,18.92,0.8891006692158092,123.65805149685967,"0.22,0.85,0.14,-5.68,122.07,18.92",pierre,near_miss,(near miss) P.csv
55,2026-07-27T13:54:28.622,2.227404,59.4385,0.2,0.84,0.1,-1.83,122.8,30.64,0.8692525524840292,126.5780332443193,"0.20,0.84,0.10,-1.83,122.80,30.64",pierre,near_miss,(near miss) P.csv
56,2026-07-27T13:54:28.622,2.227727,0.323,0.18,0.9,0.08,6.47,133.79,35.58,0.9213034245024817,138.59134677172307,"0.18,0.90,0.08,6.47,133.79,35.58",pierre,near_miss,(near miss) P.csv
57,2026-07-27T13:54:28.682,2.287994,60.2667,0.15,0.95,0.12,15.2,141.6,33.2,0.9692264957170743,146.23214420913072,"0.15,0.95,0.12,15.20,141.60,33.20",pierre,near_miss,(near miss) P.csv
58,2026-07-27T13:54:28.862,2.467418,179.4244,0.16,0.96,0.16,16.17,124.88,28.44,0.9863062404750361,129.0942171439139,"0.16,0.96,0.16,16.17,124.88,28.44",pierre,near_miss,(near miss) P.csv
59,2026-07-27T13:54:28.862,2.467781,0.3628,0.21,0.94,0.16,7.75,82.95,25.82,0.9763708311906906,87.22062485444599,"0.21,0.94,0.16,7.75,82.95,25.82",pierre,near_miss,(near miss) P.csv
60,2026-07-27T13:54:28.862,2.468091,0.3099,0.26,0.92,0.12,-3.05,43.58,25.94,0.9635351576356723,50.80750436697319,"0.26,0.92,0.12,-3.05,43.58,25.94",pierre,near_miss,(near miss) P.csv
61,2026-07-27T13:54:28.863,2.468641,0.5503,0.29,0.9,0.08,-9.83,28.5,26.79,0.9489467845985885,40.330918660501645,"0.29,0.90,0.08,-9.83,28.50,26.79",pierre,near_miss,(near miss) P.csv
62,2026-07-27T13:54:28.864,2.469715,1.0736,0.31,0.87,0.04,-9.09,30.88,27.04,0.9244457799135654,42.040029733576546,"0.31,0.87,0.04,-9.09,30.88,27.04",pierre,near_miss,(near miss) P.csv
63,2026-07-27T13:54:28.982,2.587192,117.4767,0.3,0.84,0.03,1.59,36.25,28.87,0.8924684868386109,46.36882034298479,"0.30,0.84,0.03,1.59,36.25,28.87",pierre,near_miss,(near miss) P.csv
64,2026-07-27T13:54:28.982,2.587539,0.3479,0.29,0.85,0.04,19.53,38.88,33.33,0.8989994438263018,54.80843183306744,"0.29,0.85,0.04,19.53,38.88,33.33",pierre,near_miss,(near miss) P.csv
65,2026-07-27T13:54:28.982,2.587952,0.4126,0.3,0.93,0.04,39.49,39.61,36.68,0.9780081799248921,66.88672962553933,"0.30,0.93,0.04,39.49,39.61,36.68",pierre,near_miss,(near miss) P.csv
66,2026-07-27T13:54:29.042,2.647953,60.0012,0.29,1.07,0.08,59.33,42.42,37.29,1.1114854924829203,81.914891198121,"0.29,1.07,0.08,59.33,42.42,37.29",pierre,near_miss,(near miss) P.csv
67,2026-07-27T13:54:29.102,2.7077,59.7473,0.24,1.15,0.19,74.65,46.51,39.12,1.1900420160649792,96.26098378886432,"0.24,1.15,0.19,74.65,46.51,39.12",pierre,near_miss,(near miss) P.csv
68,2026-07-27T13:54:29.103,2.7082,0.4998,0.17,1.1,0.34,71.47,42.97,41.44,1.1638298844762494,93.1217235665234,"0.17,1.10,0.34,71.47,42.97,41.44",pierre,near_miss,(near miss) P.csv
69,2026-07-27T13:54:29.342,2.947341,239.1408,0.15,1.04,0.38,-18.19,11.11,7.69,1.1173629669896887,22.659309345167607,"0.15,1.04,0.38,-18.19,11.11,7.69",pierre,near_miss,(near miss) P.csv
70,2026-07-27T13:54:29.342,2.947698,0.3566,0.21,1.12,0.3,-75.01,0.55,-31.43,1.1783462988442746,81.33048321508979,"0.21,1.12,0.30,-75.01,0.55,-31.43",pierre,near_miss,(near miss) P.csv
71,2026-07-27T13:54:29.343,2.948466,0.7683,0.34,1.27,0.2,-120.73,-23.44,-61.95,1.3298496155580901,137.70609645182745,"0.34,1.27,0.20,-120.73,-23.44,-61.95",pierre,near_miss,(near miss) P.csv
72,2026-07-27T13:54:29.344,2.949252,0.786,0.45,1.32,0.13,-153.93,-68.05,-65.86,1.4006427096158391,180.7284897297601,"0.45,1.32,0.13,-153.93,-68.05,-65.86",pierre,near_miss,(near miss) P.csv
73,2026-07-27T13:54:29.344,2.950009,0.7575,0.48,1.22,0.03,-168.58,-105.41,-51.27,1.3113733259449805,205.32680633565604,"0.48,1.22,0.03,-168.58,-105.41,-51.27",pierre,near_miss,(near miss) P.csv
74,2026-07-27T13:54:29.345,2.950799,0.7897,0.44,1.05,-0.07,-158.02,-111.45,-39.79,1.1406138698087096,197.42002684631566,"0.44,1.05,-0.07,-158.02,-111.45,-39.79",pierre,near_miss,(near miss) P.csv
75,2026-07-27T13:54:29.405,3.010443,59.6443,0.39,0.89,-0.08,-133.0,-106.87,-40.53,0.9749871794028884,175.36498453226062,"0.39,0.89,-0.08,-133.00,-106.87,-40.53",pierre,near_miss,(near miss) P.csv
76,2026-07-27T13:54:29.462,3.067668,57.2243,0.37,0.81,0.04,-118.59,-139.04,-44.86,0.8914033879226622,188.1704793531653,"0.37,0.81,0.04,-118.59,-139.04,-44.86",pierre,near_miss,(near miss) P.csv
77,2026-07-27T13:54:29.462,3.067997,0.3291,0.39,0.83,0.23,-131.96,-218.99,-43.21,0.9454628496138808,259.3013031205204,"0.39,0.83,0.23,-131.96,-218.99,-43.21",pierre,near_miss,(near miss) P.csv
78,2026-07-27T13:54:29.522,3.127383,59.386,0.45,0.88,0.32,-161.32,-283.81,-41.63,1.0388936422945325,329.09772925378866,"0.45,0.88,0.32,-161.32,-283.81,-41.63",pierre,near_miss,(near miss) P.csv
79,2026-07-27T13:54:29.642,3.247601,120.2184,0.57,0.83,0.19,-175.48,-264.53,-56.21,1.0246462804304712,322.38007909918997,"0.57,0.83,0.19,-175.48,-264.53,-56.21",pierre,near_miss,(near miss) P.csv
80,2026-07-27T13:54:29.642,3.247976,0.3745,0.58,0.75,0.17,-162.41,-187.74,-85.27,0.9632237538599222,262.47721539211744,"0.58,0.75,0.17,-162.41,-187.74,-85.27",pierre,near_miss,(near miss) P.csv
81,2026-07-27T13:54:29.643,3.248626,0.6504,0.56,0.65,0.15,-132.81,-130.68,-102.29,0.870976463516667,212.5535287874563,"0.56,0.65,0.15,-132.81,-130.68,-102.29",pierre,near_miss,(near miss) P.csv
82,2026-07-27T13:54:29.702,3.307641,59.0145,0.52,0.53,0.13,-99.43,-112.79,-90.82,0.7537904218017102,175.65927644163858,"0.52,0.53,0.13,-99.43,-112.79,-90.82",pierre,near_miss,(near miss) P.csv
83,2026-07-27T13:54:29.703,3.308507,0.8662,0.47,0.43,0.09,-68.54,-111.15,-68.85,0.6433506042586732,147.62241225505022,"0.47,0.43,0.09,-68.54,-111.15,-68.85",pierre,near_miss,(near miss) P.csv
84,2026-07-27T13:54:29.762,3.367585,59.0783,0.48,0.43,0.08,-34.3,-113.77,-65.19,0.6493843238021688,135.53537914507783,"0.48,0.43,0.08,-34.30,-113.77,-65.19",pierre,near_miss,(near miss) P.csv
85,2026-07-27T13:54:29.822,3.427586,60.0004,0.62,0.57,0.18,12.15,-123.23,-92.9,0.8612200647918046,154.80202001266005,"0.62,0.57,0.18,12.15,-123.23,-92.90",pierre,near_miss,(near miss) P.csv
86,2026-07-27T13:54:29.823,3.428184,0.598,0.81,0.76,0.4,60.79,-133.48,-134.22,1.180550718944341,198.8148457736494,"0.81,0.76,0.40,60.79,-133.48,-134.22",pierre,near_miss,(near miss) P.csv
87,2026-07-27T13:54:29.942,3.548115,119.9312,0.89,0.86,0.54,78.37,-117.13,-147.09,1.3502962637880622,203.7075401157257,"0.89,0.86,0.54,78.37,-117.13,-147.09",pierre,near_miss,(near miss) P.csv
88,2026-07-27T13:54:29.945,3.550535,2.4206,0.85,0.83,0.51,60.36,-73.49,-113.22,1.2928650354928777,147.86100939733907,"0.85,0.83,0.51,60.36,-73.49,-113.22",pierre,near_miss,(near miss) P.csv
89,2026-07-27T13:54:29.945,3.550723,0.1879,0.84,0.74,0.44,43.76,-39.43,-65.06,1.2028299963003914,87.76369465787091,"0.84,0.74,0.44,43.76,-39.43,-65.06",pierre,near_miss,(near miss) P.csv
90,2026-07-27T13:54:30.002,3.607632,56.9087,0.85,0.68,0.38,48.1,-15.26,-42.05,1.1529527310345382,65.6862245832412,"0.85,0.68,0.38,48.10,-15.26,-42.05",pierre,near_miss,(near miss) P.csv
91,2026-07-27T13:54:30.062,3.66769,60.0576,0.75,0.72,0.3,71.35,54.63,-43.88,1.082081327812286,100.00356893631347,"0.75,0.72,0.30,71.35,54.63,-43.88",pierre,near_miss,(near miss) P.csv
92,2026-07-27T13:54:30.062,3.668055,0.3654,0.52,0.87,0.28,111.02,199.95,-55.85,1.05152270541344,235.42443670953105,"0.52,0.87,0.28,111.02,199.95,-55.85",pierre,near_miss,(near miss) P.csv
93,2026-07-27T13:54:30.182,3.788033,119.9781,0.26,1.06,0.38,148.93,350.28,-65.19,1.1556816170554935,386.168304499476,"0.26,1.06,0.38,148.93,350.28,-65.19",pierre,near_miss,(near miss) P.csv
94,2026-07-27T13:54:30.183,3.788678,0.6451,0.12,1.19,0.53,144.1,383.67,-53.28,1.3082048769210424,413.28711242911993,"0.12,1.19,0.53,144.10,383.67,-53.28",pierre,near_miss,(near miss) P.csv
95,2026-07-27T13:54:30.184,3.789379,0.7007,0.12,1.18,0.55,71.96,253.85,-22.46,1.3074020039758236,264.8065627963174,"0.12,1.18,0.55,71.96,253.85,-22.46",pierre,near_miss,(near miss) P.csv
96,2026-07-27T13:54:30.243,3.848626,59.2475,0.23,1.08,0.37,-36.32,52.0,5.07,1.164560002747819,63.63055319577223,"0.23,1.08,0.37,-36.32,52.00,5.07",pierre,near_miss,(near miss) P.csv
97,2026-07-27T13:54:30.724,4.329414,480.7876,0.35,0.96,0.12,-114.14,-72.69,23.19,1.0288342918079665,137.29366991962885,"0.35,0.96,0.12,-114.14,-72.69,23.19",pierre,near_miss,(near miss) P.csv
98,2026-07-27T13:54:30.725,4.33022,0.8057,0.39,0.87,-0.05,-124.69,-61.89,37.17,0.954725091322104,144.08184167340448,"0.39,0.87,-0.05,-124.69,-61.89,37.17",pierre,near_miss,(near miss) P.csv
99,2026-07-27T13:54:30.726,4.33149,1.2707,0.34,0.82,-0.08,-89.05,18.01,41.26,0.8912911982062877,99.78301558882654,"0.34,0.82,-0.08,-89.05,18.01,41.26",pierre,near_miss,(near miss) P.csv
100,2026-07-27T13:54:30.727,4.332531,1.0411,0.28,0.82,-0.06,-46.81,78.98,33.45,0.8685620300243385,97.7134535261138,"0.28,0.82,-0.06,-46.81,78.98,33.45",pierre,near_miss,(near miss) P.csv
101,2026-07-27T13:54:30.902,4.50766,175.1281,0.26,0.88,-0.05,-17.4,91.31,23.19,0.9189668111526117,95.80215133283804,"0.26,0.88,-0.05,-17.40,91.31,23.19",pierre,near_miss,(near miss) P.csv
102,2026-07-27T13:54:30.903,4.508623,0.9632,0.23,0.94,-0.02,5.31,73.79,20.87,0.9679359482941007,76.8681800226856,"0.23,0.94,-0.02,5.31,73.79,20.87",pierre,near_miss,(near miss) P.csv
103,2026-07-27T13:54:30.904,4.509949,1.3266,0.15,0.91,0.08,26.12,45.04,26.86,0.9257429448826494,58.58596760317269,"0.15,0.91,0.08,26.12,45.04,26.86",pierre,near_miss,(near miss) P.csv
104,2026-07-27T13:54:30.905,4.510622,0.6726,0.1,0.84,0.17,31.98,-0.12,27.77,0.8628441342444184,42.354547571659886,"0.10,0.84,0.17,31.98,-0.12,27.77",pierre,near_miss,(near miss) P.csv
105,2026-07-27T13:54:30.905,4.51116,0.5381,0.19,0.84,0.18,16.24,-73.67,12.02,0.8798295289429651,76.39035868484976,"0.19,0.84,0.18,16.24,-73.67,12.02",pierre,near_miss,(near miss) P.csv
106,2026-07-27T13:54:30.906,4.511492,0.3318,0.38,0.89,0.13,-1.77,-163.51,-10.93,0.9764220398987316,163.88446509660395,"0.38,0.89,0.13,-1.77,-163.51,-10.93",pierre,near_miss,(near miss) P.csv
107,2026-07-27T13:54:30.906,4.511992,0.5006,0.57,0.91,0.09,0.98,-222.72,-31.19,1.0775435026020992,224.89547549917498,"0.57,0.91,0.09,0.98,-222.72,-31.19",pierre,near_miss,(near miss) P.csv
108,2026-07-27T13:54:30.907,4.512521,0.5284,0.7,0.9,0.1,26.49,-211.73,-52.73,1.1445523142259597,219.79937647773252,"0.70,0.90,0.10,26.49,-211.73,-52.73",pierre,near_miss,(near miss) P.csv
109,2026-07-27T13:54:30.908,4.513261,0.7403,0.71,0.89,0.19,67.44,-125.18,-66.04,1.1542530051942685,156.7784028493721,"0.71,0.89,0.19,67.44,-125.18,-66.04",pierre,near_miss,(near miss) P.csv
110,2026-07-27T13:54:30.908,4.513984,0.7232,0.59,0.9,0.35,104.13,2.5,-56.15,1.1316359838746735,118.3305936772059,"0.59,0.90,0.35,104.13,2.50,-56.15",pierre,near_miss,(near miss) P.csv
111,2026-07-27T13:54:30.909,4.514548,0.5637,0.46,0.94,0.51,108.89,94.73,-33.94,1.1641735265844178,148.26573643293315,"0.46,0.94,0.51,108.89,94.73,-33.94",pierre,near_miss,(near miss) P.csv
112,2026-07-27T13:54:30.910,4.515268,0.7199,0.46,0.99,0.64,77.45,95.7,-20.81,1.2654248298496438,124.86011613001168,"0.46,0.99,0.64,77.45,95.70,-20.81",pierre,near_miss,(near miss) P.csv
113,2026-07-27T13:54:30.910,4.515967,0.6989,0.55,1.05,0.58,17.76,34.73,-12.15,1.3196211577570285,40.85600323085947,"0.55,1.05,0.58,17.76,34.73,-12.15",pierre,near_miss,(near miss) P.csv
114,2026-07-27T13:54:31.082,4.687739,171.7723,0.56,1.07,0.32,-51.45,-1.28,8.3,1.2493598360760603,52.130901584377,"0.56,1.07,0.32,-51.45,-1.28,8.30",pierre,near_miss,(near miss) P.csv
115,2026-07-27T13:54:31.084,4.689848,2.1092,0.5,1.05,0.11,-92.22,22.46,30.21,1.1681609478149833,99.60734962842852,"0.50,1.05,0.11,-92.22,22.46,30.21",pierre,near_miss,(near miss) P.csv
116,2026-07-27T13:54:31.085,4.690313,0.4645,0.41,1.02,0.05,-94.85,61.65,39.31,1.100454451578983,119.76026511326701,"0.41,1.02,0.05,-94.85,61.65,39.31",pierre,near_miss,(near miss) P.csv
117,2026-07-27T13:54:31.086,4.691604,1.2913,0.32,0.99,0.1,-80.57,75.26,39.18,1.0452272480183435,117.00711474094214,"0.32,0.99,0.10,-80.57,75.26,39.18",pierre,near_miss,(near miss) P.csv
118,2026-07-27T13:54:31.262,4.867922,176.3173,0.29,1.01,0.23,-69.34,50.72,32.9,1.0756858277396797,91.99436939291448,"0.29,1.01,0.23,-69.34,50.72,32.90",pierre,near_miss,(near miss) P.csv
119,2026-07-27T13:54:31.263,4.868693,0.772,0.33,1.04,0.34,-73.67,-13.06,26.49,1.1428473213863697,79.36972092681188,"0.33,1.04,0.34,-73.67,-13.06,26.49",pierre,near_miss,(near miss) P.csv
120,2026-07-27T13:54:31.263,4.869125,0.4319,0.43,1.02,0.38,-90.94,-93.08,32.96,1.170341830406826,134.23982866496814,"0.43,1.02,0.38,-90.94,-93.08,32.96",pierre,near_miss,(near miss) P.csv
