packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps,raw_payload,worker,work_state,source_file
1,2026-07-27T13:19:57.261,0.086881,,0.06,-0.06,0.99,0.49,0.24,-0.67,0.9936297097007516,0.8640601830891179,"0.06,-0.06,0.99,0.49,0.24,-0.67",hong_jean,near_miss,(near miss) HJ motion_data.csv
2,2026-07-27T13:19:57.306,0.132174,45.2938,0.06,-0.06,1.0,0.73,-0.85,-0.49,1.0035935432235503,1.222906374175881,"0.06,-0.06,1.00,0.73,-0.85,-0.49",hong_jean,near_miss,(near miss) HJ motion_data.csv
3,2026-07-27T13:19:57.308,0.134598,2.4241,0.06,-0.06,1.01,0.06,-2.2,0.0,1.0135580891098448,2.20081802973349,"0.06,-0.06,1.01,0.06,-2.20,0.00",hong_jean,near_miss,(near miss) HJ motion_data.csv
4,2026-07-27T13:19:57.349,0.175622,41.023,0.06,-0.06,1.01,-0.98,-2.44,0.85,1.0135580891098448,2.7634217919094435,"0.06,-0.06,1.01,-0.98,-2.44,0.85",hong_jean,near_miss,(near miss) HJ motion_data.csv
5,2026-07-27T13:19:57.394,0.22048,44.8581,0.06,-0.05,1.01,-1.83,-2.01,1.77,1.013015300970326,3.243747832369218,"0.06,-0.05,1.01,-1.83,-2.01,1.77",hong_jean,near_miss,(near miss) HJ motion_data.csv
6,2026-07-27T13:19:57.424,0.250552,30.0726,0.06,-0.06,1.0,-2.26,-1.53,1.4,1.0035935432235503,3.0673278272789815,"0.06,-0.06,1.00,-2.26,-1.53,1.40",hong_jean,near_miss,(near miss) HJ motion_data.csv
7,2026-07-27T13:19:57.514,0.340538,89.9857,0.07,-0.06,1.0,-2.5,-3.11,-0.49,1.0042410069301093,4.020223874363217,"0.07,-0.06,1.00,-2.50,-3.11,-0.49",hong_jean,near_miss,(near miss) HJ motion_data.csv
8,2026-07-27T13:19:57.515,0.340961,0.4228,0.08,-0.07,1.01,-3.54,-7.51,-2.93,1.0155786527886455,8.80435119699345,"0.08,-0.07,1.01,-3.54,-7.51,-2.93",hong_jean,near_miss,(near miss) HJ motion_data.csv
9,2026-07-27T13:19:57.545,0.371175,30.214,0.08,-0.04,1.03,-3.91,-8.0,-5.0,1.0338762014864256,10.212154522920224,"0.08,-0.04,1.03,-3.91,-8.00,-5.00",hong_jean,near_miss,(near miss) HJ motion_data.csv
10,2026-07-27T13:19:57.604,0.430229,59.0546,0.06,0.08,1.27,3.42,9.28,-11.41,1.2739309243440164,15.099764898832033,"0.06,0.08,1.27,3.42,9.28,-11.41",hong_jean,near_miss,(near miss) HJ motion_data.csv
11,2026-07-27T13:19:57.634,0.460159,29.93,0.0,0.19,1.77,39.73,78.25,-40.95,1.780168531347524,96.84233526717539,"0.00,0.19,1.77,39.73,78.25,-40.95",hong_jean,near_miss,(near miss) HJ motion_data.csv
12,2026-07-27T13:19:57.710,0.535869,75.71,-0.05,0.09,1.86,91.98,199.58,-83.19,1.8628472830589202,234.97462182116607,"-0.05,0.09,1.86,91.98,199.58,-83.19",hong_jean,near_miss,(near miss) HJ motion_data.csv
13,2026-07-27T13:19:57.710,0.536201,0.3319,-0.1,-0.1,1.3,105.53,290.95,-91.25,1.307669683062202,322.66863172611,"-0.10,-0.10,1.30,105.53,290.95,-91.25",hong_jean,near_miss,(near miss) HJ motion_data.csv
14,2026-07-27T13:19:57.769,0.595427,59.2263,-0.18,-0.2,0.64,70.8,276.79,-61.1,0.6942621983083913,292.16186284318496,"-0.18,-0.20,0.64,70.80,276.79,-61.10",hong_jean,near_miss,(near miss) HJ motion_data.csv
15,2026-07-27T13:19:57.784,0.610308,14.8804,-0.29,-0.14,0.27,37.54,190.98,-20.02,0.42023802778901387,195.66147397993302,"-0.29,-0.14,0.27,37.54,190.98,-20.02",hong_jean,near_miss,(near miss) HJ motion_data.csv
16,2026-07-27T13:19:57.874,0.700383,90.0752,-0.44,-0.06,0.14,27.53,110.96,24.66,0.46561786907291264,116.95357241230384,"-0.44,-0.06,0.14,27.53,110.96,24.66",hong_jean,near_miss,(near miss) HJ motion_data.csv
17,2026-07-27T13:19:57.874,0.700742,0.359,-0.6,0.01,-0.19,10.62,52.92,75.62,0.6294441992742487,92.90691685768074,"-0.60,0.01,-0.19,10.62,52.92,75.62",hong_jean,near_miss,(near miss) HJ motion_data.csv
18,2026-07-27T13:19:57.905,0.730899,30.1572,-0.45,0.32,-1.07,-15.81,-2.14,92.65,1.204076409535541,94.01360646204357,"-0.45,0.32,-1.07,-15.81,-2.14,92.65",hong_jean,near_miss,(near miss) HJ motion_data.csv
19,2026-07-27T13:19:57.979,0.805206,74.3072,0.25,0.65,-1.23,-1.46,-128.66,39.61,1.4134709052541548,134.62718633322172,"0.25,0.65,-1.23,-1.46,-128.66,39.61",hong_jean,near_miss,(near miss) HJ motion_data.csv
20,2026-07-27T13:19:58.024,0.850299,45.0923,1.18,0.36,0.66,-7.93,-371.03,-42.3,1.3991425945914162,373.5176512562693,"1.18,0.36,0.66,-7.93,-371.03,-42.30",hong_jean,near_miss,(near miss) HJ motion_data.csv
21,2026-07-27T13:19:58.024,0.85064,0.341,1.65,-0.47,3.19,-105.59,-520.63,-110.35,3.6220850348935762,542.5697812263414,"1.65,-0.47,3.19,-105.59,-520.63,-110.35",hong_jean,near_miss,(near miss) HJ motion_data.csv
22,2026-07-27T13:19:58.069,0.895472,44.8324,1.41,-0.75,4.0,-121.52,-285.52,-84.11,4.307040747427402,321.5015908203255,"1.41,-0.75,4.00,-121.52,-285.52,-84.11",hong_jean,near_miss,(near miss) HJ motion_data.csv
23,2026-07-27T13:19:58.129,0.955141,59.6686,0.88,0.17,2.48,-31.68,211.98,46.39,2.636986916918626,219.29700157548893,"0.88,0.17,2.48,-31.68,211.98,46.39",hong_jean,near_miss,(near miss) HJ motion_data.csv
24,2026-07-27T13:19:58.144,0.970354,15.2132,0.35,1.11,-0.49,41.14,584.23,92.35,1.2628143173087643,592.9129067578139,"0.35,1.11,-0.49,41.14,584.23,92.35",hong_jean,near_miss,(near miss) HJ motion_data.csv
25,2026-07-27T13:19:58.189,1.015545,45.1908,0.09,0.55,-2.82,134.64,586.85,-37.6,2.874543442009531,603.2699330316406,"0.09,0.55,-2.82,134.64,586.85,-37.60",hong_jean,near_miss,(near miss) HJ motion_data.csv
26,2026-07-27T13:19:58.234,1.060118,44.5732,0.37,-0.57,-2.66,247.86,212.4,-147.52,2.745432570652574,358.20453654302037,"0.37,-0.57,-2.66,247.86,212.40,-147.52",hong_jean,near_miss,(near miss) HJ motion_data.csv
27,2026-07-27T13:19:58.324,1.150276,90.1583,1.18,-0.96,-0.7,262.7,-260.25,-80.14,1.6745148551147582,378.3698879403592,"1.18,-0.96,-0.70,262.70,-260.25,-80.14",hong_jean,near_miss,(near miss) HJ motion_data.csv
28,2026-07-27T13:19:58.325,1.151101,0.8251,2.15,-0.72,1.79,78.19,-580.32,97.29,2.8887713651308577,593.5910398582513,"2.15,-0.72,1.79,78.19,-580.32,97.29",hong_jean,near_miss,(near miss) HJ motion_data.csv
29,2026-07-27T13:19:58.504,1.329967,178.8655,2.32,0.01,3.78,-175.42,-627.93,239.62,4.435188834762281,694.6121260818875,"2.32,0.01,3.78,-175.42,-627.93,239.62",hong_jean,near_miss,(near miss) HJ motion_data.csv
30,2026-07-27T13:19:58.505,1.330747,0.7803,1.65,0.86,3.73,-177.98,-210.51,232.97,4.168333000133266,360.92431533494664,"1.65,0.86,3.73,-177.98,-210.51,232.97",hong_jean,near_miss,(near miss) HJ motion_data.csv
31,2026-07-27T13:19:58.505,1.330806,0.059,1.13,1.44,1.2,64.51,469.24,62.32,2.1887210877587853,477.73580575460323,"1.13,1.44,1.20,64.51,469.24,62.32",hong_jean,near_miss,(near miss) HJ motion_data.csv
32,2026-07-27T13:19:58.505,1.331634,0.8274,1.23,0.47,-1.29,329.96,823.61,-252.56,1.8433393610510247,922.4931367224365,"1.23,0.47,-1.29,329.96,823.61,-252.56",hong_jean,near_miss,(near miss) HJ motion_data.csv
33,2026-07-27T13:19:58.506,1.332411,0.7777,1.59,-1.84,-1.34,526.79,642.94,-491.46,2.776562623100729,965.6150782273442,"1.59,-1.84,-1.34,526.79,642.94,-491.46",hong_jean,near_miss,(near miss) HJ motion_data.csv
34,2026-07-27T13:19:58.624,1.450448,118.0366,1.72,-2.7,-0.32,464.72,201.23,-303.16,3.2172659200010183,590.2238362689193,"1.72,-2.70,-0.32,464.72,201.23,-303.16",hong_jean,near_miss,(near miss) HJ motion_data.csv
35,2026-07-27T13:19:58.624,1.450641,0.1932,2.11,-1.39,0.11,110.17,-193.79,250.43,2.52909074570289,335.27179705427056,"2.11,-1.39,0.11,110.17,-193.79,250.43",hong_jean,near_miss,(near miss) HJ motion_data.csv
36,2026-07-27T13:19:58.625,1.451571,0.9295,2.82,0.63,1.23,-349.61,-590.76,715.15,3.1404139854484154,991.2941300138925,"2.82,0.63,1.23,-349.61,-590.76,715.15",hong_jean,near_miss,(near miss) HJ motion_data.csv
37,2026-07-27T13:19:58.744,1.569951,118.3802,2.88,1.72,3.17,-538.76,-768.98,662.23,4.615376474351794,1148.97395571005,"2.88,1.72,3.17,-538.76,-768.98,662.23",hong_jean,near_miss,(near miss) HJ motion_data.csv
38,2026-07-27T13:19:58.744,1.570196,0.2456,2.28,1.43,3.26,229.49,553.59,-271.42,4.227398727349953,657.8726051447956,"2.28,1.43,3.26,229.49,553.59,-271.42",hong_jean,near_miss,(near miss) HJ motion_data.csv
39,2026-07-27T13:19:58.745,1.571286,1.0894,1.7,0.76,1.13,342.16,812.74,-510.8,2.178187319768435,1019.0860676115634,"1.70,0.76,1.13,342.16,812.74,-510.80",hong_jean,near_miss,(near miss) HJ motion_data.csv
40,2026-07-27T13:19:58.804,1.630635,59.3492,1.43,0.0,-0.81,351.2,574.77,-573.49,1.643471934655411,884.6427374935037,"1.43,0.00,-0.81,351.20,574.77,-573.49",hong_jean,near_miss,(near miss) HJ motion_data.csv
41,2026-07-27T13:19:58.924,1.750299,119.664,1.4,-1.3,-0.82,313.42,199.89,-381.59,2.0790382391865716,532.7279198615369,"1.40,-1.30,-0.82,313.42,199.89,-381.59",hong_jean,near_miss,(near miss) HJ motion_data.csv
42,2026-07-27T13:19:58.924,1.750617,0.3178,1.26,-2.37,0.24,84.35,-62.32,101.93,2.694828380435385,146.24783690708043,"1.26,-2.37,0.24,84.35,-62.32,101.93",hong_jean,near_miss,(near miss) HJ motion_data.csv
43,2026-07-27T13:19:58.925,1.751341,0.7246,1.22,-1.85,0.6,-259.52,-245.67,648.19,2.295844071360248,740.172044459935,"1.22,-1.85,0.60,-259.52,-245.67,648.19",hong_jean,near_miss,(near miss) HJ motion_data.csv
44,2026-07-27T13:19:58.984,1.81074,59.3991,1.74,-0.08,0.77,-593.99,-462.77,886.05,1.904442175546425,1162.783210878107,"1.74,-0.08,0.77,-593.99,-462.77,886.05",hong_jean,near_miss,(near miss) HJ motion_data.csv
45,2026-07-27T13:19:58.986,1.811753,1.0126,1.68,1.63,2.17,-578.86,-448.55,623.66,3.1918959882803195,961.8876221783914,"1.68,1.63,2.17,-578.86,-448.55,623.66",hong_jean,near_miss,(near miss) HJ motion_data.csv
46,2026-07-27T13:19:59.106,1.932185,120.4316,0.72,1.82,3.26,-118.1,-80.08,155.27,3.8024202818731125,210.87719008939777,"0.72,1.82,3.26,-118.10,-80.08,155.27",hong_jean,near_miss,(near miss) HJ motion_data.csv
47,2026-07-27T13:19:59.107,1.933118,0.9336,-0.13,0.0,1.18,184.88,220.15,-94.73,1.1871394189394942,302.6886350691086,"-0.13,0.00,1.18,184.88,220.15,-94.73",hong_jean,near_miss,(near miss) HJ motion_data.csv
48,2026-07-27T13:19:59.107,1.93345,0.3313,-0.17,0.18,0.94,95.89,236.69,-98.39,0.97205966895042,273.674332556051,"-0.17,0.18,0.94,95.89,236.69,-98.39",hong_jean,near_miss,(near miss) HJ motion_data.csv
49,2026-07-27T13:19:59.164,1.990293,56.8433,-0.17,0.43,1.07,-42.36,166.81,-63.96,1.1656328753085168,183.60508516922945,"-0.17,0.43,1.07,-42.36,166.81,-63.96",hong_jean,near_miss,(near miss) HJ motion_data.csv
50,2026-07-27T13:19:59.224,2.050502,60.2087,-0.12,0.31,0.79,-46.14,151.55,-97.17,0.8570880934886449,185.84485734074,"-0.12,0.31,0.79,-46.14,151.55,-97.17",hong_jean,near_miss,(near miss) HJ motion_data.csv
51,2026-07-27T13:19:59.225,2.05116,0.6588,-0.05,-0.07,0.29,14.53,155.4,-156.98,0.30248966924508347,221.36621535365327,"-0.05,-0.07,0.29,14.53,155.40,-156.98",hong_jean,near_miss,(near miss) HJ motion_data.csv
52,2026-07-27T13:19:59.285,2.11167,60.5091,-0.03,-0.44,-0.0,62.38,121.58,-163.33,0.4410215414239989,212.95457191617186,"-0.03,-0.44,-0.00,62.38,121.58,-163.33",hong_jean,near_miss,(near miss) HJ motion_data.csv
53,2026-07-27T13:19:59.344,2.170618,58.9485,-0.08,-0.57,0.07,69.76,40.47,-89.72,0.5798275605729689,120.63978158136727,"-0.08,-0.57,0.07,69.76,40.47,-89.72",hong_jean,near_miss,(near miss) HJ motion_data.csv
54,2026-07-27T13:19:59.345,2.170989,0.3708,-0.16,-0.36,0.39,15.69,-66.65,18.74,0.5543464620614079,70.99004296378472,"-0.16,-0.36,0.39,15.69,-66.65,18.74",hong_jean,near_miss,(near miss) HJ motion_data.csv
55,2026-07-27T13:19:59.585,2.411508,240.5196,-0.26,0.04,0.92,-81.3,-164.92,103.64,0.956869897112455,211.06763371014515,"-0.26,0.04,0.92,-81.30,-164.92,103.64",hong_jean,near_miss,(near miss) HJ motion_data.csv
56,2026-07-27T13:19:59.588,2.413963,2.455,-0.37,0.36,1.48,-138.06,-199.77,125.12,1.5674501586972391,273.1732616856928,"-0.37,0.36,1.48,-138.06,-199.77,125.12",hong_jean,near_miss,(near miss) HJ motion_data.csv
57,2026-07-27T13:19:59.588,2.41406,0.0969,-0.4,0.37,1.64,-90.33,-133.0,85.94,1.728149299105838,182.30247529860915,"-0.40,0.37,1.64,-90.33,-133.00,85.94",hong_jean,near_miss,(near miss) HJ motion_data.csv
58,2026-07-27T13:19:59.588,2.414104,0.0438,-0.32,0.16,1.42,10.38,-18.86,25.57,1.4643770006388384,33.42557254558252,"-0.32,0.16,1.42,10.38,-18.86,25.57",hong_jean,near_miss,(near miss) HJ motion_data.csv
59,2026-07-27T13:19:59.588,2.414661,0.5574,-0.24,-0.04,1.23,65.37,56.7,-20.2,1.2538341198101126,88.86037868476592,"-0.24,-0.04,1.23,65.37,56.70,-20.20",hong_jean,near_miss,(near miss) HJ motion_data.csv
60,2026-07-27T13:19:59.589,2.415329,0.6672,-0.23,-0.11,1.14,62.81,89.42,-39.31,1.1681609478149833,116.13056703555702,"-0.23,-0.11,1.14,62.81,89.42,-39.31",hong_jean,near_miss,(near miss) HJ motion_data.csv
61,2026-07-27T13:19:59.886,2.712464,297.1356,-0.26,-0.14,0.88,57.31,118.04,-39.49,0.9282241108697834,137.030426548267,"-0.26,-0.14,0.88,57.31,118.04,-39.49",hong_jean,near_miss,(near miss) HJ motion_data.csv
62,2026-07-27T13:19:59.887,2.713431,0.9667,-0.32,-0.2,0.37,66.83,138.24,-32.71,0.5284884104689525,156.99200807684448,"-0.32,-0.20,0.37,66.83,138.24,-32.71",hong_jean,near_miss,(near miss) HJ motion_data.csv
63,2026-07-27T13:19:59.887,2.713519,0.0878,-0.35,-0.26,-0.17,69.34,108.7,-19.17,0.4679743582719036,130.3503528955714,"-0.35,-0.26,-0.17,69.34,108.70,-19.17",hong_jean,near_miss,(near miss) HJ motion_data.csv
64,2026-07-27T13:19:59.888,2.714142,0.6228,-0.28,-0.18,-0.29,51.51,3.36,13.79,0.44147480109288234,53.429708964208295,"-0.28,-0.18,-0.29,51.51,3.36,13.79",hong_jean,near_miss,(near miss) HJ motion_data.csv
65,2026-07-27T13:19:59.888,2.714204,0.0624,-0.12,0.13,0.46,-8.12,-159.0,65.8,0.4928488612140643,172.26890143029297,"-0.12,0.13,0.46,-8.12,-159.00,65.80",hong_jean,near_miss,(near miss) HJ motion_data.csv
66,2026-07-27T13:19:59.889,2.714836,0.6319,-0.09,0.47,2.13,-99.3,-274.9,85.27,2.1830941344797754,304.4691657623149,"-0.09,0.47,2.13,-99.30,-274.90,85.27",hong_jean,near_miss,(near miss) HJ motion_data.csv
67,2026-07-27T13:19:59.890,2.715853,1.0172,-0.19,0.48,3.38,-93.2,-186.83,41.63,3.419195811883256,212.89609155642103,"-0.19,0.48,3.38,-93.20,-186.83,41.63",hong_jean,near_miss,(near miss) HJ motion_data.csv
68,2026-07-27T13:19:59.945,2.770759,54.9057,-0.25,0.33,2.84,47.36,77.94,-5.62,2.8700174215499112,91.37394376954515,"-0.25,0.33,2.84,47.36,77.94,-5.62",hong_jean,near_miss,(near miss) HJ motion_data.csv
69,2026-07-27T13:19:59.945,2.771394,0.6355,-0.31,0.35,1.23,145.39,290.28,-29.05,1.3158647346897019,325.95188755397623,"-0.31,0.35,1.23,145.39,290.28,-29.05",hong_jean,near_miss,(near miss) HJ motion_data.csv
70,2026-07-27T13:20:00.064,2.890543,119.1492,-0.35,0.45,-0.11,121.7,331.54,-48.1,0.5806031346797914,356.43129997237895,"-0.35,0.45,-0.11,121.70,331.54,-48.10",hong_jean,near_miss,(near miss) HJ motion_data.csv
71,2026-07-27T13:20:00.066,2.892398,1.8549,-0.24,0.32,-0.77,86.79,258.3,-46.02,0.8676981041814025,276.3498407815717,"-0.24,0.32,-0.77,86.79,258.30,-46.02",hong_jean,near_miss,(near miss) HJ motion_data.csv
72,2026-07-27T13:20:00.067,2.893067,0.6683,-0.02,0.02,-0.87,115.97,152.65,-9.7,0.8704596486914256,191.95091403793833,"-0.02,0.02,-0.87,115.97,152.65,-9.70",hong_jean,near_miss,(near miss) HJ motion_data.csv
73,2026-07-27T13:20:00.185,3.011729,118.6627,0.27,-0.16,-0.66,175.6,55.05,62.13,0.7308214556237386,194.23181871155919,"0.27,-0.16,-0.66,175.60,55.05,62.13",hong_jean,near_miss,(near miss) HJ motion_data.csv
74,2026-07-27T13:20:00.186,3.012415,0.6859,0.52,0.3,-0.19,188.48,-49.87,192.75,0.6296824596572467,274.16106543417135,"0.52,0.30,-0.19,188.48,-49.87,192.75",hong_jean,near_miss,(near miss) HJ motion_data.csv
75,2026-07-27T13:20:00.187,3.013371,0.9558,0.17,1.77,1.26,100.34,-180.85,349.18,2.1793118179829154,405.83433873934325,"0.17,1.77,1.26,100.34,-180.85,349.18",hong_jean,near_miss,(near miss) HJ motion_data.csv
76,2026-07-27T13:20:00.365,3.191294,177.9228,-0.67,3.21,2.78,5.62,-223.14,381.53,4.298999883693881,442.0273576375109,"-0.67,3.21,2.78,5.62,-223.14,381.53",hong_jean,near_miss,(near miss) HJ motion_data.csv
77,2026-07-27T13:20:00.366,3.19196,0.6666,-1.1,3.28,2.76,12.63,-90.45,201.29,4.425607302958544,221.03932568662978,"-1.10,3.28,2.76,12.63,-90.45,201.29",hong_jean,near_miss,(near miss) HJ motion_data.csv
78,2026-07-27T13:20:00.366,3.192464,0.504,-0.73,2.2,1.52,70.13,98.94,-90.09,2.771876620630868,151.07464578810038,"-0.73,2.20,1.52,70.13,98.94,-90.09",hong_jean,near_miss,(near miss) HJ motion_data.csv
79,2026-07-27T13:20:00.367,3.193412,0.9472,0.08,0.94,0.16,108.64,204.35,-320.8,0.9568698971124548,395.56821421848343,"0.08,0.94,0.16,108.64,204.35,-320.80",hong_jean,near_miss,(near miss) HJ motion_data.csv
80,2026-07-27T13:20:00.424,3.250382,56.9703,0.74,0.07,-0.47,104.31,188.35,-408.39,0.879431634636826,461.66946043679343,"0.74,0.07,-0.47,104.31,188.35,-408.39",hong_jean,near_miss,(near miss) HJ motion_data.csv
81,2026-07-27T13:20:00.427,3.253079,2.6966,0.99,-0.4,-0.38,77.15,108.22,-374.27,1.1333578428722324,397.1671232617322,"0.99,-0.40,-0.38,77.15,108.22,-374.27",hong_jean,near_miss,(near miss) HJ motion_data.csv
82,2026-07-27T13:20:00.486,3.312094,59.015,0.87,-0.67,-0.05,58.35,36.74,-260.25,1.0992270011239715,269.2296651559779,"0.87,-0.67,-0.05,58.35,36.74,-260.25",hong_jean,near_miss,(near miss) HJ motion_data.csv
83,2026-07-27T13:20:00.604,3.430732,118.6386,0.61,-0.82,0.1,31.07,-4.88,-83.37,1.026888504171704,89.10508515230767,"0.61,-0.82,0.10,31.07,-4.88,-83.37",hong_jean,near_miss,(near miss) HJ motion_data.csv
84,2026-07-27T13:20:00.605,3.431115,0.3828,0.43,-0.53,0.03,-36.62,-49.5,164.49,0.6831544481301428,175.63665477342707,"0.43,-0.53,0.03,-36.62,-49.50,164.49",hong_jean,near_miss,(near miss) HJ motion_data.csv
85,2026-07-27T13:20:00.605,3.431498,0.3833,0.11,0.82,0.38,-154.79,-153.02,437.93,0.910439454329611,489.0375746300073,"0.11,0.82,0.38,-154.79,-153.02,437.93",hong_jean,near_miss,(near miss) HJ motion_data.csv
86,2026-07-27T13:20:00.785,3.61113,179.6313,-0.58,2.32,1.44,-269.04,-280.09,536.74,2.7914870588988943,662.5124582224851,"-0.58,2.32,1.44,-269.04,-280.09,536.74",hong_jean,near_miss,(near miss) HJ motion_data.csv
87,2026-07-27T13:20:00.786,3.612642,1.5121,-0.94,2.39,1.96,-227.23,-265.14,345.09,3.2306810427524413,490.93767486311333,"-0.94,2.39,1.96,-227.23,-265.14,345.09",hong_jean,near_miss,(near miss) HJ motion_data.csv
88,2026-07-27T13:20:00.787,3.612955,0.3136,-0.62,1.33,1.33,-55.42,-95.34,60.49,1.9804544932918808,125.77810660047321,"-0.62,1.33,1.33,-55.42,-95.34,60.49",hong_jean,near_miss,(near miss) HJ motion_data.csv
89,2026-07-27T13:20:00.787,3.613292,0.3366,-0.09,0.41,0.47,11.05,16.72,-88.99,0.6301587101675259,91.21886318081364,"-0.09,0.41,0.47,11.05,16.72,-88.99",hong_jean,near_miss,(near miss) HJ motion_data.csv
90,2026-07-27T13:20:00.787,3.613711,0.4191,0.3,0.1,0.17,-45.72,-19.41,-73.73,0.35902646142032485,88.89982789634635,"0.30,0.10,0.17,-45.72,-19.41,-73.73",hong_jean,near_miss,(near miss) HJ motion_data.csv
91,2026-07-27T13:20:00.845,3.670822,57.1113,0.52,0.35,0.42,-88.07,-85.02,22.83,0.7545197147855052,124.52282601997112,"0.52,0.35,0.42,-88.07,-85.02,22.83",hong_jean,near_miss,(near miss) HJ motion_data.csv
92,2026-07-27T13:20:00.964,3.790646,119.8237,0.57,0.61,0.7,-66.04,-72.33,145.39,1.0894952959971878,175.30305930017306,"0.57,0.61,0.70,-66.04,-72.33,145.39",hong_jean,near_miss,(near miss) HJ motion_data.csv
93,2026-07-27T13:20:00.965,3.791226,0.5802,0.22,0.63,0.86,29.11,75.5,227.84,1.0885311203635841,241.78235605601992,"0.22,0.63,0.86,29.11,75.50,227.84",hong_jean,near_miss,(near miss) HJ motion_data.csv
94,2026-07-27T13:20:00.966,3.791789,0.5632,-0.09,0.63,0.68,101.5,188.72,176.39,0.9313431161500042,277.5444477917006,"-0.09,0.63,0.68,101.50,188.72,176.39",hong_jean,near_miss,(near miss) HJ motion_data.csv
95,2026-07-27T13:20:01.025,3.85124,59.4511,-0.11,0.65,0.37,86.43,137.7,81.85,0.7559761901012492,182.01883803606702,"-0.11,0.65,0.37,86.43,137.70,81.85",hong_jean,near_miss,(near miss) HJ motion_data.csv
96,2026-07-27T13:20:01.026,3.851796,0.5556,-0.21,0.68,0.27,56.03,86.98,22.28,0.7611832893594026,105.83609828409209,"-0.21,0.68,0.27,56.03,86.98,22.28",hong_jean,near_miss,(near miss) HJ motion_data.csv
97,2026-07-27T13:20:01.085,3.911607,59.8113,-0.33,0.76,0.12,37.35,129.33,-77.33,0.8371977066380437,155.24561282045943,"-0.33,0.76,0.12,37.35,129.33,-77.33",hong_jean,near_miss,(near miss) HJ motion_data.csv
98,2026-07-27T13:20:01.145,3.970813,59.2059,-0.39,1.0,0.12,7.75,253.48,-206.42,1.0800462953040484,326.9883626369599,"-0.39,1.00,0.12,7.75,253.48,-206.42",hong_jean,near_miss,(near miss) HJ motion_data.csv
99,2026-07-27T13:20:01.145,3.971158,0.3451,-0.48,1.19,0.49,-47.97,374.45,-272.52,1.3735355838128112,465.5975448818432,"-0.48,1.19,0.49,-47.97,374.45,-272.52",hong_jean,near_miss,(near miss) HJ motion_data.csv
100,2026-07-27T13:20:01.204,4.030712,59.554,-0.59,1.06,0.96,-101.81,371.7,-215.64,1.547029411485121,441.61835978591284,"-0.59,1.06,0.96,-101.81,371.70,-215.64",hong_jean,near_miss,(near miss) HJ motion_data.csv
101,2026-07-27T13:20:01.265,4.09087,60.1573,-0.76,0.54,0.92,-54.57,222.17,-77.64,1.3098091464026353,241.58924520764575,"-0.76,0.54,0.92,-54.57,222.17,-77.64",hong_jean,near_miss,(near miss) HJ motion_data.csv
102,2026-07-27T13:20:01.265,4.091389,0.5194,-0.97,-0.02,0.48,97.23,58.04,15.69,1.082450922675019,114.31749909790715,"-0.97,-0.02,0.48,97.23,58.04,15.69",hong_jean,near_miss,(near miss) HJ motion_data.csv
103,2026-07-27T13:20:01.324,4.150733,59.3437,-0.82,0.03,0.08,243.35,-11.35,9.58,0.8244392033376384,243.80283304342467,"-0.82,0.03,0.08,243.35,-11.35,9.58",hong_jean,near_miss,(near miss) HJ motion_data.csv
104,2026-07-27T13:20:01.505,4.33093,180.1976,-0.56,0.54,0.08,294.49,-18.55,-10.56,0.7820485918406861,295.2625546865027,"-0.56,0.54,0.08,294.49,-18.55,-10.56",hong_jean,near_miss,(near miss) HJ motion_data.csv
105,2026-07-27T13:20:01.505,4.331466,0.5354,-0.52,1.07,0.45,294.74,-48.83,31.49,1.2719276708995682,300.4124774372729,"-0.52,1.07,0.45,294.74,-48.83,31.49",hong_jean,near_miss,(near miss) HJ motion_data.csv
106,2026-07-27T13:20:01.506,4.332093,0.6277,-0.68,1.41,0.75,322.94,-125.37,134.95,1.7357995275952807,371.7786747515247,"-0.68,1.41,0.75,322.94,-125.37,134.95",hong_jean,near_miss,(near miss) HJ motion_data.csv
107,2026-07-27T13:20:01.507,4.332752,0.6587,-1.03,1.25,0.64,315.37,-176.33,238.53,1.7415510328439991,432.95157546774215,"-1.03,1.25,0.64,315.37,-176.33,238.53",hong_jean,near_miss,(near miss) HJ motion_data.csv
108,2026-07-27T13:20:01.507,4.333053,0.301,-1.15,0.98,0.24,233.03,-128.3,249.88,1.529869275461142,364.97107460728995,"-1.15,0.98,0.24,233.03,-128.30,249.88",hong_jean,near_miss,(near miss) HJ motion_data.csv
109,2026-07-27T13:20:01.805,4.63105,297.9964,-0.9,0.96,-0.03,170.65,-23.01,217.9,1.3162446581088183,277.72521059493323,"-0.90,0.96,-0.03,170.65,-23.01,217.90",hong_jean,near_miss,(near miss) HJ motion_data.csv
110,2026-07-27T13:20:01.805,4.631641,0.591,-0.27,0.95,-0.34,184.81,-14.04,271.91,1.0445094542415592,329.0697582580326,"-0.27,0.95,-0.34,184.81,-14.04,271.91",hong_jean,near_miss,(near miss) HJ motion_data.csv
111,2026-07-27T13:20:01.806,4.63244,0.7992,0.45,0.88,-0.68,199.1,-58.65,334.72,1.1997082978791136,393.85036612906686,"0.45,0.88,-0.68,199.10,-58.65,334.72",hong_jean,near_miss,(near miss) HJ motion_data.csv
