feature,target_label,threshold,tp,fn,fp,tn,window_sensitivity,window_false_positive_rate,window_specificity,window_precision,event_detection_rate,target_event_count,normal_recording_false_alarm_rate,normal_recording_count
axis_accel_std_total_g,near_miss,0.29521,24,0,526,427,1.0,0.55194,0.44806,0.04364,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29533,24,0,526,427,1.0,0.55194,0.44806,0.04364,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29555,24,0,525,428,1.0,0.55089,0.44911,0.04372,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29577,24,0,525,428,1.0,0.55089,0.44911,0.04372,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29628,24,0,524,429,1.0,0.54984,0.45016,0.0438,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29679,24,0,524,429,1.0,0.54984,0.45016,0.0438,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29726,24,0,523,430,1.0,0.54879,0.45121,0.04388,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29774,24,0,523,430,1.0,0.54879,0.45121,0.04388,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29813,24,0,522,431,1.0,0.54774,0.45226,0.04396,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29852,24,0,522,431,1.0,0.54774,0.45226,0.04396,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29866,24,0,521,432,1.0,0.54669,0.45331,0.04404,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29881,24,0,521,432,1.0,0.54669,0.45331,0.04404,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29885,24,0,520,433,1.0,0.54565,0.45435,0.04412,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29888,24,0,520,433,1.0,0.54565,0.45435,0.04412,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.299,24,0,519,434,1.0,0.5446,0.4554,0.0442,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29912,24,0,519,434,1.0,0.5446,0.4554,0.0442,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29922,24,0,518,435,1.0,0.54355,0.45645,0.04428,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29931,24,0,518,435,1.0,0.54355,0.45645,0.04428,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.2996,24,0,517,436,1.0,0.5425,0.4575,0.04436,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.29988,24,0,517,436,1.0,0.5425,0.4575,0.04436,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30002,24,0,516,437,1.0,0.54145,0.45855,0.04444,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30016,24,0,516,437,1.0,0.54145,0.45855,0.04444,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30047,24,0,515,438,1.0,0.5404,0.4596,0.04453,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30078,24,0,515,438,1.0,0.5404,0.4596,0.04453,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30088,24,0,514,439,1.0,0.53935,0.46065,0.04461,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30097,24,0,514,439,1.0,0.53935,0.46065,0.04461,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30109,24,0,513,440,1.0,0.5383,0.4617,0.04469,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30121,24,0,513,440,1.0,0.5383,0.4617,0.04469,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30125,24,0,511,442,1.0,0.5362,0.4638,0.04486,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30129,24,0,511,442,1.0,0.5362,0.4638,0.04486,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30141,24,0,510,443,1.0,0.53515,0.46485,0.04494,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30153,24,0,510,443,1.0,0.53515,0.46485,0.04494,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30156,24,0,509,444,1.0,0.5341,0.4659,0.04503,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30158,24,0,509,444,1.0,0.5341,0.4659,0.04503,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3017,24,0,508,445,1.0,0.53305,0.46695,0.04511,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30181,24,0,508,445,1.0,0.53305,0.46695,0.04511,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30194,24,0,507,446,1.0,0.532,0.468,0.0452,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30207,24,0,507,446,1.0,0.532,0.468,0.0452,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30218,24,0,506,447,1.0,0.53095,0.46905,0.04528,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30229,24,0,506,447,1.0,0.53095,0.46905,0.04528,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30238,24,0,505,448,1.0,0.52991,0.47009,0.04537,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30246,24,0,505,448,1.0,0.52991,0.47009,0.04537,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30258,24,0,504,449,1.0,0.52886,0.47114,0.04545,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30269,24,0,504,449,1.0,0.52886,0.47114,0.04545,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3029,24,0,503,450,1.0,0.52781,0.47219,0.04554,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3031,24,0,503,450,1.0,0.52781,0.47219,0.04554,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30313,24,0,502,451,1.0,0.52676,0.47324,0.04563,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30316,24,0,502,451,1.0,0.52676,0.47324,0.04563,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30321,24,0,501,452,1.0,0.52571,0.47429,0.04571,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30326,24,0,501,452,1.0,0.52571,0.47429,0.04571,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30329,24,0,500,453,1.0,0.52466,0.47534,0.0458,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30332,24,0,500,453,1.0,0.52466,0.47534,0.0458,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30369,24,0,499,454,1.0,0.52361,0.47639,0.04589,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30406,24,0,499,454,1.0,0.52361,0.47639,0.04589,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30412,24,0,498,455,1.0,0.52256,0.47744,0.04598,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30418,24,0,498,455,1.0,0.52256,0.47744,0.04598,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30443,24,0,497,456,1.0,0.52151,0.47849,0.04607,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30468,24,0,497,456,1.0,0.52151,0.47849,0.04607,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3047,24,0,496,457,1.0,0.52046,0.47954,0.04615,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30473,24,0,496,457,1.0,0.52046,0.47954,0.04615,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30476,24,0,495,458,1.0,0.51941,0.48059,0.04624,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3048,24,0,495,458,1.0,0.51941,0.48059,0.04624,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3058,24,0,494,459,1.0,0.51836,0.48164,0.04633,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30679,24,0,494,459,1.0,0.51836,0.48164,0.04633,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30727,24,0,493,460,1.0,0.51731,0.48269,0.04642,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30776,24,0,493,460,1.0,0.51731,0.48269,0.04642,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3079,24,0,492,461,1.0,0.51626,0.48374,0.04651,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30804,24,0,492,461,1.0,0.51626,0.48374,0.04651,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30836,24,0,491,462,1.0,0.51522,0.48478,0.0466,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30867,24,0,491,462,1.0,0.51522,0.48478,0.0466,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3088,24,0,490,463,1.0,0.51417,0.48583,0.04669,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30894,24,0,490,463,1.0,0.51417,0.48583,0.04669,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30912,24,0,489,464,1.0,0.51312,0.48688,0.04678,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3093,24,0,489,464,1.0,0.51312,0.48688,0.04678,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30932,24,0,488,465,1.0,0.51207,0.48793,0.04688,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30935,24,0,488,465,1.0,0.51207,0.48793,0.04688,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.30975,24,0,487,466,1.0,0.51102,0.48898,0.04697,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31014,24,0,487,466,1.0,0.51102,0.48898,0.04697,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31026,24,0,486,467,1.0,0.50997,0.49003,0.04706,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31039,24,0,486,467,1.0,0.50997,0.49003,0.04706,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3106,24,0,485,468,1.0,0.50892,0.49108,0.04715,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31081,24,0,485,468,1.0,0.50892,0.49108,0.04715,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31088,24,0,484,469,1.0,0.50787,0.49213,0.04724,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31096,24,0,484,469,1.0,0.50787,0.49213,0.04724,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31097,24,0,483,470,1.0,0.50682,0.49318,0.04734,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31098,24,0,483,470,1.0,0.50682,0.49318,0.04734,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3115,24,0,482,471,1.0,0.50577,0.49423,0.04743,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31202,24,0,482,471,1.0,0.50577,0.49423,0.04743,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3122,24,0,481,472,1.0,0.50472,0.49528,0.04752,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31238,24,0,481,472,1.0,0.50472,0.49528,0.04752,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31278,24,0,480,473,1.0,0.50367,0.49633,0.04762,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31317,24,0,480,473,1.0,0.50367,0.49633,0.04762,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31317,24,0,479,474,1.0,0.50262,0.49738,0.04771,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31318,24,0,479,474,1.0,0.50262,0.49738,0.04771,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31327,24,0,477,476,1.0,0.50052,0.49948,0.0479,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31337,24,0,477,476,1.0,0.50052,0.49948,0.0479,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31346,24,0,476,477,1.0,0.49948,0.50052,0.048,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31354,24,0,476,477,1.0,0.49948,0.50052,0.048,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31373,24,0,475,478,1.0,0.49843,0.50157,0.0481,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31392,24,0,475,478,1.0,0.49843,0.50157,0.0481,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31407,24,0,474,479,1.0,0.49738,0.50262,0.04819,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31422,24,0,474,479,1.0,0.49738,0.50262,0.04819,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31423,24,0,473,480,1.0,0.49633,0.50367,0.04829,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31424,24,0,473,480,1.0,0.49633,0.50367,0.04829,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31433,24,0,472,481,1.0,0.49528,0.50472,0.04839,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31441,24,0,472,481,1.0,0.49528,0.50472,0.04839,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31463,24,0,471,482,1.0,0.49423,0.50577,0.04848,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31484,24,0,471,482,1.0,0.49423,0.50577,0.04848,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31505,24,0,470,483,1.0,0.49318,0.50682,0.04858,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31525,24,0,470,483,1.0,0.49318,0.50682,0.04858,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31598,24,0,469,484,1.0,0.49213,0.50787,0.04868,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31671,24,0,469,484,1.0,0.49213,0.50787,0.04868,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31679,24,0,468,485,1.0,0.49108,0.50892,0.04878,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31687,24,0,468,485,1.0,0.49108,0.50892,0.04878,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31732,24,0,467,486,1.0,0.49003,0.50997,0.04888,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31778,24,0,467,486,1.0,0.49003,0.50997,0.04888,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31808,24,0,466,487,1.0,0.48898,0.51102,0.04898,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31839,24,0,466,487,1.0,0.48898,0.51102,0.04898,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31858,24,0,465,488,1.0,0.48793,0.51207,0.04908,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31878,24,0,465,488,1.0,0.48793,0.51207,0.04908,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3192,24,0,464,489,1.0,0.48688,0.51312,0.04918,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31961,24,0,464,489,1.0,0.48688,0.51312,0.04918,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31962,24,0,463,490,1.0,0.48583,0.51417,0.04928,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31963,24,0,463,490,1.0,0.48583,0.51417,0.04928,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3198,24,0,462,491,1.0,0.48478,0.51522,0.04938,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.31998,24,0,462,491,1.0,0.48478,0.51522,0.04938,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32033,24,0,461,492,1.0,0.48374,0.51626,0.04948,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32068,24,0,461,492,1.0,0.48374,0.51626,0.04948,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32077,24,0,460,493,1.0,0.48269,0.51731,0.04959,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32086,24,0,460,493,1.0,0.48269,0.51731,0.04959,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3209,24,0,459,494,1.0,0.48164,0.51836,0.04969,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32094,24,0,459,494,1.0,0.48164,0.51836,0.04969,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32104,24,0,458,495,1.0,0.48059,0.51941,0.04979,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32113,24,0,458,495,1.0,0.48059,0.51941,0.04979,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32129,24,0,457,496,1.0,0.47954,0.52046,0.0499,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32144,24,0,457,496,1.0,0.47954,0.52046,0.0499,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32145,24,0,456,497,1.0,0.47849,0.52151,0.05,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32146,24,0,456,497,1.0,0.47849,0.52151,0.05,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32158,24,0,455,498,1.0,0.47744,0.52256,0.0501,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32169,24,0,455,498,1.0,0.47744,0.52256,0.0501,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32179,24,0,454,499,1.0,0.47639,0.52361,0.05021,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32189,24,0,454,499,1.0,0.47639,0.52361,0.05021,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32198,24,0,453,500,1.0,0.47534,0.52466,0.05031,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32207,24,0,453,500,1.0,0.47534,0.52466,0.05031,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3221,24,0,452,501,1.0,0.47429,0.52571,0.05042,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32212,24,0,452,501,1.0,0.47429,0.52571,0.05042,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32215,24,0,451,502,1.0,0.47324,0.52676,0.05053,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32219,24,0,451,502,1.0,0.47324,0.52676,0.05053,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32262,24,0,450,503,1.0,0.47219,0.52781,0.05063,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32306,24,0,450,503,1.0,0.47219,0.52781,0.05063,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3232,24,0,449,504,1.0,0.47114,0.52886,0.05074,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32334,24,0,449,504,1.0,0.47114,0.52886,0.05074,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3234,24,0,448,505,1.0,0.47009,0.52991,0.05085,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32346,24,0,448,505,1.0,0.47009,0.52991,0.05085,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3235,24,0,447,506,1.0,0.46905,0.53095,0.05096,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32354,24,0,447,506,1.0,0.46905,0.53095,0.05096,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32383,24,0,446,507,1.0,0.468,0.532,0.05106,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32412,24,0,446,507,1.0,0.468,0.532,0.05106,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32451,24,0,445,508,1.0,0.46695,0.53305,0.05117,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3249,24,0,445,508,1.0,0.46695,0.53305,0.05117,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32517,24,0,444,509,1.0,0.4659,0.5341,0.05128,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32544,24,0,444,509,1.0,0.4659,0.5341,0.05128,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3256,24,0,443,510,1.0,0.46485,0.53515,0.05139,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32576,24,0,443,510,1.0,0.46485,0.53515,0.05139,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32586,24,0,442,511,1.0,0.4638,0.5362,0.0515,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32597,24,0,442,511,1.0,0.4638,0.5362,0.0515,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32665,24,0,441,512,1.0,0.46275,0.53725,0.05161,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32733,24,0,441,512,1.0,0.46275,0.53725,0.05161,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32736,24,0,440,513,1.0,0.4617,0.5383,0.05172,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3274,24,0,440,513,1.0,0.4617,0.5383,0.05172,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32775,24,0,439,514,1.0,0.46065,0.53935,0.05184,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3281,24,0,439,514,1.0,0.46065,0.53935,0.05184,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32831,24,0,438,515,1.0,0.4596,0.5404,0.05195,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32852,24,0,438,515,1.0,0.4596,0.5404,0.05195,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32862,24,0,437,516,1.0,0.45855,0.54145,0.05206,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32871,24,0,437,516,1.0,0.45855,0.54145,0.05206,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32876,24,0,436,517,1.0,0.4575,0.5425,0.05217,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32882,24,0,436,517,1.0,0.4575,0.5425,0.05217,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32907,24,0,435,518,1.0,0.45645,0.54355,0.05229,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32932,24,0,435,518,1.0,0.45645,0.54355,0.05229,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32954,24,0,434,519,1.0,0.4554,0.5446,0.0524,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.32975,24,0,434,519,1.0,0.4554,0.5446,0.0524,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33015,24,0,433,520,1.0,0.45435,0.54565,0.05252,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33055,24,0,433,520,1.0,0.45435,0.54565,0.05252,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33092,24,0,432,521,1.0,0.45331,0.54669,0.05263,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3313,24,0,432,521,1.0,0.45331,0.54669,0.05263,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33166,24,0,431,522,1.0,0.45226,0.54774,0.05275,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33203,24,0,431,522,1.0,0.45226,0.54774,0.05275,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3323,24,0,430,523,1.0,0.45121,0.54879,0.05286,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33257,24,0,430,523,1.0,0.45121,0.54879,0.05286,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33268,24,0,429,524,1.0,0.45016,0.54984,0.05298,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33279,24,0,429,524,1.0,0.45016,0.54984,0.05298,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33281,24,0,428,525,1.0,0.44911,0.55089,0.0531,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33283,24,0,428,525,1.0,0.44911,0.55089,0.0531,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33301,24,0,427,526,1.0,0.44806,0.55194,0.05322,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33319,24,0,427,526,1.0,0.44806,0.55194,0.05322,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33364,24,0,426,527,1.0,0.44701,0.55299,0.05333,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33409,24,0,426,527,1.0,0.44701,0.55299,0.05333,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33424,24,0,425,528,1.0,0.44596,0.55404,0.05345,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3344,24,0,425,528,1.0,0.44596,0.55404,0.05345,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33446,24,0,424,529,1.0,0.44491,0.55509,0.05357,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33453,24,0,424,529,1.0,0.44491,0.55509,0.05357,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33468,24,0,423,530,1.0,0.44386,0.55614,0.05369,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33482,24,0,423,530,1.0,0.44386,0.55614,0.05369,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33557,24,0,422,531,1.0,0.44281,0.55719,0.05381,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33632,24,0,422,531,1.0,0.44281,0.55719,0.05381,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3364,24,0,421,532,1.0,0.44176,0.55824,0.05393,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33648,24,0,421,532,1.0,0.44176,0.55824,0.05393,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33696,24,0,420,533,1.0,0.44071,0.55929,0.05405,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33743,24,0,420,533,1.0,0.44071,0.55929,0.05405,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33778,24,0,419,534,1.0,0.43966,0.56034,0.05418,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33813,24,0,419,534,1.0,0.43966,0.56034,0.05418,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33814,24,0,418,535,1.0,0.43861,0.56139,0.0543,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33816,24,0,418,535,1.0,0.43861,0.56139,0.0543,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33819,24,0,417,536,1.0,0.43757,0.56243,0.05442,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33822,24,0,417,536,1.0,0.43757,0.56243,0.05442,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33865,24,0,416,537,1.0,0.43652,0.56348,0.05455,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33908,24,0,416,537,1.0,0.43652,0.56348,0.05455,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33909,24,0,415,538,1.0,0.43547,0.56453,0.05467,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3391,24,0,415,538,1.0,0.43547,0.56453,0.05467,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33924,24,0,414,539,1.0,0.43442,0.56558,0.05479,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33938,24,0,414,539,1.0,0.43442,0.56558,0.05479,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33946,24,0,413,540,1.0,0.43337,0.56663,0.05492,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33955,24,0,413,540,1.0,0.43337,0.56663,0.05492,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33963,24,0,412,541,1.0,0.43232,0.56768,0.05505,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33971,24,0,412,541,1.0,0.43232,0.56768,0.05505,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.3398,24,0,411,542,1.0,0.43127,0.56873,0.05517,1.0,4,1.0,4
axis_accel_std_total_g,near_miss,0.33988,24,0,411,542,1.0,0.43127,0.56873,0.05517,1.0,4,1.0,4
