feature,target_label,threshold,tp,fn,fp,tn,window_sensitivity,window_false_positive_rate,window_specificity,window_precision,event_detection_rate,target_event_count,normal_recording_false_alarm_rate,normal_recording_count
accel_max_g,near_miss,1.2421,24,0,664,289,1.0,0.69675,0.30325,0.03488,1.0,4,1.0,4
accel_max_g,near_miss,1.24211,24,0,663,290,1.0,0.6957,0.3043,0.03493,1.0,4,1.0,4
accel_max_g,near_miss,1.24212,24,0,663,290,1.0,0.6957,0.3043,0.03493,1.0,4,1.0,4
accel_max_g,near_miss,1.2429,24,0,662,291,1.0,0.69465,0.30535,0.03499,1.0,4,1.0,4
accel_max_g,near_miss,1.24369,24,0,662,291,1.0,0.69465,0.30535,0.03499,1.0,4,1.0,4
accel_max_g,near_miss,1.24491,24,0,660,293,1.0,0.69255,0.30745,0.03509,1.0,4,1.0,4
accel_max_g,near_miss,1.24613,24,0,660,293,1.0,0.69255,0.30745,0.03509,1.0,4,1.0,4
accel_max_g,near_miss,1.2471,24,0,658,295,1.0,0.69045,0.30955,0.03519,1.0,4,1.0,4
accel_max_g,near_miss,1.24808,24,0,658,295,1.0,0.69045,0.30955,0.03519,1.0,4,1.0,4
accel_max_g,near_miss,1.24851,24,0,657,296,1.0,0.6894,0.3106,0.03524,1.0,4,1.0,4
accel_max_g,near_miss,1.24893,24,0,657,296,1.0,0.6894,0.3106,0.03524,1.0,4,1.0,4
accel_max_g,near_miss,1.24905,24,0,655,298,1.0,0.6873,0.3127,0.03535,1.0,4,1.0,4
accel_max_g,near_miss,1.24917,24,0,655,298,1.0,0.6873,0.3127,0.03535,1.0,4,1.0,4
accel_max_g,near_miss,1.24927,24,0,654,299,1.0,0.68625,0.31375,0.0354,1.0,4,1.0,4
accel_max_g,near_miss,1.24937,24,0,654,299,1.0,0.68625,0.31375,0.0354,1.0,4,1.0,4
accel_max_g,near_miss,1.24954,24,0,653,300,1.0,0.6852,0.3148,0.03545,1.0,4,1.0,4
accel_max_g,near_miss,1.2497,24,0,653,300,1.0,0.6852,0.3148,0.03545,1.0,4,1.0,4
accel_max_g,near_miss,1.24997,24,0,652,301,1.0,0.68416,0.31584,0.0355,1.0,4,1.0,4
accel_max_g,near_miss,1.25024,24,0,652,301,1.0,0.68416,0.31584,0.0355,1.0,4,1.0,4
accel_max_g,near_miss,1.25062,24,0,650,303,1.0,0.68206,0.31794,0.03561,1.0,4,1.0,4
accel_max_g,near_miss,1.251,24,0,650,303,1.0,0.68206,0.31794,0.03561,1.0,4,1.0,4
accel_max_g,near_miss,1.2515,24,0,648,305,1.0,0.67996,0.32004,0.03571,1.0,4,1.0,4
accel_max_g,near_miss,1.252,24,0,648,305,1.0,0.67996,0.32004,0.03571,1.0,4,1.0,4
accel_max_g,near_miss,1.25351,24,0,646,307,1.0,0.67786,0.32214,0.03582,1.0,4,1.0,4
accel_max_g,near_miss,1.25501,24,0,646,307,1.0,0.67786,0.32214,0.03582,1.0,4,1.0,4
accel_max_g,near_miss,1.25506,24,0,645,308,1.0,0.67681,0.32319,0.03587,1.0,4,1.0,4
accel_max_g,near_miss,1.25511,24,0,645,308,1.0,0.67681,0.32319,0.03587,1.0,4,1.0,4
accel_max_g,near_miss,1.25521,24,0,643,310,1.0,0.67471,0.32529,0.03598,1.0,4,1.0,4
accel_max_g,near_miss,1.2553,24,0,643,310,1.0,0.67471,0.32529,0.03598,1.0,4,1.0,4
accel_max_g,near_miss,1.25549,24,0,641,312,1.0,0.67261,0.32739,0.03609,1.0,4,1.0,4
accel_max_g,near_miss,1.25567,24,0,641,312,1.0,0.67261,0.32739,0.03609,1.0,4,1.0,4
accel_max_g,near_miss,1.2557,24,0,639,314,1.0,0.67051,0.32949,0.0362,1.0,4,1.0,4
accel_max_g,near_miss,1.25573,24,0,639,314,1.0,0.67051,0.32949,0.0362,1.0,4,1.0,4
accel_max_g,near_miss,1.25598,24,0,638,315,1.0,0.66946,0.33054,0.03625,1.0,4,1.0,4
accel_max_g,near_miss,1.25623,24,0,638,315,1.0,0.66946,0.33054,0.03625,1.0,4,1.0,4
accel_max_g,near_miss,1.2566,24,0,636,317,1.0,0.66737,0.33263,0.03636,1.0,4,1.0,4
accel_max_g,near_miss,1.25698,24,0,636,317,1.0,0.66737,0.33263,0.03636,1.0,4,1.0,4
accel_max_g,near_miss,1.257,24,0,634,319,1.0,0.66527,0.33473,0.03647,1.0,4,1.0,4
accel_max_g,near_miss,1.25702,24,0,634,319,1.0,0.66527,0.33473,0.03647,1.0,4,1.0,4
accel_max_g,near_miss,1.25718,24,0,632,321,1.0,0.66317,0.33683,0.03659,1.0,4,1.0,4
accel_max_g,near_miss,1.25734,24,0,632,321,1.0,0.66317,0.33683,0.03659,1.0,4,1.0,4
accel_max_g,near_miss,1.25736,24,0,630,323,1.0,0.66107,0.33893,0.0367,1.0,4,1.0,4
accel_max_g,near_miss,1.25737,24,0,630,323,1.0,0.66107,0.33893,0.0367,1.0,4,1.0,4
accel_max_g,near_miss,1.25794,24,0,629,324,1.0,0.66002,0.33998,0.03675,1.0,4,1.0,4
accel_max_g,near_miss,1.25851,24,0,629,324,1.0,0.66002,0.33998,0.03675,1.0,4,1.0,4
accel_max_g,near_miss,1.25868,24,0,627,326,1.0,0.65792,0.34208,0.03687,1.0,4,1.0,4
accel_max_g,near_miss,1.25884,24,0,627,326,1.0,0.65792,0.34208,0.03687,1.0,4,1.0,4
accel_max_g,near_miss,1.25923,24,0,626,327,1.0,0.65687,0.34313,0.03692,1.0,4,1.0,4
accel_max_g,near_miss,1.25963,24,0,626,327,1.0,0.65687,0.34313,0.03692,1.0,4,1.0,4
accel_max_g,near_miss,1.2601,24,0,625,328,1.0,0.65582,0.34418,0.03698,1.0,4,1.0,4
accel_max_g,near_miss,1.26056,24,0,625,328,1.0,0.65582,0.34418,0.03698,1.0,4,1.0,4
accel_max_g,near_miss,1.26062,24,0,623,330,1.0,0.65373,0.34627,0.03709,1.0,4,1.0,4
accel_max_g,near_miss,1.26068,24,0,623,330,1.0,0.65373,0.34627,0.03709,1.0,4,1.0,4
accel_max_g,near_miss,1.26112,24,0,622,331,1.0,0.65268,0.34732,0.03715,1.0,4,1.0,4
accel_max_g,near_miss,1.26157,24,0,622,331,1.0,0.65268,0.34732,0.03715,1.0,4,1.0,4
accel_max_g,near_miss,1.26166,24,0,621,332,1.0,0.65163,0.34837,0.03721,1.0,4,1.0,4
accel_max_g,near_miss,1.26175,24,0,621,332,1.0,0.65163,0.34837,0.03721,1.0,4,1.0,4
accel_max_g,near_miss,1.26202,24,0,619,334,1.0,0.64953,0.35047,0.03733,1.0,4,1.0,4
accel_max_g,near_miss,1.26229,24,0,619,334,1.0,0.64953,0.35047,0.03733,1.0,4,1.0,4
accel_max_g,near_miss,1.26244,24,0,618,335,1.0,0.64848,0.35152,0.03738,1.0,4,1.0,4
accel_max_g,near_miss,1.26259,24,0,618,335,1.0,0.64848,0.35152,0.03738,1.0,4,1.0,4
accel_max_g,near_miss,1.26308,24,0,617,336,1.0,0.64743,0.35257,0.03744,1.0,4,1.0,4
accel_max_g,near_miss,1.26357,24,0,617,336,1.0,0.64743,0.35257,0.03744,1.0,4,1.0,4
accel_max_g,near_miss,1.26476,24,0,616,337,1.0,0.64638,0.35362,0.0375,1.0,4,1.0,4
accel_max_g,near_miss,1.26595,24,0,616,337,1.0,0.64638,0.35362,0.0375,1.0,4,1.0,4
accel_max_g,near_miss,1.26671,24,0,615,338,1.0,0.64533,0.35467,0.03756,1.0,4,1.0,4
accel_max_g,near_miss,1.26747,24,0,615,338,1.0,0.64533,0.35467,0.03756,1.0,4,1.0,4
accel_max_g,near_miss,1.2675,24,0,614,339,1.0,0.64428,0.35572,0.03762,1.0,4,1.0,4
accel_max_g,near_miss,1.26752,24,0,614,339,1.0,0.64428,0.35572,0.03762,1.0,4,1.0,4
accel_max_g,near_miss,1.26766,24,0,613,340,1.0,0.64323,0.35677,0.03768,1.0,4,1.0,4
accel_max_g,near_miss,1.26779,24,0,613,340,1.0,0.64323,0.35677,0.03768,1.0,4,1.0,4
accel_max_g,near_miss,1.26788,24,0,612,341,1.0,0.64218,0.35782,0.03774,1.0,4,1.0,4
accel_max_g,near_miss,1.26796,24,0,612,341,1.0,0.64218,0.35782,0.03774,1.0,4,1.0,4
accel_max_g,near_miss,1.26813,24,0,611,342,1.0,0.64113,0.35887,0.0378,1.0,4,1.0,4
accel_max_g,near_miss,1.2683,24,0,611,342,1.0,0.64113,0.35887,0.0378,1.0,4,1.0,4
accel_max_g,near_miss,1.26845,24,0,609,344,1.0,0.63903,0.36097,0.03791,1.0,4,1.0,4
accel_max_g,near_miss,1.2686,24,0,609,344,1.0,0.63903,0.36097,0.03791,1.0,4,1.0,4
accel_max_g,near_miss,1.26904,24,0,608,345,1.0,0.63799,0.36201,0.03797,1.0,4,1.0,4
accel_max_g,near_miss,1.26949,24,0,608,345,1.0,0.63799,0.36201,0.03797,1.0,4,1.0,4
accel_max_g,near_miss,1.26974,24,0,606,347,1.0,0.63589,0.36411,0.0381,1.0,4,1.0,4
accel_max_g,near_miss,1.27,24,0,606,347,1.0,0.63589,0.36411,0.0381,1.0,4,1.0,4
accel_max_g,near_miss,1.27,24,0,605,348,1.0,0.63484,0.36516,0.03816,1.0,4,1.0,4
accel_max_g,near_miss,1.27001,24,0,605,348,1.0,0.63484,0.36516,0.03816,1.0,4,1.0,4
accel_max_g,near_miss,1.27002,24,0,604,349,1.0,0.63379,0.36621,0.03822,1.0,4,1.0,4
accel_max_g,near_miss,1.27004,24,0,604,349,1.0,0.63379,0.36621,0.03822,1.0,4,1.0,4
accel_max_g,near_miss,1.27017,24,0,603,350,1.0,0.63274,0.36726,0.03828,1.0,4,1.0,4
accel_max_g,near_miss,1.2703,24,0,603,350,1.0,0.63274,0.36726,0.03828,1.0,4,1.0,4
accel_max_g,near_miss,1.2708,24,0,601,352,1.0,0.63064,0.36936,0.0384,1.0,4,1.0,4
accel_max_g,near_miss,1.2713,24,0,601,352,1.0,0.63064,0.36936,0.0384,1.0,4,1.0,4
accel_max_g,near_miss,1.27196,24,0,600,353,1.0,0.62959,0.37041,0.03846,1.0,4,1.0,4
accel_max_g,near_miss,1.27261,24,0,600,353,1.0,0.62959,0.37041,0.03846,1.0,4,1.0,4
accel_max_g,near_miss,1.27288,24,0,599,354,1.0,0.62854,0.37146,0.03852,1.0,4,1.0,4
accel_max_g,near_miss,1.27315,24,0,599,354,1.0,0.62854,0.37146,0.03852,1.0,4,1.0,4
accel_max_g,near_miss,1.27339,24,0,598,355,1.0,0.62749,0.37251,0.03859,1.0,4,1.0,4
accel_max_g,near_miss,1.27363,24,0,598,355,1.0,0.62749,0.37251,0.03859,1.0,4,1.0,4
accel_max_g,near_miss,1.27442,24,0,596,357,1.0,0.62539,0.37461,0.03871,1.0,4,1.0,4
accel_max_g,near_miss,1.27521,24,0,596,357,1.0,0.62539,0.37461,0.03871,1.0,4,1.0,4
accel_max_g,near_miss,1.27523,24,0,595,358,1.0,0.62434,0.37566,0.03877,1.0,4,1.0,4
accel_max_g,near_miss,1.27525,24,0,595,358,1.0,0.62434,0.37566,0.03877,1.0,4,1.0,4
accel_max_g,near_miss,1.27551,24,0,594,359,1.0,0.62329,0.37671,0.03883,1.0,4,1.0,4
accel_max_g,near_miss,1.27577,24,0,594,359,1.0,0.62329,0.37671,0.03883,1.0,4,1.0,4
accel_max_g,near_miss,1.27684,24,0,592,361,1.0,0.6212,0.3788,0.03896,1.0,4,1.0,4
accel_max_g,near_miss,1.27791,24,0,592,361,1.0,0.6212,0.3788,0.03896,1.0,4,1.0,4
accel_max_g,near_miss,1.27832,24,0,590,363,1.0,0.6191,0.3809,0.03909,1.0,4,1.0,4
accel_max_g,near_miss,1.27873,24,0,590,363,1.0,0.6191,0.3809,0.03909,1.0,4,1.0,4
accel_max_g,near_miss,1.27886,24,0,589,364,1.0,0.61805,0.38195,0.03915,1.0,4,1.0,4
accel_max_g,near_miss,1.27899,24,0,589,364,1.0,0.61805,0.38195,0.03915,1.0,4,1.0,4
accel_max_g,near_miss,1.28001,24,0,587,366,1.0,0.61595,0.38405,0.03928,1.0,4,1.0,4
accel_max_g,near_miss,1.28103,24,0,587,366,1.0,0.61595,0.38405,0.03928,1.0,4,1.0,4
accel_max_g,near_miss,1.2815,24,0,585,368,1.0,0.61385,0.38615,0.03941,1.0,4,1.0,4
accel_max_g,near_miss,1.28196,24,0,585,368,1.0,0.61385,0.38615,0.03941,1.0,4,1.0,4
accel_max_g,near_miss,1.28212,24,0,584,369,1.0,0.6128,0.3872,0.03947,1.0,4,1.0,4
accel_max_g,near_miss,1.28229,24,0,584,369,1.0,0.6128,0.3872,0.03947,1.0,4,1.0,4
accel_max_g,near_miss,1.28286,24,0,582,371,1.0,0.6107,0.3893,0.0396,1.0,4,1.0,4
accel_max_g,near_miss,1.28342,24,0,582,371,1.0,0.6107,0.3893,0.0396,1.0,4,1.0,4
accel_max_g,near_miss,1.2838,24,0,580,373,1.0,0.6086,0.3914,0.03974,1.0,4,1.0,4
accel_max_g,near_miss,1.28417,24,0,580,373,1.0,0.6086,0.3914,0.03974,1.0,4,1.0,4
accel_max_g,near_miss,1.28486,24,0,578,375,1.0,0.60651,0.39349,0.03987,1.0,4,1.0,4
accel_max_g,near_miss,1.28556,24,0,578,375,1.0,0.60651,0.39349,0.03987,1.0,4,1.0,4
accel_max_g,near_miss,1.2857,24,0,576,377,1.0,0.60441,0.39559,0.04,1.0,4,1.0,4
accel_max_g,near_miss,1.28583,24,0,576,377,1.0,0.60441,0.39559,0.04,1.0,4,1.0,4
accel_max_g,near_miss,1.28584,24,0,575,378,1.0,0.60336,0.39664,0.04007,1.0,4,1.0,4
accel_max_g,near_miss,1.28585,24,0,575,378,1.0,0.60336,0.39664,0.04007,1.0,4,1.0,4
accel_max_g,near_miss,1.28676,24,0,574,379,1.0,0.60231,0.39769,0.04013,1.0,4,1.0,4
accel_max_g,near_miss,1.28767,24,0,574,379,1.0,0.60231,0.39769,0.04013,1.0,4,1.0,4
accel_max_g,near_miss,1.28774,24,0,573,380,1.0,0.60126,0.39874,0.0402,1.0,4,1.0,4
accel_max_g,near_miss,1.28781,24,0,573,380,1.0,0.60126,0.39874,0.0402,1.0,4,1.0,4
accel_max_g,near_miss,1.28903,24,0,572,381,1.0,0.60021,0.39979,0.04027,1.0,4,1.0,4
accel_max_g,near_miss,1.29025,24,0,572,381,1.0,0.60021,0.39979,0.04027,1.0,4,1.0,4
accel_max_g,near_miss,1.29027,24,0,571,382,1.0,0.59916,0.40084,0.04034,1.0,4,1.0,4
accel_max_g,near_miss,1.2903,24,0,571,382,1.0,0.59916,0.40084,0.04034,1.0,4,1.0,4
accel_max_g,near_miss,1.29044,24,0,569,384,1.0,0.59706,0.40294,0.04047,1.0,4,1.0,4
accel_max_g,near_miss,1.29058,24,0,569,384,1.0,0.59706,0.40294,0.04047,1.0,4,1.0,4
accel_max_g,near_miss,1.2908,24,0,568,385,1.0,0.59601,0.40399,0.04054,1.0,4,1.0,4
accel_max_g,near_miss,1.29102,24,0,568,385,1.0,0.59601,0.40399,0.04054,1.0,4,1.0,4
accel_max_g,near_miss,1.29119,24,0,566,387,1.0,0.59391,0.40609,0.04068,1.0,4,1.0,4
accel_max_g,near_miss,1.29136,24,0,566,387,1.0,0.59391,0.40609,0.04068,1.0,4,1.0,4
accel_max_g,near_miss,1.29176,24,0,564,389,1.0,0.59182,0.40818,0.04082,1.0,4,1.0,4
accel_max_g,near_miss,1.29217,24,0,564,389,1.0,0.59182,0.40818,0.04082,1.0,4,1.0,4
accel_max_g,near_miss,1.29224,24,0,562,391,1.0,0.58972,0.41028,0.04096,1.0,4,1.0,4
accel_max_g,near_miss,1.2923,24,0,562,391,1.0,0.58972,0.41028,0.04096,1.0,4,1.0,4
accel_max_g,near_miss,1.2927,24,0,560,393,1.0,0.58762,0.41238,0.0411,1.0,4,1.0,4
accel_max_g,near_miss,1.29309,24,0,560,393,1.0,0.58762,0.41238,0.0411,1.0,4,1.0,4
accel_max_g,near_miss,1.29312,24,0,559,394,1.0,0.58657,0.41343,0.04117,1.0,4,1.0,4
accel_max_g,near_miss,1.29314,24,0,559,394,1.0,0.58657,0.41343,0.04117,1.0,4,1.0,4
accel_max_g,near_miss,1.29342,24,0,558,395,1.0,0.58552,0.41448,0.04124,1.0,4,1.0,4
accel_max_g,near_miss,1.29369,24,0,558,395,1.0,0.58552,0.41448,0.04124,1.0,4,1.0,4
accel_max_g,near_miss,1.29386,24,0,556,397,1.0,0.58342,0.41658,0.04138,1.0,4,1.0,4
accel_max_g,near_miss,1.29402,24,0,556,397,1.0,0.58342,0.41658,0.04138,1.0,4,1.0,4
accel_max_g,near_miss,1.29408,24,0,554,399,1.0,0.58132,0.41868,0.04152,1.0,4,1.0,4
accel_max_g,near_miss,1.29415,24,0,554,399,1.0,0.58132,0.41868,0.04152,1.0,4,1.0,4
accel_max_g,near_miss,1.29508,24,0,553,400,1.0,0.58027,0.41973,0.04159,1.0,4,1.0,4
accel_max_g,near_miss,1.296,24,0,553,400,1.0,0.58027,0.41973,0.04159,1.0,4,1.0,4
accel_max_g,near_miss,1.29615,24,0,552,401,1.0,0.57922,0.42078,0.04167,1.0,4,1.0,4
accel_max_g,near_miss,1.2963,24,0,552,401,1.0,0.57922,0.42078,0.04167,1.0,4,1.0,4
accel_max_g,near_miss,1.29713,24,0,551,402,1.0,0.57817,0.42183,0.04174,1.0,4,1.0,4
accel_max_g,near_miss,1.29796,24,0,551,402,1.0,0.57817,0.42183,0.04174,1.0,4,1.0,4
accel_max_g,near_miss,1.29804,24,0,549,404,1.0,0.57608,0.42392,0.04188,1.0,4,1.0,4
accel_max_g,near_miss,1.29812,24,0,549,404,1.0,0.57608,0.42392,0.04188,1.0,4,1.0,4
accel_max_g,near_miss,1.2983,24,0,548,405,1.0,0.57503,0.42497,0.04196,1.0,4,1.0,4
accel_max_g,near_miss,1.29849,24,0,548,405,1.0,0.57503,0.42497,0.04196,1.0,4,1.0,4
accel_max_g,near_miss,1.2986,24,0,546,407,1.0,0.57293,0.42707,0.04211,1.0,4,1.0,4
accel_max_g,near_miss,1.2987,24,0,546,407,1.0,0.57293,0.42707,0.04211,1.0,4,1.0,4
accel_max_g,near_miss,1.29922,24,0,544,409,1.0,0.57083,0.42917,0.04225,1.0,4,1.0,4
accel_max_g,near_miss,1.29974,24,0,544,409,1.0,0.57083,0.42917,0.04225,1.0,4,1.0,4
accel_max_g,near_miss,1.29995,24,0,543,410,1.0,0.56978,0.43022,0.04233,1.0,4,1.0,4
accel_max_g,near_miss,1.30016,24,0,543,410,1.0,0.56978,0.43022,0.04233,1.0,4,1.0,4
accel_max_g,near_miss,1.30094,24,0,542,411,1.0,0.56873,0.43127,0.0424,1.0,4,1.0,4
accel_max_g,near_miss,1.30173,24,0,542,411,1.0,0.56873,0.43127,0.0424,1.0,4,1.0,4
accel_max_g,near_miss,1.30184,24,0,540,413,1.0,0.56663,0.43337,0.04255,1.0,4,1.0,4
accel_max_g,near_miss,1.30194,24,0,540,413,1.0,0.56663,0.43337,0.04255,1.0,4,1.0,4
accel_max_g,near_miss,1.30236,24,0,539,414,1.0,0.56558,0.43442,0.04263,1.0,4,1.0,4
accel_max_g,near_miss,1.30277,24,0,539,414,1.0,0.56558,0.43442,0.04263,1.0,4,1.0,4
accel_max_g,near_miss,1.30302,24,0,537,416,1.0,0.56348,0.43652,0.04278,1.0,4,1.0,4
accel_max_g,near_miss,1.30328,24,0,537,416,1.0,0.56348,0.43652,0.04278,1.0,4,1.0,4
accel_max_g,near_miss,1.30438,24,0,535,418,1.0,0.56139,0.43861,0.04293,1.0,4,1.0,4
accel_max_g,near_miss,1.30549,24,0,535,418,1.0,0.56139,0.43861,0.04293,1.0,4,1.0,4
accel_max_g,near_miss,1.30572,24,0,534,419,1.0,0.56034,0.43966,0.04301,1.0,4,1.0,4
accel_max_g,near_miss,1.30594,24,0,534,419,1.0,0.56034,0.43966,0.04301,1.0,4,1.0,4
accel_max_g,near_miss,1.30622,24,0,532,421,1.0,0.55824,0.44176,0.04317,1.0,4,1.0,4
accel_max_g,near_miss,1.3065,24,0,532,421,1.0,0.55824,0.44176,0.04317,1.0,4,1.0,4
accel_max_g,near_miss,1.30708,24,0,531,422,1.0,0.55719,0.44281,0.04324,1.0,4,1.0,4
accel_max_g,near_miss,1.30767,24,0,531,422,1.0,0.55719,0.44281,0.04324,1.0,4,1.0,4
accel_max_g,near_miss,1.3079,24,0,528,425,1.0,0.55404,0.44596,0.04348,1.0,4,1.0,4
accel_max_g,near_miss,1.30812,24,0,528,425,1.0,0.55404,0.44596,0.04348,1.0,4,1.0,4
accel_max_g,near_miss,1.30872,24,0,526,427,1.0,0.55194,0.44806,0.04364,1.0,4,1.0,4
accel_max_g,near_miss,1.30933,24,0,526,427,1.0,0.55194,0.44806,0.04364,1.0,4,1.0,4
accel_max_g,near_miss,1.30982,24,0,525,428,1.0,0.55089,0.44911,0.04372,1.0,4,1.0,4
accel_max_g,near_miss,1.31031,24,0,525,428,1.0,0.55089,0.44911,0.04372,1.0,4,1.0,4
accel_max_g,near_miss,1.31036,24,0,524,429,1.0,0.54984,0.45016,0.0438,1.0,4,1.0,4
accel_max_g,near_miss,1.31041,24,0,524,429,1.0,0.54984,0.45016,0.0438,1.0,4,1.0,4
accel_max_g,near_miss,1.31072,24,0,523,430,1.0,0.54879,0.45121,0.04388,1.0,4,1.0,4
accel_max_g,near_miss,1.31103,24,0,523,430,1.0,0.54879,0.45121,0.04388,1.0,4,1.0,4
accel_max_g,near_miss,1.31139,24,0,522,431,1.0,0.54774,0.45226,0.04396,1.0,4,1.0,4
accel_max_g,near_miss,1.31175,24,0,522,431,1.0,0.54774,0.45226,0.04396,1.0,4,1.0,4
accel_max_g,near_miss,1.31251,24,0,521,432,1.0,0.54669,0.45331,0.04404,1.0,4,1.0,4
accel_max_g,near_miss,1.31327,24,0,521,432,1.0,0.54669,0.45331,0.04404,1.0,4,1.0,4
accel_max_g,near_miss,1.3137,24,0,520,433,1.0,0.54565,0.45435,0.04412,1.0,4,1.0,4
accel_max_g,near_miss,1.31413,24,0,520,433,1.0,0.54565,0.45435,0.04412,1.0,4,1.0,4
accel_max_g,near_miss,1.31614,24,0,519,434,1.0,0.5446,0.4554,0.0442,1.0,4,1.0,4
accel_max_g,near_miss,1.31815,24,0,519,434,1.0,0.5446,0.4554,0.0442,1.0,4,1.0,4
accel_max_g,near_miss,1.31821,24,0,518,435,1.0,0.54355,0.45645,0.04428,1.0,4,1.0,4
accel_max_g,near_miss,1.31827,24,0,518,435,1.0,0.54355,0.45645,0.04428,1.0,4,1.0,4
accel_max_g,near_miss,1.31868,24,0,516,437,1.0,0.54145,0.45855,0.04444,1.0,4,1.0,4
accel_max_g,near_miss,1.31909,24,0,516,437,1.0,0.54145,0.45855,0.04444,1.0,4,1.0,4
accel_max_g,near_miss,1.3199,24,0,514,439,1.0,0.53935,0.46065,0.04461,1.0,4,1.0,4
accel_max_g,near_miss,1.32071,24,0,514,439,1.0,0.53935,0.46065,0.04461,1.0,4,1.0,4
accel_max_g,near_miss,1.32091,24,0,512,441,1.0,0.53725,0.46275,0.04478,1.0,4,1.0,4
accel_max_g,near_miss,1.32111,24,0,512,441,1.0,0.53725,0.46275,0.04478,1.0,4,1.0,4
accel_max_g,near_miss,1.32131,24,0,510,443,1.0,0.53515,0.46485,0.04494,1.0,4,1.0,4
accel_max_g,near_miss,1.32151,24,0,510,443,1.0,0.53515,0.46485,0.04494,1.0,4,1.0,4
accel_max_g,near_miss,1.32158,24,0,509,444,1.0,0.5341,0.4659,0.04503,1.0,4,1.0,4
accel_max_g,near_miss,1.32166,24,0,509,444,1.0,0.5341,0.4659,0.04503,1.0,4,1.0,4
accel_max_g,near_miss,1.32203,24,0,507,446,1.0,0.532,0.468,0.0452,1.0,4,1.0,4
accel_max_g,near_miss,1.3224,24,0,507,446,1.0,0.532,0.468,0.0452,1.0,4,1.0,4
accel_max_g,near_miss,1.32245,24,0,506,447,1.0,0.53095,0.46905,0.04528,1.0,4,1.0,4
accel_max_g,near_miss,1.3225,24,0,506,447,1.0,0.53095,0.46905,0.04528,1.0,4,1.0,4
accel_max_g,near_miss,1.32252,24,0,504,449,1.0,0.52886,0.47114,0.04545,1.0,4,1.0,4
accel_max_g,near_miss,1.32253,24,0,504,449,1.0,0.52886,0.47114,0.04545,1.0,4,1.0,4
accel_max_g,near_miss,1.3232,24,0,503,450,1.0,0.52781,0.47219,0.04554,1.0,4,1.0,4
accel_max_g,near_miss,1.32386,24,0,503,450,1.0,0.52781,0.47219,0.04554,1.0,4,1.0,4
accel_max_g,near_miss,1.32402,24,0,502,451,1.0,0.52676,0.47324,0.04563,1.0,4,1.0,4
accel_max_g,near_miss,1.32418,24,0,502,451,1.0,0.52676,0.47324,0.04563,1.0,4,1.0,4
accel_max_g,near_miss,1.32511,24,0,500,453,1.0,0.52466,0.47534,0.0458,1.0,4,1.0,4
accel_max_g,near_miss,1.32605,24,0,500,453,1.0,0.52466,0.47534,0.0458,1.0,4,1.0,4
accel_max_g,near_miss,1.3268,24,0,499,454,1.0,0.52361,0.47639,0.04589,1.0,4,1.0,4
accel_max_g,near_miss,1.32756,24,0,499,454,1.0,0.52361,0.47639,0.04589,1.0,4,1.0,4
accel_max_g,near_miss,1.32763,24,0,498,455,1.0,0.52256,0.47744,0.04598,1.0,4,1.0,4
accel_max_g,near_miss,1.3277,24,0,498,455,1.0,0.52256,0.47744,0.04598,1.0,4,1.0,4
accel_max_g,near_miss,1.32845,24,0,497,456,1.0,0.52151,0.47849,0.04607,1.0,4,1.0,4
accel_max_g,near_miss,1.3292,24,0,497,456,1.0,0.52151,0.47849,0.04607,1.0,4,1.0,4
accel_max_g,near_miss,1.32932,24,0,495,458,1.0,0.51941,0.48059,0.04624,1.0,4,1.0,4
accel_max_g,near_miss,1.32945,24,0,495,458,1.0,0.51941,0.48059,0.04624,1.0,4,1.0,4
accel_max_g,near_miss,1.33175,24,0,493,460,1.0,0.51731,0.48269,0.04642,1.0,4,1.0,4
accel_max_g,near_miss,1.33405,24,0,493,460,1.0,0.51731,0.48269,0.04642,1.0,4,1.0,4
accel_max_g,near_miss,1.3354,24,0,491,462,1.0,0.51522,0.48478,0.0466,1.0,4,1.0,4
accel_max_g,near_miss,1.33674,24,0,491,462,1.0,0.51522,0.48478,0.0466,1.0,4,1.0,4
accel_max_g,near_miss,1.33697,24,0,490,463,1.0,0.51417,0.48583,0.04669,1.0,4,1.0,4
accel_max_g,near_miss,1.33719,24,0,490,463,1.0,0.51417,0.48583,0.04669,1.0,4,1.0,4
accel_max_g,near_miss,1.33734,24,0,488,465,1.0,0.51207,0.48793,0.04688,1.0,4,1.0,4
accel_max_g,near_miss,1.33748,24,0,488,465,1.0,0.51207,0.48793,0.04688,1.0,4,1.0,4
accel_max_g,near_miss,1.33788,24,0,487,466,1.0,0.51102,0.48898,0.04697,1.0,4,1.0,4
accel_max_g,near_miss,1.33828,24,0,487,466,1.0,0.51102,0.48898,0.04697,1.0,4,1.0,4
accel_max_g,near_miss,1.33848,24,0,486,467,1.0,0.50997,0.49003,0.04706,1.0,4,1.0,4
accel_max_g,near_miss,1.33868,24,0,486,467,1.0,0.50997,0.49003,0.04706,1.0,4,1.0,4
accel_max_g,near_miss,1.33888,24,0,484,469,1.0,0.50787,0.49213,0.04724,1.0,4,1.0,4
accel_max_g,near_miss,1.33909,24,0,484,469,1.0,0.50787,0.49213,0.04724,1.0,4,1.0,4
accel_max_g,near_miss,1.33924,24,0,482,471,1.0,0.50577,0.49423,0.04743,1.0,4,1.0,4
