reliable_near_miss_correct,reliable_near_miss_tested,near_miss_false_possible_fall,reliable_falls_correct_possible_fall,reliable_falls_tested,reliable_incident_event_detection,reliable_incidents_tested,normal_false_event_positions,normal_positions_tested,workers_with_normal_false_event,normal_false_possible_fall_positions,workers_with_normal_false_possible_fall,normal_event_position_false_positive_rate,normal_possible_fall_position_false_positive_rate,final_posture_threshold_deg,final_late_gyro_threshold_dps,final_reliable_near_miss_correct,final_reliable_falls_correct,final_normal_false_event_positions,final_normal_false_possible_fall_positions,uncertain_ziqian_fall_state,uncertain_ziqian_fall_event_votes,final_event_threshold_event_peak_acceleration_g,final_event_threshold_event_peak_gyroscope_dps,final_event_threshold_event_peak_jerk_g_per_second,final_event_threshold_event_rotation_integral_deg
4,4,0,1,3,7,7,5,439,1,1,1,0.01139,0.002278,83.30649,80.10976,4,3,2,0,SAFE,0,3.281536,641.286497,67.407807,524.512582
