worker,source_file,recording_type,center_seconds,sequence_label,event_subtype,event_peak_acceleration_g,event_peak_gyroscope_dps,event_peak_jerk_g_per_second,event_rotation_integral_deg,posture_change_post_deg,posture_change_late_deg,post_accel_std_g,post_gyro_mean_dps,late_accel_std_g,late_gyro_mean_dps
kwanteng,KT_Normal.csv,normal_work,48.029,normal,normal_work,1.33868,152.70735,8.88577,129.30418,6.16736,6.92847,0.11986,63.42058,0.1263,64.15274
kwanteng,KT_Normal.csv,normal_work,49.029,normal,normal_work,1.2713,145.63161,5.63403,124.98517,1.18488,4.49144,0.11694,64.99455,0.13313,64.03199
kwanteng,KT_Normal.csv,normal_work,50.029,normal,normal_work,1.28556,145.63161,6.42559,139.38861,2.19305,3.24998,0.12852,62.10397,0.13251,65.2741
kwanteng,KT_Normal.csv,normal_work,51.029,normal,normal_work,1.28556,141.67309,6.42559,123.91553,3.36253,3.71749,0.12803,64.46808,0.12991,66.17246
kwanteng,KT_Normal.csv,normal_work,52.029,normal,normal_work,1.32166,102.81749,7.14623,120.26844,6.51975,5.85139,0.12771,64.44179,0.135,65.67322
kwanteng,KT_Normal.csv,normal_work,53.029,normal,normal_work,1.32166,144.93618,9.06502,122.66818,5.40734,5.91642,0.13394,64.38693,0.12343,67.21593
kwanteng,KT_Normal.csv,normal_work,54.029,normal,normal_work,1.31327,144.93618,9.06502,120.8141,8.30129,7.68588,0.12752,62.46211,0.12482,67.26928
kwanteng,KT_Normal.csv,normal_work,55.029,normal,normal_work,1.3292,136.24652,8.37117,122.16614,5.2248,5.15009,0.13769,68.4487,0.11513,57.58589
kwanteng,KT_Normal.csv,normal_work,56.029,normal,normal_work,1.34263,144.24162,5.54656,136.62318,2.11483,3.95147,0.12389,67.2573,0.11483,59.14686
kwanteng,KT_Normal.csv,normal_work,57.029,normal,normal_work,1.34263,144.24162,9.09989,127.61623,3.38031,3.44729,0.11721,66.21131,0.11541,64.7839
kwanteng,KT_Normal.csv,normal_work,58.029,normal,normal_work,1.30767,152.65738,9.09989,128.30756,2.06864,2.2496,0.12222,59.71881,0.10937,59.68174
kwanteng,KT_Normal.csv,normal_work,59.029,normal,normal_work,1.30767,152.65738,8.30614,141.86817,4.19785,3.6308,0.1156,58.86411,0.11466,60.47074
kwanteng,KT_Normal.csv,normal_work,60.029,normal,normal_work,1.29309,128.29517,6.05309,124.55901,2.1275,2.85051,0.11284,61.68628,0.11293,57.00356
kwanteng,KT_Normal.csv,normal_work,61.029,normal,normal_work,1.28417,119.81163,5.81761,116.79185,3.3291,2.08058,0.11529,63.38053,0.10043,56.83663
kwanteng,KT_Normal.csv,normal_work,62.029,normal,normal_work,1.28417,125.59741,7.62795,110.04658,1.29012,0.82825,0.11743,61.76952,0.10846,56.24522
kwanteng,KT_Normal.csv,normal_work,63.029,normal,normal_work,1.27899,155.07453,7.72331,127.21739,2.46824,1.25407,0.11626,58.36659,0.10798,58.21526
kwanteng,KT_Normal.csv,normal_work,64.029,normal,normal_work,1.29812,155.07453,7.72331,132.22193,1.01817,2.51788,0.09533,54.13921,0.12577,63.44773
kwanteng,KT_Normal.csv,normal_work,65.029,normal,normal_work,1.3225,137.43665,7.98824,103.01072,1.17457,2.90585,0.09837,53.63396,0.13433,65.31882
kwanteng,KT_Normal.csv,normal_work,66.029,normal,normal_work,1.3225,132.23743,7.98824,108.93679,2.59187,1.53197,0.11317,58.36267,0.12458,61.20576
kwanteng,KT_Normal.csv,normal_work,67.029,normal,normal_work,1.25024,132.23743,6.99213,120.59723,3.73943,4.65707,0.12178,62.72919,0.12631,56.5079
kwanteng,KT_Normal.csv,normal_work,68.029,normal,normal_work,1.28103,131.26772,8.66536,110.57599,1.62882,1.66408,0.12576,65.13597,0.12293,52.56528
kwanteng,KT_Normal.csv,normal_work,69.029,normal,normal_work,1.35218,133.27704,8.66536,111.06008,0.18762,1.1794,0.1318,64.00037,0.11892,54.34023
kwanteng,KT_Normal.csv,normal_work,70.029,normal,normal_work,1.35893,133.27704,5.03929,116.82331,3.024,0.34002,0.1207,58.81146,0.14122,60.1689
kwanteng,KT_Normal.csv,normal_work,71.029,normal,normal_work,1.35893,125.73848,5.03929,131.5292,1.26968,2.09074,0.12421,53.86643,0.13683,65.21341
kwanteng,KT_Normal.csv,normal_work,72.029,normal,normal_work,1.35712,133.54814,5.63368,129.79608,3.34213,2.02184,0.11448,52.58326,0.13552,68.98749
kwanteng,KT_Normal.csv,normal_work,73.029,normal,normal_work,1.35712,133.54814,5.98533,108.26119,4.1106,4.00342,0.13504,60.20137,0.11847,64.02374
kwanteng,KT_Normal.csv,normal_work,74.029,normal,normal_work,1.27363,97.80478,7.0208,101.90553,2.40257,2.02382,0.14012,68.42087,0.10488,62.16229
kwanteng,KT_Normal.csv,normal_work,75.029,normal,normal_work,1.27363,130.10375,7.0208,100.3971,1.38753,1.13265,0.13749,68.98363,0.11411,64.44352
kwanteng,KT_Normal.csv,normal_work,76.029,normal,normal_work,1.31031,130.10375,7.76638,112.63188,5.86874,9.13365,0.12257,60.52289,0.10067,63.16983
kwanteng,KT_Normal.csv,normal_work,77.029,normal,normal_work,1.39919,143.85311,7.76638,141.06231,3.19081,6.46313,0.108,62.13655,0.09139,53.80531
kwanteng,KT_Normal.csv,normal_work,78.029,normal,normal_work,1.39919,143.85311,7.04907,140.26592,1.1806,3.16323,0.10759,64.77858,0.07375,43.21677
kwanteng,KT_Normal.csv,normal_work,79.029,normal,normal_work,1.26747,153.31381,6.29982,123.22045,1.94599,0.65903,0.10801,68.47921,0.06228,40.54834
kwanteng,KT_Normal.csv,normal_work,80.029,normal,normal_work,1.20187,153.31381,6.29982,121.88134,3.12535,2.40594,0.09127,55.85227,0.07581,41.14294
kwanteng,KT_Normal.csv,normal_work,81.029,normal,normal_work,1.25511,128.77542,5.67153,124.18256,3.39699,2.91592,0.07932,46.09278,0.07822,42.83536
kwanteng,KT_Normal.csv,normal_work,82.029,normal,normal_work,1.25511,127.96389,5.67153,132.43522,3.0811,1.49111,0.0598,39.14753,0.07396,48.09159
kwanteng,KT_Normal.csv,normal_work,83.029,normal,normal_work,1.23471,127.96389,3.61645,109.18543,5.63217,6.3372,0.08069,42.9712,0.08042,52.35477
kwanteng,KT_Normal.csv,normal_work,84.029,normal,normal_work,1.12852,111.99517,4.67983,80.14835,6.09156,2.15577,0.07902,44.95152,0.07702,59.81955
kwanteng,KT_Normal.csv,normal_work,85.029,normal,normal_work,1.14496,111.99517,4.67983,69.23478,9.7479,2.69358,0.0786,44.80673,0.1405,70.79517
kwanteng,KT_Normal.csv,normal_work,86.029,normal,normal_work,1.20104,116.81452,7.42908,83.04598,3.41643,1.96081,0.07198,55.44464,0.14138,67.16411
kwanteng,KT_Normal.csv,normal_work,87.029,normal,normal_work,1.20104,116.81452,7.42908,94.35916,4.95864,1.90178,0.07899,59.86606,0.14523,66.35048
kwanteng,KT_Normal.csv,normal_work,88.029,normal,normal_work,1.18875,109.7391,6.39511,87.05139,2.6514,4.39959,0.12074,69.95405,0.12976,64.33417
kwanteng,KT_Normal.csv,normal_work,89.029,normal,normal_work,1.21017,114.77378,6.23114,109.65759,3.68038,3.72568,0.14514,66.50381,0.1253,62.64386
kwanteng,KT_Normal.csv,normal_work,90.029,normal,normal_work,1.26056,126.79484,6.23114,118.08313,6.52421,6.19545,0.15518,65.43044,0.11421,71.00107
kwanteng,KT_Normal.csv,normal_work,91.029,normal,normal_work,1.27,180.54128,6.02024,138.85378,5.25391,1.78955,0.12842,67.11486,0.11868,64.2034
kwanteng,KT_Normal.csv,normal_work,92.029,normal,normal_work,1.57899,180.54128,11.55385,143.6237,2.23536,2.12317,0.12639,62.87435,0.11316,59.17191
kwanteng,KT_Normal.csv,normal_work,93.029,normal,normal_work,1.57899,157.45661,11.55385,123.4998,1.65747,1.38753,0.1177,73.37624,0.1106,51.19016
kwanteng,KT_Normal.csv,normal_work,94.029,normal,normal_work,1.37832,157.45661,6.70886,125.94757,6.62748,6.06082,0.1144,65.36078,0.11543,48.7351
kwanteng,KT_Normal.csv,normal_work,95.029,normal,normal_work,1.39964,146.11954,6.99442,118.89699,3.43183,1.13932,0.11247,61.9531,0.12611,54.99788
kwanteng,KT_Normal.csv,normal_work,96.029,normal,normal_work,1.39964,175.43551,7.82491,141.74421,1.83053,2.59153,0.11249,48.13043,0.11755,56.10549
kwanteng,KT_Normal.csv,normal_work,97.029,normal,normal_work,1.29314,175.43551,7.82491,145.75607,3.82913,7.57104,0.12319,49.91805,0.11768,53.20519
kwanteng,KT_Normal.csv,normal_work,98.029,normal,normal_work,1.251,155.3523,7.15478,110.92237,4.53234,5.79693,0.12023,56.32485,0.11038,47.19357
kwanteng,KT_Normal.csv,normal_work,99.029,normal,normal_work,1.251,97.54722,8.82377,91.58134,2.63387,2.93943,0.12604,56.44545,0.11487,49.43093
kwanteng,KT_Normal.csv,normal_work,100.029,normal,normal_work,1.24893,133.43518,8.82377,98.85293,4.32408,3.87674,0.11652,56.44719,0.10755,46.7471
kwanteng,KT_Normal.csv,normal_work,101.029,normal,normal_work,1.30594,152.78798,6.49226,105.41251,5.06073,3.8571,0.10631,47.78695,0.0975,43.11901
kwanteng,KT_Normal.csv,normal_work,102.029,normal,normal_work,1.33719,162.27923,9.89403,112.15025,2.26307,1.87748,0.11598,49.55717,0.07847,44.84205
kwanteng,KT_Normal.csv,normal_work,103.029,normal,normal_work,1.33719,162.27923,9.89403,103.57535,2.73675,8.1008,0.11494,43.79977,0.09538,48.1379
kwanteng,KT_Normal.csv,normal_work,104.029,normal,normal_work,1.25573,124.46746,6.10553,96.62746,8.24639,9.0234,0.10026,45.99636,0.10587,48.86562
kwanteng,KT_Normal.csv,normal_work,105.029,normal,normal_work,1.26259,141.10813,6.10553,104.32322,9.71307,4.20221,0.0835,42.58508,0.10871,54.09182
kwanteng,KT_Normal.csv,normal_work,106.029,normal,normal_work,1.29796,141.10813,9.57306,90.85568,8.34268,5.07507,0.09086,50.35449,0.11791,56.30503
kwanteng,KT_Normal.csv,normal_work,107.029,normal,normal_work,1.29796,119.25525,9.57306,86.1473,4.1401,1.03661,0.107,47.31167,0.12123,57.84472
kwanteng,KT_Normal.csv,normal_work,108.029,normal,normal_work,1.24205,119.25525,3.18814,77.86028,3.12795,3.50644,0.09888,53.41814,0.15343,59.83964
kwanteng,KT_Normal.csv,normal_work,109.029,normal,normal_work,1.24205,100.38415,7.15838,83.47243,4.57112,3.69403,0.10356,51.22418,0.15507,60.95
kwanteng,KT_Normal.csv,normal_work,110.029,normal,normal_work,1.24205,144.46974,7.15838,107.87039,4.91763,5.44019,0.12813,61.29989,0.13722,56.01288
kwanteng,KT_Normal.csv,normal_work,111.029,normal,normal_work,1.23852,144.46974,6.76809,108.5413,11.88656,8.96609,0.13176,62.35325,0.13522,61.74124
kwanteng,KT_Normal.csv,normal_work,112.029,normal,normal_work,1.36678,135.67457,9.48673,106.60811,4.61388,3.53052,0.15499,59.19807,0.1068,64.39323
pierre,(die) pieere.csv,fall_like,8.83,fall,fall_recovery,4.04053,800.13579,39.30358,590.84808,32.52818,83.30649,0.95479,245.94873,0.24745,162.67618
pierre,(near miss) P.csv,near_miss,9.12,near_miss,near_miss,4.04181,547.41945,51.56783,546.37826,40.69397,25.84442,0.85811,192.21948,0.1934,114.40078
pierre,(normal) P motion_data.csv,normal_work,3.029,normal,normal_work,1.75098,990.95399,14.00768,452.84497,56.70408,47.55154,0.2391,102.61949,0.20038,136.37889
pierre,(normal) P motion_data.csv,normal_work,4.029,normal,normal_work,1.3224,245.50862,15.2264,230.12779,29.63053,32.25386,0.26575,118.74293,0.14983,139.15193
pierre,(normal) P motion_data.csv,normal_work,5.029,normal,normal_work,1.50243,197.01366,15.2264,187.44697,54.09182,52.66875,0.25188,122.67092,0.12875,128.46497
pierre,(normal) P motion_data.csv,normal_work,6.029,normal,normal_work,1.50243,198.43873,15.46884,221.43748,50.15062,49.98649,0.21613,128.73457,0.13703,115.12879
pierre,(normal) P motion_data.csv,normal_work,7.029,normal,normal_work,1.53864,227.05139,24.20896,235.3901,41.28297,48.16409,0.137,145.42231,0.15737,89.71502
pierre,(normal) P motion_data.csv,normal_work,8.029,normal,normal_work,1.53864,252.1435,24.20896,243.62145,35.62299,58.53521,0.13072,129.20681,0.14602,92.22906
pierre,(normal) P motion_data.csv,normal_work,9.029,normal,normal_work,1.45195,252.1435,7.96044,230.78478,4.10224,41.94637,0.13208,119.53856,0.15863,94.21756
pierre,(normal) P motion_data.csv,normal_work,10.029,normal,normal_work,1.30812,259.94407,7.84365,283.32945,6.57932,42.71062,0.15949,90.63447,0.15412,89.07261
pierre,(normal) P motion_data.csv,normal_work,11.029,normal,normal_work,1.36387,259.94407,11.44406,297.64865,14.63046,42.70497,0.15423,97.29097,0.26824,92.21864
pierre,(normal) P motion_data.csv,normal_work,12.029,normal,normal_work,1.40287,221.45338,11.44406,208.07452,41.82005,44.30961,0.16356,96.67785,0.31855,97.38926
pierre,(normal) P motion_data.csv,normal_work,13.029,normal,normal_work,1.40287,318.69257,10.78755,182.68603,53.5685,59.83678,0.14729,91.0296,0.34475,114.75071
pierre,(normal) P motion_data.csv,normal_work,14.029,normal,normal_work,1.2936,318.69257,10.49087,186.4428,43.02142,56.35232,0.27934,89.70022,0.32419,115.78999
pierre,(normal) P motion_data.csv,normal_work,15.029,normal,normal_work,1.42878,204.98485,9.8624,171.33805,37.88773,71.63758,0.30463,87.52026,0.38353,126.9106
pierre,(normal) P motion_data.csv,normal_work,16.029,normal,normal_work,1.42878,204.98485,12.88791,184.87872,37.26759,48.05313,0.35712,122.79646,0.35375,115.7105
pierre,(normal) P motion_data.csv,normal_work,17.029,normal,normal_work,1.71063,204.98485,18.35414,180.57898,12.4104,23.96747,0.33472,123.54477,0.31113,116.65651
pierre,(normal) P motion_data.csv,normal_work,18.029,normal,normal_work,1.82224,244.61465,22.71502,177.18645,29.27536,22.3874,0.32471,129.45202,0.29775,125.68164
pierre,(normal) P motion_data.csv,normal_work,19.029,normal,normal_work,2.02412,244.61465,22.71502,243.55352,32.85272,27.13955,0.38061,120.29397,0.20923,115.26254
pierre,(normal) P motion_data.csv,normal_work,20.029,normal,normal_work,2.02412,226.69833,21.63572,257.13155,33.39783,27.15725,0.3344,111.28902,0.23675,135.34079
pierre,(normal) P motion_data.csv,normal_work,21.029,normal,normal_work,1.58695,226.69833,23.99588,201.73039,9.47593,26.3535,0.31589,117.59015,0.35538,131.69643
pierre,(normal) P motion_data.csv,normal_work,22.029,normal,normal_work,2.25373,298.79645,30.01144,245.20741,10.95491,19.35799,0.16222,112.66278,0.39936,159.04143
pierre,(normal) P motion_data.csv,normal_work,23.029,normal,normal_work,2.25373,298.79645,30.01144,261.79575,15.37736,24.60439,0.19216,131.55668,0.47637,181.76206
pierre,(normal) P motion_data.csv,normal_work,24.029,normal,normal_work,1.50301,217.61448,14.06756,220.58503,19.96959,23.90177,0.36034,131.13974,0.90442,204.56752
pierre,(normal) P motion_data.csv,normal_work,25.029,normal,normal_work,1.45345,207.99319,11.98433,257.82655,15.19837,17.01321,0.41367,146.26378,0.98813,190.58653
pierre,(normal) P motion_data.csv,normal_work,26.029,normal,normal_work,1.62891,207.99319,23.39443,243.31158,22.89042,19.62394,0.47527,194.39867,0.972,147.20064
pierre,(normal) P motion_data.csv,normal_work,27.029,normal,normal_work,2.03973,211.76794,37.41111,251.10327,13.34087,17.90315,0.44479,189.92698,0.97487,150.02217
pierre,(normal) P motion_data.csv,normal_work,28.029,normal,normal_work,2.03973,250.82067,37.41111,267.306,12.57785,11.88091,1.04081,199.31915,0.30267,119.30425
pierre,(normal) P motion_data.csv,normal_work,29.029,normal,normal_work,1.94489,661.70521,20.67153,408.45298,1.90012,3.08223,1.02995,142.66442,0.28543,122.76403
pierre,(normal) P motion_data.csv,normal_work,30.029,normal,normal_work,2.48185,661.70521,35.2434,417.72349,6.29603,3.36185,1.04171,153.73374,0.30833,124.60656
pierre,(normal) P motion_data.csv,normal_work,31.029,normal,normal_work,3.99668,345.20311,86.04662,341.58281,18.53129,6.5691,0.31959,123.58688,0.47221,128.70793
pierre,(normal) P motion_data.csv,normal_work,32.029,normal,normal_work,3.99668,345.20311,86.04662,333.68054,10.98645,25.53981,0.303,129.8167,0.60044,130.01292
pierre,(normal) P motion_data.csv,normal_work,33.029,normal,normal_work,3.29897,250.22333,42.39335,252.91175,2.09794,16.52068,0.26098,124.36587,0.70441,139.38391
pierre,(normal) P motion_data.csv,normal_work,34.029,normal,normal_work,1.82283,276.94053,19.61701,250.46586,6.75266,5.5132,0.42838,134.10792,0.68689,136.20083
pierre,(normal) P motion_data.csv,normal_work,35.029,normal,normal_work,1.82283,276.94053,19.61701,227.06442,11.14234,3.48145,0.61365,130.30365,0.5934,139.96839
pierre,(normal) P motion_data.csv,normal_work,36.029,normal,normal_work,1.59128,228.64053,16.24589,219.81484,19.45219,2.18463,0.71812,130.73259,0.58326,134.99887
pierre,(normal) P motion_data.csv,normal_work,37.029,normal,normal_work,2.05853,288.09065,29.58189,255.06424,11.98016,2.65893,0.74152,146.46162,0.48572,121.92612
pierre,(normal) P motion_data.csv,normal_work,38.029,normal,normal_work,2.65947,288.09065,36.37396,262.05582,7.59611,9.89423,0.61935,147.02813,0.46868,119.34264
pierre,(normal) P motion_data.csv,normal_work,39.029,normal,normal_work,3.07543,252.08856,62.24051,257.77642,7.27721,3.34799,0.56027,139.87941,0.3869,110.3144
pierre,(normal) P motion_data.csv,normal_work,40.029,normal,normal_work,3.07543,275.79165,62.24051,315.18097,15.15865,8.28594,0.51748,121.15322,0.27686,104.58215
pierre,(normal) P motion_data.csv,normal_work,41.029,normal,normal_work,2.40002,275.79165,48.67468,287.43263,19.24133,13.20256,0.49899,119.47148,0.27313,112.56485
pierre,(normal) P motion_data.csv,normal_work,42.029,normal,normal_work,2.40002,233.3008,48.67468,239.90891,3.77177,1.85365,0.40347,116.28616,0.3195,121.22546
pierre,(normal) P motion_data.csv,normal_work,43.029,normal,normal_work,2.35144,232.73048,35.2867,252.59962,8.40438,8.87246,0.22513,101.59203,0.33466,140.81543
pierre,(normal) P motion_data.csv,normal_work,44.029,normal,normal_work,2.35144,232.73048,35.2867,252.79526,10.61532,9.67616,0.28321,109.72766,0.31286,136.33558
pierre,(normal) P motion_data.csv,normal_work,45.029,normal,normal_work,1.78411,190.4983,29.88733,224.17148,12.8965,8.02112,0.29196,112.04132,0.30614,147.20758
pierre,(normal) P motion_data.csv,normal_work,46.029,normal,normal_work,1.37781,188.45031,13.90792,184.86382,7.71752,5.04972,0.35665,136.47306,0.25249,129.35001
pierre,(normal) P motion_data.csv,normal_work,47.029,normal,normal_work,1.68829,277.43182,23.98843,191.54943,4.66096,11.65756,0.32559,139.87055,0.22824,140.75124
pierre,(normal) P motion_data.csv,normal_work,48.029,normal,normal_work,1.68829,277.43182,23.98843,237.45022,12.73003,22.27889,0.32961,160.18966,0.21334,125.45411
pierre,(normal) P motion_data.csv,normal_work,49.029,normal,normal_work,1.88526,244.80526,24.08426,277.21531,10.61291,15.05127,0.26299,142.04002,0.21426,125.7855
pierre,(normal) P motion_data.csv,normal_work,50.029,normal,normal_work,1.88526,260.01885,24.08426,307.70173,12.77498,2.17983,0.23025,138.83951,0.19056,117.77546
pierre,(normal) P motion_data.csv,normal_work,51.029,normal,normal_work,1.86343,303.30773,22.79453,290.73386,13.44682,5.7508,0.20404,129.74945,0.15775,105.70923
pierre,(normal) P motion_data.csv,normal_work,52.029,normal,normal_work,1.86343,303.30773,22.79453,248.20371,17.15156,9.73205,0.21282,128.8992,0.13538,102.83763
pierre,(normal) P motion_data.csv,normal_work,53.029,normal,normal_work,1.46872,284.95197,15.01348,225.11809,6.94024,8.30536,0.20487,114.87442,0.28378,123.33798
pierre,(normal) P motion_data.csv,normal_work,54.029,normal,normal_work,1.46872,264.63992,15.01348,268.15793,10.67874,12.87513,0.15922,103.24515,0.34467,133.37404
pierre,(normal) P motion_data.csv,normal_work,55.029,normal,normal_work,1.54888,264.63992,15.49499,279.7403,10.74038,10.94953,0.12605,104.24298,0.35111,134.5137
pierre,(normal) P motion_data.csv,normal_work,56.029,normal,normal_work,1.54888,214.68054,15.49499,220.19192,7.1626,7.31222,0.25754,121.65913,0.2692,97.76762
pierre,(normal) P motion_data.csv,normal_work,57.029,normal,normal_work,1.4211,185.23238,7.81844,216.73004,15.76269,14.16596,0.33416,132.98692,0.14481,69.07714
pierre,(normal) P motion_data.csv,normal_work,58.029,normal,normal_work,1.22707,166.17539,6.10232,217.21707,11.55809,3.00706,0.37497,151.94217,0.04538,56.34657
pierre,(normal) P motion_data.csv,normal_work,59.029,normal,normal_work,1.66327,209.19574,10.0619,215.41351,11.86963,7.55279,0.29135,113.26995,0.12293,89.03659
pierre,(normal) P motion_data.csv,normal_work,60.029,normal,normal_work,1.885,209.19574,16.99942,266.07248,0.42646,7.00104,0.15528,70.47698,0.13845,118.57882
pierre,(normal) P motion_data.csv,normal_work,61.029,normal,normal_work,1.885,210.38008,16.99942,301.82033,2.61664,7.27413,0.03898,34.58589,0.14747,129.43078
pierre,(normal) P motion_data.csv,normal_work,62.029,normal,normal_work,1.3394,210.38008,14.48823,233.33879,1.32577,5.6344,0.046,67.62888,0.14464,120.64149
pierre,(normal) P motion_data.csv,normal_work,63.029,normal,normal_work,1.03641,204.37232,1.94329,85.89028,6.31528,4.28154,0.13793,113.62149,0.11747,99.39943
pierre,(normal) P motion_data.csv,normal_work,64.029,normal,normal_work,1.03641,71.80404,1.68362,58.67342,9.28218,5.04795,0.15852,132.90101,0.10184,80.35454
pierre,(normal) P motion_data.csv,normal_work,65.029,normal,normal_work,1.08351,250.12809,3.05651,176.76711,5.01868,6.34523,0.1468,128.41646,0.09726,58.28019
pierre,(normal) P motion_data.csv,normal_work,66.029,normal,normal_work,1.5216,323.02785,14.48171,282.44496,8.64658,5.4388,0.11569,99.05597,0.10527,78.39412
pierre,(normal) P motion_data.csv,normal_work,67.029,normal,normal_work,1.5216,323.02785,14.48171,269.09427,4.31394,5.52389,0.10671,83.41232,0.12745,91.56929
pierre,(normal) P motion_data.csv,normal_work,68.029,normal,normal_work,1.252,203.7362,8.69197,211.99343,10.50366,5.03524,0.09786,62.32693,0.18356,115.98486
pierre,(normal) P motion_data.csv,normal_work,69.029,normal,normal_work,1.32111,164.43723,9.32328,173.58244,6.17476,5.97066,0.09948,67.87404,0.20239,116.51643
pierre,(normal) P motion_data.csv,normal_work,70.029,normal,normal_work,1.32111,184.03734,9.32328,154.15342,3.06999,1.98356,0.09488,80.79984,0.2072,119.53715
pierre,(normal) P motion_data.csv,normal_work,71.029,normal,normal_work,1.23532,184.03734,5.23187,132.12256,5.05062,4.68386,0.15037,111.15924,0.2366,118.46555
pierre,(normal) P motion_data.csv,normal_work,72.029,normal,normal_work,1.18055,196.08559,4.45263,106.33536,8.49365,11.96515,0.21792,124.81147,0.20078,111.07484
pierre,(normal) P motion_data.csv,normal_work,73.029,normal,normal_work,1.35126,198.40677,10.07822,186.03124,8.05651,7.73069,0.21743,117.39465,0.22236,108.47304
pierre,(normal) P motion_data.csv,normal_work,74.029,normal,normal_work,1.35126,203.01562,10.07822,238.99944,3.14232,3.04405,0.24653,117.37541,0.17888,115.941
pierre,(normal) P motion_data.csv,normal_work,75.029,normal,normal_work,1.5386,213.54199,21.17314,248.67113,6.64786,7.0889,0.21168,116.24925,0.15344,118.61845
pierre,(normal) P motion_data.csv,normal_work,76.029,normal,normal_work,1.5386,213.54199,21.17314,218.43487,2.78035,6.19532,0.23718,110.32795,0.25219,149.88093
pierre,(normal) P motion_data.csv,normal_work,77.029,normal,normal_work,1.75943,216.11656,14.16815,207.17281,4.34191,2.81781,0.16932,106.54793,0.4153,160.78657
pierre,(normal) P motion_data.csv,normal_work,78.029,normal,normal_work,1.75943,216.11656,14.16815,254.16005,6.84856,10.19873,0.16272,111.52958,0.4622,160.0625
pierre,(normal) P motion_data.csv,normal_work,79.029,normal,normal_work,1.61564,209.88819,8.06911,210.33499,9.16483,7.16931,0.12783,135.04587,0.44407,172.01402
pierre,(normal) P motion_data.csv,normal_work,80.029,normal,normal_work,1.21176,172.64026,16.84953,172.02538,1.69442,8.71046,0.38851,166.5675,0.36183,144.87718
pierre,(normal) P motion_data.csv,normal_work,81.029,normal,normal_work,1.46488,209.86111,16.84953,253.90191,4.06855,10.17304,0.46645,172.80133,0.25734,147.91563
pierre,(normal) P motion_data.csv,normal_work,82.029,normal,normal_work,1.46488,241.78137,12.46572,294.18281,4.18367,6.23642,0.47817,156.74517,0.24195,171.33308
pierre,(normal) P motion_data.csv,normal_work,83.029,normal,normal_work,2.08864,427.64548,23.81341,325.60449,9.77995,11.94744,0.35422,149.67085,0.24972,167.42934
pierre,(normal) P motion_data.csv,normal_work,84.029,normal,normal_work,2.38592,427.64548,41.5914,346.66314,13.60404,9.02791,0.27124,141.09217,0.20694,162.75135
pierre,(normal) P motion_data.csv,normal_work,85.029,normal,normal_work,2.38592,241.66892,41.5914,264.1354,6.34667,7.94672,0.24939,171.27834,0.21781,136.25991
pierre,(normal) P motion_data.csv,normal_work,86.029,normal,normal_work,1.89295,286.39834,21.55288,305.31476,18.98985,11.18183,0.25227,161.15189,0.29938,135.47641
pierre,(normal) P motion_data.csv,normal_work,87.029,normal,normal_work,1.80467,286.39834,22.32199,313.1886,3.50789,9.02661,0.20019,165.34029,0.28982,141.67199
pierre,(normal) P motion_data.csv,normal_work,88.029,normal,normal_work,1.80467,272.46387,22.32199,279.09101,4.32036,5.40867,0.21506,142.66354,0.30131,153.61323
pierre,(normal) P motion_data.csv,normal_work,89.029,normal,normal_work,1.48347,272.46387,10.74898,351.24874,7.83858,7.57522,0.30748,124.36142,0.20474,158.2333
pierre,(normal) P motion_data.csv,normal_work,90.029,normal,normal_work,1.7689,244.12533,15.29427,344.90291,8.54964,11.62057,0.29978,142.57064,0.26292,138.5613
pierre,(normal) P motion_data.csv,normal_work,91.029,normal,normal_work,1.7689,257.22229,15.29427,279.59878,6.16241,12.33039,0.3214,154.52944,0.53699,137.11238
pierre,(normal) P motion_data.csv,normal_work,92.029,normal,normal_work,1.73964,257.22229,16.18329,223.96665,19.16833,26.87014,0.21529,157.3788,0.63303,136.07735
pierre,(normal) P motion_data.csv,normal_work,93.029,normal,normal_work,2.03035,208.29419,28.11012,276.35339,11.69179,2.19062,0.25116,147.45057,0.67912,133.92133
pierre,(normal) P motion_data.csv,normal_work,94.029,normal,normal_work,2.03035,203.49882,28.11012,324.92734,15.50812,1.95399,0.30394,137.73496,0.71053,138.63473
pierre,(normal) P motion_data.csv,normal_work,95.029,normal,normal_work,1.5333,196.98581,21.02613,292.72335,7.99109,3.187,0.59617,136.62209,0.732,131.97054
pierre,(normal) P motion_data.csv,normal_work,96.029,normal,normal_work,1.72767,230.2071,13.61202,285.5276,7.6497,4.26464,0.69289,118.73659,0.70257,139.75283
pierre,(normal) P motion_data.csv,normal_work,97.029,normal,normal_work,1.72767,230.2071,20.12748,274.01105,4.50403,12.23915,0.75061,147.27948,0.68442,113.85497
pierre,(normal) P motion_data.csv,normal_work,98.029,normal,normal_work,3.07238,201.96149,35.01941,251.48187,15.99617,25.13284,0.68936,141.02271,0.59985,123.90093
pierre,(normal) P motion_data.csv,normal_work,99.029,normal,normal_work,3.07238,206.26988,47.888,246.98871,13.79047,20.96154,0.68207,131.70514,0.67309,158.09998
pierre,(normal) P motion_data.csv,normal_work,100.029,normal,normal_work,2.62893,264.21558,47.888,296.35209,17.25278,32.99297,0.69603,112.28399,0.62393,154.66396
