worker,recording_type,source_file,packet_number,timestamp,elapsed_seconds,interval_ms,Xg,Yg,Zg,Xdeg,Ydeg,Zdeg,acceleration_magnitude_g,gyroscope_magnitude_dps
kwanteng,fall_like,KT_Fall_cleaned.csv,190,2026-08-03 12:34:24.480,10.550141,1.659000000000077,-0.16,-0.38,0.89,51.88,10.19,-31.86,0.980866963456309,61.72868134020036
kwanteng,fall_like,KT_Fall_cleaned.csv,192,2026-08-03 12:34:24.522,10.591657,41.515999999999664,-0.17,-0.42,0.92,-14.47,31.68,-15.81,1.0255242561733975,38.248652263838004
kwanteng,fall_like,KT_Fall_cleaned.csv,193,2026-08-03 12:34:24.522,10.591949,0.29199999999995896,-0.17,-0.42,0.92,-32.47,25.51,-1.22,1.0255242561733975,41.31040304814273
kwanteng,fall_like,KT_Fall_cleaned.csv,194,2026-08-03 12:34:24.565,10.635364,43.41499999999954,-0.16,-0.45,0.91,-32.47,25.51,-1.22,1.0277159140540737,41.31040304814273
kwanteng,fall_like,KT_Fall_cleaned.csv,195,2026-08-03 12:34:24.566,10.635611,0.24700000000166256,-0.17,-0.49,0.82,-6.29,11.9,-1.4,0.9702576977277737,13.532704829412339
kwanteng,fall_like,KT_Fall_cleaned.csv,197,2026-08-03 12:34:24.610,10.679505,43.89399999999988,-0.21,-0.51,0.75,12.51,-12.33,-21.97,0.9309672389509741,28.128453565740152
kwanteng,fall_like,KT_Fall_cleaned.csv,199,2026-08-03 12:34:24.653,10.723348,43.842999999998966,-0.26,-0.47,0.73,7.81,-45.84,-54.81,0.9063112048297759,71.87793680956625
kwanteng,fall_like,KT_Fall_cleaned.csv,201,2026-08-03 12:34:24.697,10.76699,43.64200000000018,-0.25,-0.39,0.81,4.39,-78.92,-79.83,0.9331130692472377,112.34085365529319
kwanteng,fall_like,KT_Fall_cleaned.csv,202,2026-08-03 12:34:24.784,10.854514,87.52400000000016,-0.1,-0.35,0.93,17.15,-94.97,-80.93,0.9986991538997118,125.94875267345842
kwanteng,fall_like,KT_Fall_cleaned.csv,204,2026-08-03 12:34:24.785,10.855417,0.90299999999921,0.12,-0.36,0.92,25.76,-86.55,-63.29,0.9951884243699783,110.2728624821175
kwanteng,fall_like,KT_Fall_cleaned.csv,206,2026-08-03 12:34:24.915,10.985506,130.08900000000168,0.25,-0.34,0.85,9.34,-69.27,-39.18,0.9489994731294639,80.12890177707416
kwanteng,fall_like,KT_Fall_cleaned.csv,208,2026-08-03 12:34:24.916,10.986529,1.0229999999999961,0.32,-0.4,0.9,-1.65,-41.26,-19.23,1.0355674772799695,45.551103169956264
kwanteng,fall_like,KT_Fall_cleaned.csv,209,2026-08-03 12:34:24.917,10.98726,0.7309999999982608,0.31,-0.46,1.01,26.86,5.68,-15.08,1.1523020437367975,31.32296920791514
kwanteng,fall_like,KT_Fall_cleaned.csv,211,2026-08-03 12:34:24.959,11.029169,41.90900000000042,0.21,-0.44,0.97,51.88,38.57,-21.24,1.0856334556377671,68.04643194172638
kwanteng,fall_like,KT_Fall_cleaned.csv,213,2026-08-03 12:34:25.003,11.073151,43.98199999999974,0.1,-0.35,0.94,39.18,40.16,-12.63,1.0080178569846865,57.51012867313026
kwanteng,fall_like,KT_Fall_cleaned.csv,215,2026-08-03 12:34:25.047,11.116981,43.829999999999814,0.03,-0.26,0.95,17.94,52.67,1.53,0.985393322486001,55.66249545250375
kwanteng,fall_like,KT_Fall_cleaned.csv,216,2026-08-03 12:34:25.048,11.117247,0.2660000000016538,0.01,-0.26,0.95,-0.31,65.67,-6.1,0.9849873095629201,65.9534305400409
kwanteng,fall_like,KT_Fall_cleaned.csv,218,2026-08-03 12:34:25.091,11.160649,43.40199999999861,-0.0,-0.28,0.96,-7.87,50.29,-23.13,1.0,55.91080307060524
kwanteng,fall_like,KT_Fall_cleaned.csv,220,2026-08-03 12:34:25.135,11.204685,44.036000000000186,0.03,-0.27,0.98,5.49,29.54,-38.09,1.0169562429131354,48.51391346820003
kwanteng,fall_like,KT_Fall_cleaned.csv,222,2026-08-03 12:34:25.222,11.292126,87.4410000000001,0.07,-0.32,1.02,40.89,22.89,-50.84,1.0713076122197582,69.14224323812469
kwanteng,fall_like,KT_Fall_cleaned.csv,223,2026-08-03 12:34:25.223,11.292785,0.6590000000006313,-0.04,-0.33,1.09,122.19,43.09,-39.98,1.1395613191048564,135.59330588196454
kwanteng,fall_like,KT_Fall_cleaned.csv,225,2026-08-03 12:34:25.352,11.422978,130.1930000000002,-0.24,-0.05,1.14,263.92,83.25,20.57,1.1660617479361888,277.5021690005323
kwanteng,fall_like,KT_Fall_cleaned.csv,227,2026-08-03 12:34:25.354,11.424345,1.3670000000001181,-0.29,0.34,1.06,350.71,86.91,86.91,1.1503477735015617,371.6237348448024
